EV	EV Book	Game	Player	Prop	O/U	FD	DK	ESPN	MGM	Kambi	PN	CZ	BV
-8.5	112 DK	iowa @ ohio state		total	u 43.5	-	-149/+112	-	-	-	-142/121	-	-
-8.5	105 DK	hawaii @ san diego state		away_total	u 21.5	-	-145/+105	-	-	-	-134/114	-	-
-8.5	-107 DK	boston college @ virginia		total	o 53.0	-	-107/-124	-	-	-	103/-120	-	-
-8.5	112 DK	auburn @ georgia		total	u 50.0	-	-150/+112	-	-	-	-142/121	-	-
-8.6	101 DK	virginia tech @ stanford		total	o 51.0	-	'+101/-134	-	-	-	111/-129	-	-
-8.6	109 DK	smu @ louisville		total	u 54.0	-	-145/+109	-	-	-	-139/118	-	-
-8.6	101 DK	bowling green @ akron		total	o 52.5	-	'+101/-135	-	-	-	111/-129	-	-
-8.6	-325 DK	bowling green @ akron		1q_ml	o  	-	-325/+260	-	-	-	-276/216	-	-
-8.7	100 DK	wake forest @ nc state		total	o 54.0	-	'+100/-133	-	-	-	110/-128	-	-
-8.7	120 DK	wake forest @ nc state		1q_ml	o  	-	'+120/-142	-	-	-	128/-153	-	-
-8.7	-107 DK	virginia tech @ stanford		total	o 50.5	-	-107/-125	-	-	-	103/-121	-	-
-8.7	-104 DK	utah state @ boise state		total	o 67.0	-	-104/-127	-	-	-	106/-124	-	-
-8.7	-140 DK	utah state @ boise state		away_total	u 20.5	-	'+100/-140	-	-	-	106/-124	-	-
-8.7	106 DK	usc @ minnesota		spread	u -7.0	-	-141/+106	-	-	-	-136/115	-	-
-8.7	-105 DK	texas tech @ arizona		total	u 63.0	-	-126/-105	-	-	-	-123/105	-	-
-8.7	-106 DK	smu @ louisville		total	o 57.0	-	-106/-125	-	-	-	104/-122	-	-
-8.7	105 DK	navy @ air force		total	u 35.5	-	-140/+105	-	-	-	-134/115	-	-
-8.7	105 DK	michigan @ washington		spread	o -2.0	-	'+105/-140	-	-	-	114/-135	-	-
-8.7	100 DK	michigan @ washington		spread	o -1.5	-	'+100/-133	-	-	-	109/-129	-	-
-8.7	-101 DK	james madison @ ul monroe		spread	u -14.0	-	-131/-101	-	-	-	-127/109	-	-
-8.7	-104 DK	iowa @ ohio state		total	u 44.5	-	-128/-104	-	-	-	-124/106	-	-
-8.7	-108 DK	hawaii @ san diego state		total	o 49.0	-	-108/-123	-	-	-	102/-120	-	-
-8.7	-103 DK	east carolina @ charlotte		total	u 46.0	-	-129/-103	-	-	-	-125/107	-	-
-8.7	-102 DK	duke @ georgia tech		total	u 51.5	-	-130/-102	-	-	-	-126/108	-	-
-8.7	-107 DK	clemson @ florida state		spread	o -16.0	-	-107/-124	-	-	-	103/-121	-	-
-8.7	-105 DK	auburn @ georgia		total	o 53.0	-	-105/-126	-	-	-	105/-123	-	-
-8.7	-102 DK	alabama @ vanderbilt		1q_spread	u -6.5	-	-118/-102	-	-	-	-127/107	-	-
-8.7	-107 DK	alabama @ vanderbilt		spread	o -23.5	-	-107/-124	-	-	-	103/-121	-	-
-8.7	-101 DK	alabama @ vanderbilt		spread	u -21.0	-	-131/-101	-	-	-	-127/109	-	-
-8.8	101 DK	virginia tech @ stanford		total	u 48.0	-	-135/+101	-	-	-	-130/111	-	-
-8.8	-110 DK	usc @ minnesota		1h_spread	o -5.5	-	-110/-110	-	-	-	100/-119	-	-
-8.8	102 DK	ucla @ penn state		total	u 45.0	-	-136/+102	-	-	-	-131/112	-	-
-8.8	110 DK	south alabama @ arkansas state		spread	o -4.5	-	'+110/-147	-	-	-	119/-141	-	-
-8.8	-110 DK	pittsburgh @ north carolina		total	o 64.5	-	-110/-121	-	-	-	101/-118	-	-
-8.8	104 DK	nevada @ san jose state		total	u 49.5	-	-138/+104	-	-	-	-133/114	-	-
-8.8	-130 DK	clemson @ florida state		away_total	o 30.5	-	-130/-105	-	-	-	-115/-101	-	-
-8.8	152 FD	alabama @ vanderbilt	Jalen Milroe	pass_td	u 1.5	-205/+152	-	-	-200/+150	-	-	-	-
-8.9	107 DK	virginia tech @ stanford		total	o 51.5	-	'+107/-143	-	-	-	117/-137	-	-
-8.9	-107 DK	tulane @ uab		total	u 53.5	-	-124/-107	-	-	-	-121/104	-	-
-8.9	113 DK	tennessee @ arkansas		total	o 59.0	-	'+113/-151	-	-	-	123/-144	-	-
-8.9	100 DK	south alabama @ arkansas state		total	o 62.5	-	'+100/-133	-	-	-	110/-129	-	-
-8.9	113 DK	rutgers @ nebraska		total	o 42.0	-	'+113/-151	-	-	-	123/-144	-	-
-8.9	100 DK	nevada @ san jose state		total	o 52.5	-	'+100/-133	-	-	-	110/-129	-	-
-8.9	-107 DK	michigan @ washington		total	o 42.5	-	-107/-125	-	-	-	104/-121	-	-
-8.9	113 DK	michigan @ washington		total	u 39.5	-	-151/+113	-	-	-	-144/123	-	-
-8.9	105 DK	miami ohio @ toledo		total	u 42.5	-	-139/+105	-	-	-	-135/115	-	-
-8.9	-225 DK	east carolina @ charlotte		1q_ml	o  	-	-225/+185	-	-	-	-194/159	-	-
-8.9	106 DK	duke @ georgia tech		total	u 51.0	-	-141/+106	-	-	-	-136/116	-	-
-8.9	113 DK	duke @ georgia tech		total	u 50.5	-	-150/+113	-	-	-	-144/123	-	-
-8.9	107 DK	colorado state @ oregon state		total	u 46.0	-	-143/+107	-	-	-	-137/117	-	-
-8.9	-103 DK	boston college @ virginia		total	o 53.5	-	-103/-130	-	-	-	107/-126	-	-
-8.9	113 DK	baylor @ iowa state		total	u 42.5	-	-151/+113	-	-	-	-144/123	-	-
-8.9	106 DK	army @ tulsa		total	o 52.5	-	'+106/-141	-	-	-	116/-136	-	-
-8.9	105 DK	army @ tulsa		total	u 49.0	-	-140/+105	-	-	-	-135/115	-	-
-8.9	-145 DK	army @ tulsa		away_total	o 30.5	-	-145/+105	-	-	-	-127/109	-	-
-8.9	113 DK	alabama @ vanderbilt		spread	u -20.0	-	-150/+113	-	-	-	-145/122	-	-
-9.0	114 DK	ucla @ penn state		total	o 48.5	-	'+114/-152	-	-	-	124/-146	-	-
-9.0	108 DK	ucla @ penn state		total	u 44.5	-	-144/+108	-	-	-	-139/118	-	-
-9.0	116 DK	south alabama @ arkansas state		spread	o -5.0	-	'+116/-154	-	-	-	125/-149	-	-
-9.0	-136 DK	pittsburgh @ north carolina		spread	u -3.0	-	-103/-136	-	-	-	103/-119	-	-
-9.0	108 DK	nevada @ san jose state		total	o 53.5	-	'+108/-143	-	-	-	118/-139	-	-
-9.0	-265 DK	navy @ air force		1q_ml	o  	-	-265/+215	-	-	-	-225/181	-	-
-9.0	102 DK	east carolina @ charlotte		spread	u -7.0	-	-136/+102	-	-	-	-132/112	-	-
-9.0	-535 DK	alabama @ vanderbilt		1q_ml	o  	-	-535/+400	-	-	-	-424/307	-	-
-9.1	-102 DK	kansas @ arizona state		total	u 49.5	-	-130/-102	-	-	-	-127/109	-	-
-9.1	-108 DK	indiana @ northwestern		spread	u -13.0	-	-123/-108	-	-	-	-120/104	-	-
-9.2	-105 DK	usc @ minnesota		total	o 50.0	-	-105/-126	-	-	-	106/-124	-	-
-9.2	-104 DK	usc @ minnesota		total	u 48.0	-	-128/-104	-	-	-	-125/107	-	-
-9.2	-104 DK	tennessee @ arkansas		total	u 55.5	-	-127/-104	-	-	-	-125/107	-	-
-9.2	172 FD	smu @ louisville	Tyler Shough	pass_td	o 2.5	'+172/-220	-	-	'+170/-225	-	-	-	-
-9.2	104 DK	nevada @ san jose state		total	o 53.0	-	'+104/-138	-	-	-	115/-134	-	-
-9.2	-103 DK	navy @ air force		spread	o -11.0	-	-103/-129	-	-	-	108/-126	-	-
-9.2	-103 DK	missouri @ texas a&m		total	o 49.0	-	-103/-129	-	-	-	108/-126	-	-
-9.2	-120 DK	missouri @ texas a&m		away_total	u 23.5	-	-115/-120	-	-	-	-110/-106	-	-
-9.2	109 DK	james madison @ ul monroe		total	o 50.0	-	'+109/-145	-	-	-	120/-140	-	-
-9.2	-104 DK	james madison @ ul monroe		total	u 47.0	-	-128/-104	-	-	-	-125/107	-	-
-9.2	-110 DK	james madison @ ul monroe		away_total	o 32.5	-	-110/-125	-	-	-	102/-119	-	-
-9.2	102 DK	indiana @ northwestern		total	u 40.0	-	-136/+102	-	-	-	-132/113	-	-
-9.2	102 DK	east carolina @ charlotte		spread	o -10.0	-	'+102/-136	-	-	-	113/-132	-	-
-9.2	-104 DK	duke @ georgia tech		total	o 54.0	-	-104/-128	-	-	-	107/-125	-	-
-9.2	-104 DK	clemson @ florida state		total	u 45.5	-	-127/-104	-	-	-	-125/107	-	-
-9.2	-125 DK	bowling green @ akron		away_total	o 33.5	-	-125/-110	-	-	-	-110/-106	-	-
-9.2	103 DK	boston college @ virginia		total	o 54.0	-	'+103/-137	-	-	-	114/-133	-	-
-9.2	-105 DK	auburn @ georgia		away_total	o 14.5	-	-105/-135	-	-	-	106/-124	-	-
-9.3	250 DK	usc @ minnesota		ml	u  	-295/+235	-310/+250	-	-	-	-330/265	-	-
-9.3	-101 DK	texas tech @ arizona		total	u 62.5	-	-132/-101	-	-	-	-129/110	-	-
-9.3	-108 DK	purdue @ wisconsin		total	o 45.5	-	-108/-112	-	-	-	104/-121	-	-
-9.3	106 DK	iowa @ ohio state		total	o 47.5	-	'+106/-141	-	-	-	117/-137	-	-
-9.3	-101 DK	hawaii @ san diego state		total	u 47.0	-	-132/-101	-	-	-	-129/110	-	-
-9.3	100 DK	baylor @ iowa state		total	o 46.0	-	'+100/-133	-	-	-	111/-130	-	-
-9.3	-145 DK	alabama @ vanderbilt		away_total	u 39.5	-	'+105/-145	-	-	-	108/-126	-	-
-9.4	-111 DK	western michigan @ ball state		spread	u -9.0	-	-120/-111	-	-	-	-118/102	-	-
-9.4	-118 DK	tulane @ uab		1q_spread	u -3.5	-	-102/-118	-	-	-	-113/-105	-	-
-9.4	235 FD	navy @ air force	Blake Horvath	pass_td	o 1.5	'+235/-310	-	-	'+230/-300	-	-	-	-
-9.4	109 DK	indiana @ northwestern		total	u 39.5	-	-145/+109	-	-	-	-141/120	-	-
-9.4	-105 DK	clemson @ florida state		spread	u -14.0	-	-127/-105	-	-	-	-124/107	-	-
-9.5	165 MGM	ole miss @ south carolina	Jaxson Dart	pass_td	o 2.5	'+162/-220	-	-	'+165/-225	-	-	-	-
-9.5	107 DK	miami ohio @ toledo		total	o 46.0	-	'+107/-143	-	-	-	118/-139	-	-
-9.5	-110 DK	army @ tulsa		spread	u -12.0	-	-121/-110	-	-	-	-120/102	-	-
-9.6	-104 DK	wake forest @ nc state		total	u 51.5	-	-128/-104	-	-	-	-126/108	-	-
-9.6	109 DK	usc @ minnesota		total	u 47.0	-	-146/+109	-	-	-	-141/121	-	-
-9.6	103 DK	james madison @ ul monroe		total	u 46.5	-	-137/+103	-	-	-	-134/115	-	-
-9.6	-103 DK	indiana @ northwestern		total	o 42.5	-	-103/-130	-	-	-	109/-127	-	-
-9.6	-102 DK	alabama @ vanderbilt		total	u 52.5	-	-130/-102	-	-	-	-128/110	-	-
-9.7	105 DK	wake forest @ nc state		total	u 51.0	-	-140/+105	-	-	-	-137/117	-	-
-9.7	105 DK	tulane @ uab		away_total	u 34.5	-	-145/+105	-	-	-	-137/117	-	-
-9.7	-101 DK	smu @ louisville		total	o 57.5	-	-101/-131	-	-	-	111/-130	-	-
-9.7	-101 DK	iowa @ ohio state		total	o 47.0	-	-101/-132	-	-	-	111/-130	-	-
-9.7	105 DK	hawaii @ san diego state		total	u 46.5	-	-140/+105	-	-	-	-137/117	-	-
-9.7	101 DK	east carolina @ charlotte		total	u 45.5	-	-134/+101	-	-	-	-132/113	-	-
-9.7	101 DK	colorado state @ oregon state		total	o 49.5	-	'+101/-134	-	-	-	113/-132	-	-
-9.7	106 DK	bowling green @ akron		total	o 53.0	-	'+106/-140	-	-	-	118/-138	-	-
-9.7	-101 DK	auburn @ georgia		total	o 53.5	-	-101/-131	-	-	-	111/-130	-	-
-9.7	111 DK	army @ tulsa		total	o 53.0	-	'+111/-148	-	-	-	123/-144	-	-
-9.7	107 DK	alabama @ vanderbilt		spread	u -20.5	-	-143/+107	-	-	-	-140/118	-	-
-9.8	108 DK	usc @ minnesota		total	o 51.0	-	'+108/-144	-	-	-	120/-141	-	-
-9.8	-138 DK	purdue @ wisconsin		total	o 44.0	-	-138/+104	-	-	-	-119/102	-	-
-9.8	104 DK	pittsburgh @ north carolina		total	u 62.0	-	-138/+104	-	-	-	-136/116	-	-
-9.8	102 DK	missouri @ texas a&m		total	o 49.5	-	'+102/-135	-	-	-	114/-134	-	-
-9.8	104 DK	indiana @ northwestern		total	o 43.0	-	'+104/-138	-	-	-	116/-136	-	-
-9.8	-103 DK	indiana @ northwestern		spread	u -12.5	-	-129/-103	-	-	-	-128/109	-	-
-9.8	103 DK	indiana @ northwestern		spread	u -11.5	-	-137/+103	-	-	-	-135/115	-	-
-9.9	113 DK	wake forest @ nc state		total	u 50.5	-	-151/+113	-	-	-	-147/125	-	-
-9.9	101 DK	virginia tech @ stanford		spread	o -10.0	-	'+101/-134	-	-	-	113/-133	-	-
-9.9	101 DK	usc @ minnesota		total	u 47.5	-	-135/+101	-	-	-	-133/113	-	-
-9.9	-135 DK	purdue @ wisconsin		away_total	u 16.5	-	-105/-135	-	-	-	-100/-116	-	-
-9.9	101 DK	navy @ air force		spread	o -11.5	-	'+101/-134	-	-	-	113/-133	-	-
-9.9	-111 DK	indiana @ northwestern		spread	o -14.0	-	-111/-120	-	-	-	103/-119	-	-
-9.9	100 DK	indiana @ northwestern		spread	u -12.0	-	-133/+100	-	-	-	-132/112	-	-
-10.0	-105 DK	western michigan @ ball state		total	u 56.0	-	-126/-105	-	-	-	-126/108	-	-
-10.0	-130 DK	texas tech @ arizona		away_total	u 28.5	-	-105/-130	-	-	-	-104/-112	-	-
-10.0	-104 DK	south alabama @ arkansas state		total	u 60.0	-	-128/-104	-	-	-	-127/109	-	-
-10.0	180 DK	rutgers @ nebraska		1h_ml	o  	-	'+180/-218	-	-	-	188/-230	-	-
-10.0	200 MGM	navy @ air force	John Busha	pass_td	o 0.5	'+200/-260	-	-	'+200/-275	-	-	-	-
-10.0	-108 DK	iowa @ ohio state		total	o 46.5	-	-108/-123	-	-	-	105/-123	-	-
-10.0	110 DK	indiana @ northwestern		total	o 43.5	-	'+110/-146	-	-	-	122/-144	-	-
-10.0	102 DK	bowling green @ akron		spread	u -14.0	-	-136/+102	-	-	-	-135/114	-	-
-10.1	106 DK	virginia tech @ stanford		total	u 47.5	-	-142/+106	-	-	-	-139/119	-	-
-10.1	105 DK	texas tech @ arizona		total	u 62.0	-	-140/+105	-	-	-	-138/118	-	-
-10.1	160 DK	texas tech @ arizona		1h_ml	o  	-	'+160/-192	-	-	-	170/-205	-	-
-10.1	105 DK	south alabama @ arkansas state		total	o 63.0	-	'+105/-140	-	-	-	118/-138	-	-
-10.1	-120 DK	purdue @ wisconsin		total	o 45.0	-	-120/-111	-	-	-	-104/-112	-	-
-10.1	-149 DK	purdue @ wisconsin		total	o 43.5	-	-149/+111	-	-	-	-127/108	-	-
-10.1	570 FD	james madison @ ul monroe		ml	u  	-850/+570	-700/+500	-	-	-	-750/515	-	-
-10.1	101 DK	clemson @ florida state		total	u 45.0	-	-135/+101	-	-	-	-133/114	-	-
-10.1	100 DK	boston college @ virginia		home_total	o 27.5	-	'+100/-140	-	-	-	113/-132	-	-
-10.2	-103 DK	tulane @ uab		total	u 53.0	-	-129/-103	-	-	-	-129/110	-	-
-10.2	-105 DK	tulane @ uab		spread	o -19.0	-	-105/-127	-	-	-	108/-127	-	-
-10.2	103 DK	tennessee @ arkansas		total	u 55.0	-	-137/+103	-	-	-	-136/116	-	-
-10.2	-105 DK	tennessee @ arkansas		away_total	o 36.5	-	-105/-130	-	-	-	108/-127	-	-
-10.2	-160 DK	purdue @ wisconsin		total	o 43.0	-	-160/+119	-	-	-	-135/115	-	-
-10.2	-104 DK	pittsburgh @ north carolina		total	o 65.0	-	-104/-128	-	-	-	109/-128	-	-
-10.2	110 DK	navy @ air force		total	u 35.0	-	-147/+110	-	-	-	-144/123	-	-
-10.2	-103 DK	massachusetts @ northern illinois		total	u 41.0	-	-130/-103	-	-	-	-129/110	-	-
-10.2	-104 DK	hawaii @ san diego state		total	o 49.5	-	-104/-128	-	-	-	109/-128	-	-
-10.2	-107 DK	army @ tulsa		spread	u -11.5	-	-124/-107	-	-	-	-125/106	-	-
-10.3	-160 DK	navy @ air force		home_total	u 13.5	-	'+115/-160	-	-	-	115/-134	-	-
-10.3	101 DK	duke @ georgia tech		total	o 54.5	-	'+101/-135	-	-	-	114/-134	-	-
-10.3	-175 DK	duke @ georgia tech		away_total	u 23.5	-	'+125/-175	-	-	-	124/-146	-	-
-10.3	106 DK	appalachian state @ marshall		total	o 60.0	-	'+106/-141	-	-	-	119/-140	-	-
-10.3	101 DK	alabama @ vanderbilt		spread	o -24.0	-	'+101/-134	-	-	-	114/-134	-	-
-10.4	-101 DK	utah state @ boise state		total	o 67.5	-	-101/-131	-	-	-	112/-132	-	-
-10.4	-101 DK	usc @ minnesota		total	o 50.5	-	-101/-132	-	-	-	112/-132	-	-
-10.4	-105 DK	usc @ minnesota		spread	o -10.0	-	-105/-126	-	-	-	109/-127	-	-
-10.4	-104 DK	navy @ air force		spread	u -9.0	-	-128/-104	-	-	-	-128/110	-	-
-10.4	550 FD	bowling green @ akron		ml	u  	-820/+550	-675/+490	-	-	-	-725/502	-	-
-10.5	-150 DK	wake forest @ nc state		away_total	u 25.5	-	'+110/-150	-	-	-	108/-126	-	-
-10.5	-110 DK	virginia tech @ stanford		away_total	o 30.5	-	-110/-125	-	-	-	105/-122	-	-
-10.5	105 DK	smu @ louisville		total	o 58.0	-	'+105/-140	-	-	-	119/-139	-	-
-10.5	100 DK	michigan @ washington		away_total	u 19.5	-	-140/+100	-	-	-	-133/114	-	-
-10.5	102 DK	hawaii @ san diego state		spread	o -1.0	-	'+102/-136	-	-	-	115/-136	-	-
-10.5	106 DK	clemson @ florida state		total	u 44.5	-	-142/+106	-	-	-	-140/120	-	-
-10.5	105 DK	auburn @ georgia		total	o 54.0	-	'+105/-140	-	-	-	119/-139	-	-
-10.5	-155 DK	appalachian state @ marshall		away_total	u 28.5	-	'+110/-155	-	-	-	111/-130	-	-
-10.6	-180 DK	usc @ minnesota		home_total	u 21.5	-	'+130/-180	-	-	-	126/-149	-	-
-10.6	-107 DK	tulane @ uab		spread	u -17.0	-	-125/-107	-	-	-	-126/107	-	-
-10.6	-106 DK	pittsburgh @ north carolina		spread	u -1.5	-	-125/-106	-	-	-	-127/108	-	-
-10.6	-175 DK	old dominion @ coastal carolina		away_total	u 25.5	-	'+125/-175	-	-	-	123/-145	-	-
-10.6	108 DK	missouri @ texas a&m		total	o 50.0	-	'+108/-144	-	-	-	122/-143	-	-
-10.6	103 DK	baylor @ iowa state		total	o 46.5	-	'+103/-137	-	-	-	117/-137	-	-
-10.6	104 DK	alabama @ vanderbilt		total	u 52.0	-	-138/+104	-	-	-	-138/118	-	-
-10.7	102 DK	pittsburgh @ north carolina		total	o 65.5	-	'+102/-136	-	-	-	116/-136	-	-
-10.7	170 DK	miami ohio @ toledo		1h_ml	o  	-	'+170/-205	-	-	-	181/-220	-	-
-10.7	102 DK	kansas @ arizona state		total	u 49.0	-	-136/+102	-	-	-	-136/116	-	-
-10.7	106 DK	east carolina @ charlotte		total	u 45.0	-	-142/+106	-	-	-	-141/120	-	-
-10.7	-118 DK	east carolina @ charlotte		1h_spread	o -4.5	-	-118/-102	-	-	-	-102/-116	-	-
-10.7	106 DK	appalachian state @ marshall		total	u 56.0	-	-142/+106	-	-	-	-141/120	-	-
-10.8	-109 DK	western michigan @ ball state		spread	u -8.5	-	-122/-109	-	-	-	-124/106	-	-
-10.8	-125 DK	pittsburgh @ north carolina		away_total	o 33.5	-	-125/-110	-	-	-	-106/-110	-	-
-10.8	-108 DK	old dominion @ coastal carolina		total	o 53.0	-	-108/-123	-	-	-	107/-125	-	-
-10.8	103 DK	navy @ air force		spread	u -8.0	-	-138/+103	-	-	-	-138/117	-	-
-10.8	108 DK	miami ohio @ toledo		total	u 42.0	-	-145/+108	-	-	-	-144/122	-	-
-10.8	250 FD	east carolina @ charlotte		ml	u  	-315/+250	-310/+250	-	-	-	-326/262	-	-
-10.8	-109 DK	boston college @ virginia		spread	o -1.0	-	-109/-122	-	-	-	107/-123	-	-
-10.9	680 FD	tulane @ uab		ml	u  	-1100/+680	-850/+575	-	-	-	-912/597	-	-
-10.9	-112 DK	pittsburgh @ north carolina		spread	u -2.0	-	-119/-112	-	-	-	-121/104	-	-
-10.9	105 DK	navy @ air force		spread	o -12.0	-	'+105/-139	-	-	-	119/-141	-	-
-11.0	-150 DK	western michigan @ ball state		away_total	o 32.5	-	-150/+105	-	-	-	-124/107	-	-
-11.0	-101 DK	navy @ air force		spread	u -8.5	-	-131/-101	-	-	-	-134/113	-	-
-11.0	-135 DK	kansas @ arizona state		home_total	o 26.5	-	-135/-105	-	-	-	-113/-103	-	-
-11.0	108 DK	east carolina @ charlotte		spread	o -10.5	-	'+108/-144	-	-	-	122/-145	-	-
-11.0	109 DK	bowling green @ akron		total	o 53.5	-	'+109/-145	-	-	-	124/-145	-	-
-11.0	280 DK	army @ tulsa		1h_ml	u  	-	-355/+280	-	-	-	-361/278	-	-
-11.1	110 DK	wake forest @ nc state		home_total	o 30.5	-	'+110/-155	-	-	-	125/-147	-	-
-11.1	107 DK	james madison @ ul monroe		total	u 46.0	-	-142/+107	-	-	-	-143/122	-	-
-11.1	101 DK	hawaii @ san diego state		total	o 50.0	-	'+101/-134	-	-	-	116/-136	-	-
-11.1	-115 DK	hawaii @ san diego state		home_total	o 24.5	-	-115/-120	-	-	-	102/-119	-	-
-11.2	205 DK	western michigan @ ball state		1h_ml	u  	-	-250/+205	-	-	-	-266/214	-	-
-11.2	104 DK	utah state @ boise state		total	o 68.0	-	'+104/-139	-	-	-	119/-140	-	-
-11.2	-102 DK	tulane @ uab		spread	o -19.5	-	-102/-130	-	-	-	113/-133	-	-
-11.2	104 DK	massachusetts @ northern illinois		total	u 40.5	-	-138/+104	-	-	-	-140/119	-	-
-11.2	270 DK	duke @ georgia tech		ml	o  	'+260/-330	'+270/-340	-	-	-	287/-363	-	-
-11.2	-103 DK	army @ tulsa		spread	u -11.0	-	-129/-103	-	-	-	-132/112	-	-
-11.3	105 DK	james madison @ ul monroe		spread	u -13.5	-	-140/+105	-	-	-	-142/120	-	-
-11.4	-104 DK	western michigan @ ball state		spread	u -8.0	-	-128/-104	-	-	-	-132/111	-	-
-11.4	-101 DK	pittsburgh @ north carolina		spread	u -1.0	-	-132/-101	-	-	-	-135/114	-	-
-11.4	-135 DK	east carolina @ charlotte		away_total	o 27.5	-	-135/-105	-	-	-	-112/-104	-	-
-11.5	106 DK	western michigan @ ball state		total	u 55.0	-	-142/+106	-	-	-	-143/122	-	-
-11.5	101 DK	western michigan @ ball state		spread	u -7.5	-	-134/+101	-	-	-	-138/116	-	-
-11.5	101 DK	virginia tech @ stanford		spread	u -7.0	-	-135/+101	-	-	-	-137/117	-	-
-11.5	100 DK	tulane @ uab		total	u 52.5	-	-133/+100	-	-	-	-136/116	-	-
-11.5	300 FD	navy @ air force		ml	u  	-385/+300	-380/+300	-	-	-	-391/306	-	-
-11.5	106 DK	kansas @ arizona state		total	u 48.5	-	-141/+106	-	-	-	-143/122	-	-
-11.5	105 DK	colorado state @ oregon state		total	o 50.0	-	'+105/-140	-	-	-	121/-142	-	-
-11.5	102 DK	clemson @ florida state		spread	u -13.5	-	-135/+102	-	-	-	-138/118	-	-
-11.5	-106 DK	boston college @ virginia		spread	o -1.5	-	-106/-126	-	-	-	110/-129	-	-
-11.6	-115 DK	colorado state @ oregon state		home_total	o 30.5	-	-115/-120	-	-	-	103/-120	-	-
-11.6	-150 DK	appalachian state @ marshall		home_total	o 29.5	-	-150/+110	-	-	-	-123/105	-	-
-11.7	109 DK	bowling green @ akron		spread	u -13.5	-	-145/+109	-	-	-	-148/125	-	-
-11.8	-102 DK	western michigan @ ball state		total	u 55.5	-	-130/-102	-	-	-	-134/115	-	-
-11.8	275 DK	western michigan @ ball state		ml	u  	-345/+270	-345/+275	-	-	-	-368/291	-	-
-11.8	107 DK	south alabama @ arkansas state		spread	u -1.5	-	-143/+107	-	-	-	-146/123	-	-
-11.8	107 DK	pittsburgh @ north carolina		total	o 66.0	-	'+107/-143	-	-	-	124/-145	-	-
-11.8	-101 DK	boston college @ virginia		spread	o -2.0	-	-101/-132	-	-	-	115/-136	-	-
-11.9	101 DK	western michigan @ ball state		spread	o -11.0	-	'+101/-134	-	-	-	117/-139	-	-
-11.9	145 DK	smu @ louisville		1h_ml	o  	-	'+145/-175	-	-	-	161/-193	-	-
-11.9	-125 DK	indiana @ northwestern		away_total	u 27.5	-	-115/-125	-	-	-	-113/-104	-	-
-11.9	105 DK	hawaii @ san diego state		total	o 50.5	-	'+105/-140	-	-	-	122/-143	-	-
-11.9	113 DK	east carolina @ charlotte		spread	o -11.0	-	'+113/-151	-	-	-	129/-154	-	-
-11.9	330 DK	colorado state @ oregon state		ml	o  	'+310/-400	'+330/-425	-	-	-	348/-457	-	-
-11.9	115 DK	boston college @ virginia		away_total	u 23.5	-	-160/+115	-	-	-	-155/132	-	-
-12.0	-101 DK	south alabama @ arkansas state		total	u 59.5	-	-132/-101	-	-	-	-136/116	-	-
-12.0	103 DK	south alabama @ arkansas state		spread	u -2.0	-	-137/+103	-	-	-	-141/120	-	-
-12.0	-110 DK	baylor @ iowa state		home_total	o 29.5	-	-110/-125	-	-	-	108/-126	-	-
-12.1	-170 DK	tennessee @ arkansas		home_total	u 23.5	-	'+120/-170	-	-	-	116/-135	-	-
-12.1	113 DK	south alabama @ arkansas state		spread	u -1.0	-	-151/+113	-	-	-	-154/130	-	-
-12.1	-185 DK	rutgers @ nebraska		away_total	u 17.5	-	'+130/-185	-	-	-	124/-146	-	-
-12.1	-105 DK	bowling green @ akron		spread	o -17.0	-	-105/-127	-	-	-	112/-132	-	-
-12.2	275 DK	tennessee @ arkansas		1h_ml	u  	-	-345/+275	-	-	-	-361/278	-	-
-12.2	-120 DK	purdue @ wisconsin		home_total	o 29.5	-	-120/-115	-	-	-	101/-117	-	-
-12.2	-101 DK	james madison @ ul monroe		spread	o -17.0	-	-101/-132	-	-	-	116/-137	-	-
-12.2	103 DK	boston college @ virginia		spread	o -2.5	-	'+103/-138	-	-	-	120/-142	-	-
-12.3	101 DK	usc @ minnesota		spread	o -10.5	-	'+101/-135	-	-	-	118/-140	-	-
-12.3	-175 DK	indiana @ northwestern		home_total	u 14.5	-	'+125/-175	-	-	-	118/-138	-	-
-12.3	-145 DK	baylor @ iowa state		away_total	u 16.5	-	'+105/-145	-	-	-	100/-117	-	-
-12.3	100 DK	army @ tulsa		spread	o -14.0	-	'+100/-133	-	-	-	118/-138	-	-
-12.4	-130 DK	western michigan @ ball state		home_total	u 23.5	-	-105/-130	-	-	-	-110/-106	-	-
-12.4	-150 DK	bowling green @ akron		home_total	u 17.5	-	'+110/-150	-	-	-	103/-120	-	-
-12.5	-195 DK	tulane @ uab		home_total	u 20.5	-	'+140/-195	-	-	-	128/-151	-	-
-12.5	-104 DK	old dominion @ coastal carolina		total	o 53.5	-	-104/-128	-	-	-	114/-134	-	-
-12.6	-140 DK	ucla @ penn state		home_total	o 36.5	-	-140/+100	-	-	-	-113/-104	-	-
-12.6	102 DK	tulane @ uab		spread	o -20.0	-	'+102/-136	-	-	-	120/-142	-	-
-12.6	-103 DK	tennessee @ arkansas		spread	o -14.5	-	-103/-129	-	-	-	116/-135	-	-
