NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Juan Soto	-135	RF	L	2	.305	NYY	v	TEX	14th	15th	h+r+rbi	1.5	0,8,2,1,3,2,4,1,0,2	2.67	62%	60%	53%	83%	.455 5-11, 0 HR, 2 RBI, 2 BB, 4 SO	Eovaldi	R	.500 1-2, 0 HR, 0 RBI, 2 BB, 1 SO	'+100
Harrison Bader	-170	CF	R	9	.262	NYM	@	SEA	30th	27th	h+r+rbi	0.5	4,0,3,0,2,4,3,1,2,0	1.7	61%	70%	59%	40%	.136 3-22, 0 HR, 0 RBI, 0 BB, 0 SO	Gilbert	R		'+125
Steven Kwan	-155	LF	L	1	.327	CLE	@	MIN	16th	25th	h+r+rbi	1.5	0,3,3,2,5,2,0,2,2,0	2.4	61%	70%	56%	54%	.247 18-73, 2 HR, 5 RBI, 3 BB, 7 SO	Richardson	R		'+115
Jared Triolo	-180	2B	R	-	.198	PIT	@	LAD	26th	22nd	h+r+rbi	0.5	0,0,3,3,4,0,0,0,1,0	1.24	60%	40%	72%	80%	.312 5-16, 0 HR, 2 RBI, 2 BB, 7 SO	Ryan	R		'+135
Rafael Devers	-145	3B	L	4	.301	BOS	v	HOU	24th	21st	h+r+rbi	1.5	2,9,4,5,2,2,3,0,1,1	2.57	60%	70%	55%	41%	.143 5-35, 0 HR, 5 RBI, 3 BB, 9 SO	Arrighetti	R		'+110
William Contreras	-150	C	R	4	.288	MIL	v	CIN	20th	6th	h+r+rbi	1.5	0,0,0,3,1,2,9,2,8,2	2.41	60%	60%	54%	58%	.325 25-77, 3 HR, 7 RBI, 7 BB, 13 SO	Martinez	R	.400 2-5, 0 HR, 1 RBI, 0 BB, 1 SO	'+110
Ketel Marte	-130	2B	S	2	.299	ARI	v	PHI	29th	23rd	h+r+rbi	1.5	4,1,6,2,4,3,0,4,1,1	2.58	60%	60%	50%	48%	.314 11-35, 1 HR, 5 RBI, 3 BB, 7 SO	Nola	R	.167 1-6, 1 HR, 3 RBI, 0 BB, 2 SO	-105
Andrew Benintendi	-165	LF	L	6	.214	CHW	v	CHC	25th	19th	h+r+rbi	0.5	3,0,5,1,0,5,2,6,4,6	1.51	59%	80%	72%	91%	.316 6-19, 2 HR, 3 RBI, 4 BB, 1 SO	Steele	L		'+120
Jose Siri	-145	CF	R	5	.203	TB	v	BAL	22nd	20th	h+r+rbi	0.5	1,0,0,1,1,1,2,1,0,0	1.43	59%	60%	60%	59%	.217 10-46, 2 HR, 6 RBI, 4 BB, 22 SO	Burnes	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 2 SO	'+110
Alec Bohm	-145	3B	R	4	.298	PHI	@	ARI	2nd	11th	h+r+rbi	1.5	2,5,3,5,3,2,4,2,1,2	2.3	59%	90%	50%	55%	.326 15-46, 1 HR, 9 RBI, 1 BB, 2 SO	Gallen	R	.000 0-5, 0 HR, 0 RBI, 1 BB, 0 SO	'+105
Cj Abrams	-140	SS	L	1	.249	WSH	v	LAA	11th	9th	h+r+rbi	1.5	2,1,3,4,0,2,0,6,2,1	2.18	59%	60%	42%	33%	.182 2-11, 0 HR, 2 RBI, 0 BB, 3 SO	Canning	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	'+100
Lourdes Gurriel	-120	LF	R	5	.265	ARI	v	PHI	29th	23rd	h+r+rbi	1.5	3,4,3,1,2,0,0,1,0,2	2.1	58%	50%	49%	64%	.333 11-33, 2 HR, 3 RBI, 2 BB, 11 SO	Nola	R	.333 2-6, 0 HR, 1 RBI, 0 BB, 3 SO	-110
Cedric Mullins	-185	CF	L	-	.217	BAL	@	TB	13th	28th	h+r+rbi	0.5	2,2,3,0,1,0,0,0,3,4	1.49	57%	60%	68%	59%	.188 9-48, 1 HR, 3 RBI, 1 BB, 10 SO	Alexander	L		'+135
Freddie Freeman	'+100	1B	L	3	.292	LAD	v	PIT	12th	10th	h+r+rbi	1.5	3,1,1,2,1,0,1,1,6,5	2.31	57%	40%	58%	56%	.378 17-45, 4 HR, 9 RBI, 2 BB, 10 SO	Skenes	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-135
Xander Bogaerts	-125	2B	R	5	.271	SD	@	MIA	4th	14th	h+r+rbi	1.5	4,1,3,0,3,4,2,4,2,0	1.96	57%	70%	55%	67%	.222 6-27, 1 HR, 3 RBI, 1 BB, 4 SO	Munoz	R		-105
Cody Bellinger	-150	CF	L	4	.279	CHC	@	CHW	3rd	7th	h+r+rbi	1.5	2,5,7,5,1,0,1,1,2,7	2.15	57%	60%	51%	71%	.240 6-25, 2 HR, 6 RBI, 3 BB, 6 SO	Flexen	R	.300 3-10, 0 HR, 0 RBI, 0 BB, 2 SO	'+110
Gunnar Henderson	-105	SS	L	3	.280	BAL	@	TB	13th	28th	h+r+rbi	1.5	3,5,3,0,6,8,0,0,0,0	2.5	57%	50%	51%	62%	.293 24-82, 7 HR, 12 RBI, 10 BB, 28 SO	Alexander	L		-125
Kyle Schwarber	-120	DH	L	1	.261	PHI	@	ARI	2nd	11th	h+r+rbi	1.5	1,2,1,3,5,2,5,14,3,0	2.44	57%	70%	45%	50%	.217 10-46, 2 HR, 4 RBI, 10 BB, 12 SO	Gallen	R	.143 1-7, 1 HR, 3 RBI, 1 BB, 3 SO	-115
Anthony Volpe	'+105	SS	R	7	.257	NYY	v	TEX	14th	15th	h+r+rbi	1.5	1,6,3,2,6,6,3,0,2,0	2.1	57%	70%	38%	29%	.150 3-20, 0 HR, 1 RBI, 2 BB, 8 SO	Eovaldi	R	.000 0-6, 0 HR, 0 RBI, 0 BB, 3 SO	-140
Aaron Judge	-130	CF	R	3	.323	NYY	v	TEX	14th	15th	h+r+rbi	1.5	3,7,4,0,5,6,1,1,4,0	2.83	56%	60%	55%	61%	.000 0-2, 0 HR, 0 RBI, 0 BB, 2 SO	Eovaldi	R	.357 10-28, 2 HR, 3 RBI, 2 BB, 6 SO	-105
Bryan Reynolds	-115	LF	S	2	.289	PIT	@	LAD	26th	22nd	h+r+rbi	1.5	1,1,0,5,4,3,0,4,2,3	2.26	56%	60%	50%	61%	.250 11-44, 1 HR, 6 RBI, 2 BB, 11 SO	Ryan	R		-120
Brent Rooker	-140	LF	R	4	.288	OAK	@	TOR	6th	24th	h+r+rbi	1.5	6,4,0,4,0,4,0,2,2,0	2.39	56%	60%	41%	23%	.185 5-27, 1 HR, 1 RBI, 1 BB, 14 SO	Rodriguez	R		'+105
Vinnie Pasquantino	-140	1B	L	3	.264	KC	v	STL	9th	3rd	h+r+rbi	1.5	3,6,8,4,4,1,3,6,4,0	2.19	56%	80%	41%	60%	.318 7-22, 0 HR, 4 RBI, 0 BB, 2 SO	Pallante	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	'+100
Alex Call	-125	RF	R	7	.415	WSH	v	LAA	11th	9th	h+r+rbi	1.5	1,1,0,4,1,0,5,4,3,5	2.33	56%	50%	29%	50%	.294 5-17, 0 HR, 1 RBI, 1 BB, 0 SO	Canning	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 0 SO	-110
Michael Massey	-145	2B	L	1	.265	KC	v	STL	9th	3rd	h+r+rbi	1.5	1,1,3,2,2,0,4,3,3,6	2.03	55%	70%	38%	43%	.346 9-26, 1 HR, 4 RBI, 1 BB, 2 SO	Pallante	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 0 SO	'+110
Geraldo Perdomo	'+140	SS	S	9	.281	ARI	v	PHI	29th	23rd	h+r+rbi	1.5	7,3,2,4,2,1,0,4,3,1	1.94	55%	70%	38%	59%	.353 12-34, 0 HR, 3 RBI, 3 BB, 5 SO	Nola	R	.333 1-3, 0 HR, 1 RBI, 1 BB, 0 SO	-190
Royce Lewis	-115	3B	R	4	.267	MIN	v	CLE	27th	18th	h+r+rbi	1.5	0,0,3,7,0,8,1,4,1,1	2.49	54%	40%	64%	40%	.244 11-45, 4 HR, 14 RBI, 5 BB, 11 SO	Williams	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-115
Nolan Gorman	-170	2B	L	-	.205	STL	@	KC	17th	5th	h+r+rbi	0.5	1,0,0,0,0,0,1,2,0,1	1.62	54%	40%	60%	71%	.136 3-22, 0 HR, 2 RBI, 3 BB, 12 SO	Wacha	R	.250 1-4, 0 HR, 1 RBI, 0 BB, 2 SO	'+125
Corey Seager	-115	SS	L	2	.274	TEX	@	NYY	28th	26th	h+r+rbi	1.5	4,2,0,1,9,1,3,3,4,0	2.16	54%	60%	58%	23%	.231 3-13, 0 HR, 1 RBI, 1 BB, 2 SO	Rodon	L	.667 4-6, 1 HR, 2 RBI, 0 BB, 0 SO	-120
Enrique Hernandez	-190	3B	R	6	.209	LAD	v	PIT	12th	10th	h+r+rbi	0.5	2,1,0,0,2,4,0,1,0,4	1.12	54%	60%	58%	45%	.118 2-17, 1 HR, 3 RBI, 2 BB, 7 SO	Skenes	R		'+135
Miguel Andujar	-160	LF	R	2	.291	OAK	@	TOR	6th	24th	h+r+rbi	1.5	2,1,2,5,1,2,0,2,0,0	2.05	54%	50%	49%	50%	.130 3-23, 0 HR, 0 RBI, 1 BB, 4 SO	Rodriguez	R		'+115
Teoscar Hernandez	'+110	CF	R	2	.269	LAD	v	PIT	12th	10th	h+r+rbi	1.5	5,0,0,5,5,2,4,5,2,3	2.24	54%	80%	49%	38%	.214 6-28, 1 HR, 3 RBI, 2 BB, 7 SO	Skenes	R	.000 0-2, 0 HR, 0 RBI, 1 BB, 0 SO	-150
Jurickson Profar	-130	LF	S	2	.298	SD	@	MIA	4th	14th	h+r+rbi	1.5	1,3,4,0,0,6,4,0,1,3	2.25	54%	50%	40%	36%	.342 13-38, 2 HR, 8 RBI, 5 BB, 5 SO	Munoz	R		-105
Ryan Ohearn	'+115	1B	L	4	.271	BAL	@	TB	13th	28th	h+r+rbi	1.5	3,1,0,1,3,2,0,0,3,4	1.83	54%	50%	37%	55%	.318 21-66, 4 HR, 12 RBI, 2 BB, 17 SO	Alexander	L		-160
Ben Rortvedt	-185	C	L	7	.258	TB	v	BAL	22nd	20th	h+r+rbi	0.5	2,0,5,0,1,0,0,1,3,0	1.32	54%	50%	33%	27%	.176 3-17, 0 HR, 1 RBI, 3 BB, 4 SO	Burnes	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 0 SO	'+135
Francisco Lindor	-105	SS	S	1	.256	NYM	@	SEA	30th	27th	h+r+rbi	1.5	0,1,2,3,2,1,1,5,4,1	2.28	53%	50%	56%	33%	.188 3-16, 1 HR, 2 RBI, 1 BB, 4 SO	Gilbert	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 0 SO	-130
Bryce Harper	-120	1B	L	3	.276	PHI	@	ARI	2nd	11th	h+r+rbi	1.5	0,0,0,1,6,1,2,0,4,3	2.39	53%	40%	55%	63%	.396 19-48, 2 HR, 9 RBI, 8 BB, 9 SO	Gallen	R	.333 4-12, 0 HR, 0 RBI, 1 BB, 3 SO	-115
Pete Alonso	'+105	1B	R	4	.244	NYM	@	SEA	30th	27th	h+r+rbi	1.5	0,0,4,1,0,2,2,2,9,0	2.05	53%	50%	52%	57%	.294 5-17, 2 HR, 4 RBI, 0 BB, 6 SO	Gilbert	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 1 SO	-145
Nico Hoerner	-135	2B	R	6	.254	CHC	@	CHW	3rd	7th	h+r+rbi	1.5	1,5,3,2,3,2,0,4,0,4	1.84	53%	70%	51%	53%	.375 9-24, 2 HR, 5 RBI, 3 BB, 5 SO	Flexen	R	.375 3-8, 0 HR, 1 RBI, 1 BB, 0 SO	'+100
Salvador Perez	-155	C	R	4	.280	KC	v	STL	9th	3rd	h+r+rbi	1.5	0,5,1,8,1,0,1,2,1,2	2.11	53%	40%	50%	62%	.393 11-28, 3 HR, 9 RBI, 0 BB, 6 SO	Pallante	R	.500 2-4, 1 HR, 2 RBI, 0 BB, 1 SO	'+115
Yandy Diaz	-120	1B	R	1	.272	TB	v	BAL	22nd	20th	h+r+rbi	1.5	0,5,1,3,5,1,1,1,3,0	1.97	53%	40%	50%	47%	.271 23-85, 1 HR, 10 RBI, 8 BB, 17 SO	Burnes	R	.667 2-3, 0 HR, 0 RBI, 0 BB, 0 SO	-110
Brendan Rodgers	-135	2B	R	5	.275	COL	v	ATL	23rd	16th	h+r+rbi	1.5	0,2,1,3,6,0,5,2,2,2	1.87	53%	70%	50%	62%	.255 14-55, 2 HR, 8 RBI, 2 BB, 13 SO	Fried	L	.167 1-6, 0 HR, 0 RBI, 0 BB, 0 SO	'+100
Willson Contreras	-120	C	R	3	.261	STL	@	KC	17th	5th	h+r+rbi	1.5	2,0,0,2,1,0,0,4,1,9	2.01	53%	40%	45%	46%	.385 10-26, 3 HR, 11 RBI, 3 BB, 9 SO	Wacha	R	.267 4-15, 2 HR, 4 RBI, 3 BB, 3 SO	-115
Jackson Chourio	-150	RF	R	2	.271	MIL	v	CIN	20th	6th	h+r+rbi	1.5	5,1,3,2,4,2,3,4,10,1	1.97	53%	80%	0%	50%	.211 4-19, 0 HR, 4 RBI, 5 BB, 7 SO	Martinez	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	'+110
Mitch Garver	-165	DH	R	7	.169	SEA	v	NYM	21st	13th	h+r+rbi	0.5	5,0,0,0,0,0,0,1,1,1	1.29	52%	40%	61%	80%	.111 1-9, 1 HR, 1 RBI, 4 BB, 4 SO	Manaea	L	.167 1-6, 0 HR, 0 RBI, 0 BB, 2 SO	'+120
Marcus Semien	-105	2B	R	3	.245	TEX	@	NYY	28th	26th	h+r+rbi	1.5	1,2,0,3,4,1,0,1,0,4	2.14	52%	40%	54%	59%	.267 8-30, 0 HR, 1 RBI, 2 BB, 4 SO	Rodon	L	.231 3-13, 1 HR, 2 RBI, 0 BB, 2 SO	-125
Ezequiel Tovar	-125	SS	R	2	.279	COL	v	ATL	23rd	16th	h+r+rbi	1.5	6,2,0,2,0,0,2,3,2,0	2.17	52%	60%	53%	50%	.242 8-33, 1 HR, 4 RBI, 0 BB, 13 SO	Fried	L		-105
Will Smith	'+110	C	R	4	.247	LAD	v	PIT	12th	10th	h+r+rbi	1.5	1,0,0,3,0,0,3,0,1,5	2.15	52%	30%	51%	38%	.300 6-20, 0 HR, 4 RBI, 4 BB, 4 SO	Skenes	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 1 SO	-145
Jake Bauers	-160	1B	L	6	.210	MIL	v	CIN	20th	6th	h+r+rbi	0.5	1,6,1,0,0,1,0,0,5,2	1.33	52%	60%	50%	50%	.087 2-23, 0 HR, 2 RBI, 1 BB, 12 SO	Martinez	R	.000 0-1, 0 HR, 0 RBI, 0 BB, 1 SO	'+115
Anthony Santander	-105	RF	S	2	.245	BAL	@	TB	13th	28th	h+r+rbi	1.5	5,4,3,1,4,3,0,7,1,0	2.27	52%	60%	47%	46%	.188 16-85, 4 HR, 8 RBI, 5 BB, 31 SO	Alexander	L		-125
Josh Naylor	-145	1B	L	4	.243	CLE	@	MIN	16th	25th	h+r+rbi	1.5	3,5,6,1,5,2,1,3,5,0	2.3	52%	70%	45%	37%	.185 10-54, 1 HR, 6 RBI, 2 BB, 11 SO	Richardson	R	.000 0-1, 0 HR, 0 RBI, 0 BB, 0 SO	'+105
Jason Heyward	-155	RF	L	7	.210	LAD	v	PIT	12th	10th	h+r+rbi	0.5	2,2,1,0,4,2,2,0,1,2	1.44	51%	80%	66%	69%	.321 9-28, 0 HR, 2 RBI, 5 BB, 7 SO	Skenes	R	.500 1-2, 0 HR, 0 RBI, 0 BB, 0 SO	'+115
Manny Machado	-155	3B	R	4	.270	SD	@	MIA	4th	14th	h+r+rbi	1.5	2,6,2,4,3,4,0,4,4,6	2.18	51%	90%	55%	67%	.320 8-25, 1 HR, 5 RBI, 3 BB, 6 SO	Munoz	R		'+115
Maikel Garcia	-120	3B	R	8	.238	KC	v	STL	9th	3rd	h+r+rbi	1.5	1,4,2,2,0,1,3,0,2,5	1.99	51%	60%	54%	60%	.385 5-13, 0 HR, 1 RBI, 1 BB, 4 SO	Pallante	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-115
Stuart Fairchild	-135	CF	R	-	.222	CIN	@	MIL	19th	30th	h+r+rbi	0.5	2,2,1,0,0,3,0,0,2,4	1.23	51%	60%	48%	57%	.120 3-25, 2 HR, 4 RBI, 3 BB, 7 SO	Myers	R		'+100
Connor Wong	-105	C	R	5	.293	BOS	v	HOU	24th	21st	h+r+rbi	1.5	3,4,0,8,2,2,5,2,0,0	1.99	51%	70%	36%	50%	.280 7-25, 1 HR, 4 RBI, 2 BB, 7 SO	Arrighetti	R		-130
Mark Vientos	'+135	3B	R	6	.277	NYM	@	SEA	30th	27th	h+r+rbi	1.5	1,3,3,4,1,1,0,0,4,1	2.14	51%	40%	32%	50%	.429 3-7, 1 HR, 1 RBI, 1 BB, 0 SO	Gilbert	R		-185
Josh Smith	'+120	3B	L	1	.272	TEX	@	NYY	28th	26th	h+r+rbi	1.5	4,3,0,2,0,4,0,4,1,0	1.84	51%	50%	25%	0%	.000 0-5, 0 HR, 0 RBI, 0 BB, 2 SO	Rodon	L		-160
Robbie Grossman	-170	RF	S	8	.244	TEX	@	NYY	28th	26th	h+r+rbi	0.5	3,2,3,1,0,1,0,0,0,0	1.15	51%	50%	0%	0%		Rodon	L	.263 5-19, 1 HR, 3 RBI, 6 BB, 6 SO	'+125
Corbin Carroll	-125	CF	L	1	.215	ARI	v	PHI	29th	23rd	h+r+rbi	1.5	3,3,2,0,4,1,2,5,0,2	1.84	50%	70%	56%	50%	.222 8-36, 1 HR, 3 RBI, 3 BB, 8 SO	Nola	R	.167 1-6, 0 HR, 1 RBI, 0 BB, 1 SO	-110
Nick Castellanos	-115	RF	R	7	.244	PHI	@	ARI	2nd	11th	h+r+rbi	1.5	0,5,1,0,0,3,4,4,2,1	1.91	50%	50%	53%	61%	.283 13-46, 2 HR, 11 RBI, 6 BB, 12 SO	Gallen	R	.250 1-4, 0 HR, 0 RBI, 1 BB, 1 SO	-115
Andrew Vaughn	-115	1B	R	4	.235	CHW	v	CHC	25th	19th	h+r+rbi	1.5	2,3,4,0,0,7,2,2,2,3	1.79	50%	80%	48%	57%	.250 7-28, 1 HR, 3 RBI, 2 BB, 6 SO	Steele	L		-120
Jake Cronenworth	-145	1B	L	3	.248	SD	@	MIA	4th	14th	h+r+rbi	1.5	0,2,0,1,2,4,1,0,0,3	1.99	50%	40%	47%	27%	.125 5-40, 0 HR, 3 RBI, 1 BB, 14 SO	Munoz	R		'+110
Willy Adames	-140	SS	R	5	.252	MIL	v	CIN	20th	6th	h+r+rbi	1.5	8,1,0,3,0,0,10,2,5,5	2.22	50%	60%	47%	55%	.185 12-65, 5 HR, 13 RBI, 5 BB, 19 SO	Martinez	R	.000 0-3, 0 HR, 0 RBI, 2 BB, 0 SO	'+100
Jackson Merrill	-165	CF	L	6	.293	SD	@	MIA	4th	14th	h+r+rbi	1.5	2,3,4,0,1,3,2,10,3,6	2.08	50%	80%	0%	25%	.455 5-11, 1 HR, 2 RBI, 1 BB, 0 SO	Munoz	R		'+120
James Wood	-110	CF	L	5	.262	WSH	v	LAA	11th	9th	h+r+rbi	1.5	0,3,1,3,5,2,8,0,2,1	2.18	50%	60%	0%	0%	.250 1-4, 0 HR, 0 RBI, 0 BB, 1 SO	Canning	R		-125
Whit Merrifield	-155	LF	R	9	.269	ATL	@	COL	1st	1st	h+r+rbi	1.5	0,2,0,2,1,0,1,2,3,2	1.3	50%	50%	0%	100%	.333 1-3, 0 HR, 1 RBI, 0 BB, 1 SO	Hudson	R	.333 4-12, 0 HR, 0 RBI, 0 BB, 2 SO	'+115
Nolan Arenado	-125	3B	R	6	.261	STL	@	KC	17th	5th	h+r+rbi	1.5	4,3,1,4,1,1,1,4,6,0	1.87	49%	50%	56%	75%	.259 7-27, 1 HR, 3 RBI, 2 BB, 0 SO	Wacha	R	.471 8-17, 4 HR, 6 RBI, 2 BB, 2 SO	-110
Spencer Steer	-120	LF	R	3	.232	CIN	@	MIL	19th	30th	h+r+rbi	1.5	2,2,0,0,2,0,0,1,4,4	1.96	49%	50%	53%	33%	.188 12-64, 2 HR, 7 RBI, 7 BB, 16 SO	Myers	R		-110
Kebryan Hayes	'+115	3B	R	7	.246	PIT	@	LAD	26th	22nd	h+r+rbi	1.5	3,1,2,2,3,0,1,4,2,1	1.62	49%	60%	53%	45%	.320 8-25, 0 HR, 3 RBI, 5 BB, 5 SO	Ryan	R		-155
Rhys Hoskins	-115	1B	R	7	.227	MIL	v	CIN	20th	6th	h+r+rbi	1.5	3,4,1,2,3,3,1,3,4,2	1.89	49%	80%	51%	41%	.221 25-113, 9 HR, 26 RBI, 11 BB, 35 SO	Martinez	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	-120
Gleyber Torres	-105	2B	R	5	.235	NYY	v	TEX	14th	15th	h+r+rbi	1.5	3,4,2,1,0,1,2,2,2,1	1.7	49%	60%	50%	44%	.115 3-26, 1 HR, 1 RBI, 1 BB, 2 SO	Eovaldi	R	.205 8-39, 0 HR, 1 RBI, 2 BB, 8 SO	-135
Freddy Fermin	-115	C	R	7	.298	KC	v	STL	9th	3rd	h+r+rbi	1.5	3,1,0,8,3,3,0,1,2,0	1.73	49%	50%	45%	40%	.188 3-16, 0 HR, 1 RBI, 0 BB, 4 SO	Pallante	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 1 SO	-120
Byron Buxton	-105	CF	R	3	.276	MIN	v	CLE	27th	18th	h+r+rbi	1.5	5,0,3,0,4,5,0,3,0,1	2.06	49%	50%	43%	28%	.077 2-26, 0 HR, 1 RBI, 3 BB, 10 SO	Williams	R		-125
Trevor Larnach	-105	LF	L	2	.250	MIN	v	CLE	27th	18th	h+r+rbi	1.5	2,3,0,0,3,4,3,2,1,3	1.76	49%	70%	43%	27%	.121 4-33, 0 HR, 2 RBI, 7 BB, 8 SO	Williams	R		-130
Brenton Doyle	-130	CF	R	3	.261	COL	v	ATL	23rd	16th	h+r+rbi	1.5	0,3,0,2,0,3,1,0,1,6	2.04	49%	40%	37%	29%	.167 4-24, 1 HR, 3 RBI, 2 BB, 10 SO	Fried	L		'+100
Alec Burleson	-130	RF	L	2	.276	STL	@	KC	17th	5th	h+r+rbi	1.5	4,4,1,4,0,1,0,5,0,6	2.13	49%	50%	33%	50%	.250 6-24, 2 HR, 4 RBI, 0 BB, 2 SO	Wacha	R	.333 1-3, 0 HR, 1 RBI, 0 BB, 0 SO	-105
