NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Nathan Eovaldi	+0	SP	R	-	.223	TEX	@	NYY	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	14.2 IP 13 K, 7 H, 2 BB	Rodon	L		-800
Osvaldo Bido	+0	RP	R	-	0	OAK	@	TOR	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%		Rodriguez	R		-525
Matt Waldron	+0	SP	R	-	.231	SD	@	MIA	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	7.0 IP 8 K, 0 H, 0 BB	Munoz	R		-215
Spencer Arrighetti	+0	SP	R	-	.262	HOU	@	BOS	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%		Keller	R		-145
Griffin Canning	+0	SP	R	-	.265	LAA	@	WSH	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	5.0 IP 4 K, 5 H, 0 BB	Corbin	L		-320
Andre Pallante	+0	RP	R	-	.259	STL	@	KC	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	8.1 IP 5 K, 3 H, 1 BB	Wacha	R		-310
Nick Martinez	+0	RP	R	-	.253	CIN	@	MIL	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	10.0 IP 7 K, 9 H, 4 BB	Myers	R		-475
Gavin Williams	+0	SP	R	-	.273	CLE	@	MIN	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	6.0 IP 4 K, 1 H, 5 BB	Richardson	R		-185
Justin Steele	+0	SP	L	-	.220	CHC	@	CHW	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%		Flexen	R		-310
Corbin Burnes	+0	SP	R	-	.219	BAL	@	TB	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	7.0 IP 6 K, 0 H, 0 BB	Alexander	L		-425
Aaron Nola	+0	SP	R	-	.230	PHI	@	ARI	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	6.2 IP 9 K, 6 H, 1 BB	Gallen	R		-450
Max Fried	+0	SP	L	-	.229	ATL	@	COL	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	26.3 IP 21 K, 24 H, 6 BB	Hudson	R		-170
Paul Skenes	+0	SP	R	-	.202	PIT	@	LAD	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	5.0 IP 8 K, 0 H, 0 BB	Ryan	R		-450
Sean Manaea	+0	SP	L	-	.217	NYM	@	SEA	-	-	first_strikeout_thrown	0		0.0	0%	0%	0%	0%	2.0 IP 2 K, 4 H, 0 BB	Gilbert	R		-650
