NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Elly De La Cruz	'+170	SS	S	2	.267	CIN	@	MIL	12th	12th	sb	0.5	0,0,0,0,2,0,1,0,1,0	0.52	36%	30%	31%	31%	.258 16-62, 5 HR, 9 RBI, 5 BB, 19 SO	Myers	R		-235
Xavier Edwards	'+180	SS	S	1	.364	MIA	v	SD	4th	15th	sb	0.5	0,0,2,0,0,1,0,0,1,0	0.36	28%	30%	11%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 0 SO	Waldron	R		-255
Pete Crow Armstrong	'+230	CF	L	8	.215	CHC	@	CHW	26th	1st	sb	0.5	0,1,0,1,0,0,0,0,1,1	0.29	27%	40%	0%	50%	.429 3-7, 0 HR, 0 RBI, 0 BB, 1 SO	Flexen	R	.000 0-4, 0 HR, 1 RBI, 0 BB, 0 SO	-330
Brice Turang	'+160	2B	L	1	.259	MIL	v	CIN	20th	11th	sb	0.5	0,1,0,0,0,0,0,1,0,0	0.3	25%	20%	18%	17%	.193 11-57, 2 HR, 8 RBI, 7 BB, 9 SO	Martinez	R	.000 0-5, 0 HR, 0 RBI, 0 BB, 2 SO	-220
David Hamilton	'+240	SS	L	8	.257	BOS	v	HOU	21st	9th	sb	0.5	0,1,0,0,0,2,0,0,0,0	0.34	24%	20%	14%	0%	.167 1-6, 0 HR, 2 RBI, 1 BB, 0 SO	Arrighetti	R		-350
Luis Robert	'+380	CF	R	3	.203	CHW	v	CHC	15th	13th	sb	0.5	0,1,1,0,0,0,0,2,0,0	0.27	23%	30%	10%	6%	.233 7-30, 2 HR, 3 RBI, 2 BB, 11 SO	Steele	L		-650
Ji Hwan Bae	'+310	CF	L	8	.191	PIT	@	LAD	11th	5th	sb	0.5	0,1,0,0,0,0,0,0,1,0	0.22	22%	20%	17%	67%	.625 5-8, 0 HR, 1 RBI, 0 BB, 2 SO	Ryan	R		-500
Shohei Ohtani	'+475	DH	L	1	.304	LAD	v	PIT	18th	14th	sb	0.5	1,1,0,0,3,0,1,0,0,0	0.27	22%	40%	11%	10%	.222 6-27, 3 HR, 5 RBI, 4 BB, 14 SO	Skenes	R	.667 2-3, 1 HR, 2 RBI, 0 BB, 1 SO	-900
Alex Call	'+600	RF	R	7	.415	WSH	v	LAA	16th	27th	sb	0.5	0,1,0,1,0,0,0,0,1,0	0.22	22%	30%	7%	0%	.294 5-17, 0 HR, 1 RBI, 1 BB, 0 SO	Canning	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 0 SO	-1400
Victor Robles	'+220	CF	R	1	.310	SEA	v	NYM	25th	4th	sb	0.5	0,0,1,1,0,0,0,0,0,1	0.28	22%	30%	0%	100%	.000 0-3, 0 HR, 0 RBI, 1 BB, 1 SO	Manaea	L	.000 0-3, 0 HR, 0 RBI, 0 BB, 0 SO	-320
Johan Rojas	'+275	CF	R	9	.241	PHI	@	ARI	2nd	29th	sb	0.5	0,0,0,0,0,0,0,1,0,0	0.22	20%	10%	24%	0%	.286 2-7, 0 HR, 1 RBI, 1 BB, 1 SO	Gallen	R		-425
Jazz Chisholm	'+370	3B	L	6	.262	NYY	v	TEX	22nd	26th	sb	0.5	1,0,0,0,0,0,1,0,0,0	0.2	20%	20%	0%	0%		Eovaldi	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	-650
Whit Merrifield	'+450	LF	R	9	.269	ATL	@	COL	17th	23rd	sb	0.5	1,1,0,0,0,0,0,0,0,0	0.2	20%	20%	0%	0%	.333 1-3, 0 HR, 1 RBI, 0 BB, 1 SO	Hudson	R	.333 4-12, 0 HR, 0 RBI, 0 BB, 2 SO	-800
Bobby Witt	'+205	SS	R	2	.344	KC	v	STL	29th	24th	sb	0.5	0,1,0,1,0,0,0,0,0,0	0.21	19%	20%	21%	18%	.276 8-29, 2 HR, 6 RBI, 1 BB, 6 SO	Pallante	R	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	-290
Maikel Garcia	'+210	3B	R	8	.238	KC	v	STL	29th	24th	sb	0.5	0,1,2,0,0,0,0,0,0,0	0.24	19%	20%	14%	0%	.385 5-13, 0 HR, 1 RBI, 1 BB, 4 SO	Pallante	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-300
Jose Ramirez	'+300	3B	S	3	.279	CLE	@	MIN	8th	25th	sb	0.5	0,0,0,0,2,2,0,1,0,0	0.22	19%	30%	14%	12%	.200 16-80, 2 HR, 8 RBI, 4 BB, 7 SO	Richardson	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-475
Bryson Stott	'+330	2B	L	8	.237	PHI	@	ARI	2nd	29th	sb	0.5	0,0,0,0,0,0,0,0,0,0	0.22	19%	0%	14%	6%	.333 13-39, 3 HR, 6 RBI, 2 BB, 8 SO	Gallen	R	.333 2-6, 0 HR, 0 RBI, 0 BB, 1 SO	-525
Jarren Duran	'+225	LF	L	1	.293	BOS	v	HOU	21st	9th	sb	0.5	1,0,0,1,0,2,1,0,0,1	0.25	19%	50%	13%	25%	.250 4-16, 1 HR, 3 RBI, 1 BB, 4 SO	Arrighetti	R		-330
Francisco Lindor	'+370	SS	S	1	.256	NYM	@	SEA	13th	16th	sb	0.5	0,0,0,0,1,0,0,1,0,0	0.21	19%	20%	12%	10%	.188 3-16, 1 HR, 2 RBI, 1 BB, 4 SO	Gilbert	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 0 SO	-650
Dylan Moore	'+320	SS	R	6	.207	SEA	v	NYM	25th	4th	sb	0.5	0,1,0,0,0,0,0,0,0,0	0.21	18%	10%	15%	0%	.250 2-8, 0 HR, 0 RBI, 0 BB, 3 SO	Manaea	L	.300 3-10, 0 HR, 0 RBI, 0 BB, 4 SO	-500
Jacob Young	'+320	CF	R	9	.245	WSH	v	LAA	16th	27th	sb	0.5	0,0,0,0,0,0,0,0,0,0	0.25	17%	0%	30%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	Canning	R		-500
Corbin Carroll	'+310	CF	L	1	.215	ARI	v	PHI	7th	19th	sb	0.5	0,0,0,0,0,0,1,0,0,0	0.19	17%	10%	23%	14%	.222 8-36, 1 HR, 3 RBI, 3 BB, 8 SO	Nola	R	.167 1-6, 0 HR, 1 RBI, 0 BB, 1 SO	-500
Nico Hoerner	'+390	2B	R	6	.254	CHC	@	CHW	26th	1st	sb	0.5	0,1,1,0,1,0,0,1,0,0	0.18	17%	40%	17%	24%	.375 9-24, 2 HR, 5 RBI, 3 BB, 5 SO	Flexen	R	.375 3-8, 0 HR, 1 RBI, 1 BB, 0 SO	-650
Ha Seong Kim	'+450	SS	R	8	.223	SD	@	MIA	28th	8th	sb	0.5	0,1,0,0,0,0,0,1,0,0	0.19	17%	20%	11%	19%	.250 9-36, 2 HR, 6 RBI, 4 BB, 5 SO	Munoz	R		-900
Luis Garcia	'+550	2B	L	3	.293	WSH	v	LAA	16th	27th	sb	0.5	0,0,1,1,0,1,0,0,1,0	0.19	17%	40%	4%	0%	.286 2-7, 0 HR, 1 RBI, 1 BB, 0 SO	Canning	R	.000 0-2, 0 HR, 1 RBI, 0 BB, 0 SO	-1200
Nick Sogard	'+850	3B	S	7	.318	BOS	v	HOU	21st	9th	sb	0.5	0,0,0,0,0,1	0.17	17%	17%	0%	100%	.667 2-3, 0 HR, 0 RBI, 1 BB, 1 SO	Arrighetti	R		-3000
Trea Turner	'+330	SS	R	2	.302	PHI	@	ARI	2nd	29th	sb	0.5	0,0,0,0,0,0,0,0,0,0	0.17	16%	0%	22%	27%	.235 12-51, 2 HR, 9 RBI, 6 BB, 8 SO	Gallen	R	.222 4-18, 1 HR, 1 RBI, 2 BB, 6 SO	-525
Andres Gimenez	'+330	2B	L	6	.257	CLE	@	MIN	8th	25th	sb	0.5	0,0,0,0,0,0,0,0,0,1	0.16	16%	10%	16%	12%	.288 21-73, 1 HR, 7 RBI, 5 BB, 11 SO	Richardson	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 0 SO	-525
Cedric Mullins	'+450	CF	L	-	.217	BAL	@	TB	22nd	22nd	sb	0.5	0,1,1,0,0,0,0,0,0,0	0.18	16%	20%	15%	17%	.188 9-48, 1 HR, 3 RBI, 1 BB, 10 SO	Alexander	L		-800
Taylor Walls	'+300	SS	S	9	.157	TB	v	BAL	10th	28th	sb	0.5	0,0,0,0,0,1,0,0,0,1	0.16	16%	20%	11%	6%	.222 8-36, 1 HR, 1 RBI, 5 BB, 11 SO	Burnes	R		-475
