NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Royce Lewis	'+350	3B	R	4	.267	MIN	v	CLE	24th	1st	hr	0.5	0,0,0,1,0,1,0,1,0,0	0.38	38%	30%	29%	33%	.244 11-45, 4 HR, 14 RBI, 5 BB, 11 SO	Williams	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-550
Aaron Judge	'+275	CF	R	3	.323	NYY	v	TEX	25th	15th	hr	0.5	0,2,0,0,1,1,0,0,0,0	0.36	33%	30%	26%	29%	.000 0-2, 0 HR, 0 RBI, 0 BB, 2 SO	Eovaldi	R	.357 10-28, 2 HR, 3 RBI, 2 BB, 6 SO	-425
Dylan Carlson	'+1200	RF		-	.278	TB	v	BAL	7th	5th	hr	0.5	0,1,0,0,0,1	0.33	33%	33%	0%	100%	.250 1-4, 1 HR, 1 RBI, 0 BB, 1 SO	Burnes	R	.133 2-15, 1 HR, 2 RBI, 1 BB, 6 SO	-3000
Jazz Chisholm	'+450	3B	L	6	.262	NYY	v	TEX	25th	15th	hr	0.5	0,2,2,0,0,0,0,0,0,1	0.5	30%	30%	0%	0%		Eovaldi	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	-700
Shohei Ohtani	'+245	DH	L	1	.304	LAD	v	PIT	8th	8th	hr	0.5	0,0,0,1,0,0,1,0,0,1	0.31	29%	30%	22%	30%	.222 6-27, 3 HR, 5 RBI, 4 BB, 14 SO	Skenes	R	.667 2-3, 1 HR, 2 RBI, 0 BB, 1 SO	-360
Anthony Santander	'+400	RF	S	2	.245	BAL	@	TB	26th	4th	hr	0.5	1,0,1,0,0,0,0,2,0,0	0.31	28%	30%	16%	14%	.188 16-85, 4 HR, 8 RBI, 5 BB, 31 SO	Alexander	L		-650
Marcell Ozuna	'+240	DH	R	3	.298	ATL	@	COL	28th	29th	hr	0.5	0,0,0,0,1,0,0,0,1,1	0.3	26%	30%	17%	22%	.276 8-29, 3 HR, 6 RBI, 5 BB, 5 SO	Hudson	R	.600 3-5, 0 HR, 1 RBI, 0 BB, 1 SO	-350
Brent Rooker	'+300	LF	R	4	.288	OAK	@	TOR	30th	18th	hr	0.5	0,1,0,1,0,1,0,0,0,0	0.27	25%	30%	18%	15%	.185 5-27, 1 HR, 1 RBI, 1 BB, 14 SO	Rodriguez	R		-475
Josh Jung	'+425	3B	R	4	.283	TEX	@	NYY	19th	17th	hr	0.5	0,1,0,0,0,0,1,0,0,0	0.25	25%	20%	16%	10%	.217 5-23, 1 HR, 5 RBI, 2 BB, 9 SO	Rodon	L		-700
Jose Ramirez	'+500	3B	S	3	.279	CLE	@	MIN	18th	16th	hr	0.5	1,1,0,1,0,0,1,0,0,0	0.27	25%	40%	15%	13%	.200 16-80, 2 HR, 8 RBI, 4 BB, 7 SO	Richardson	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-900
Christopher Morel	'+475	3B	R	3	.138	TB	v	BAL	7th	5th	hr	0.5	1,1,0,0,0,0,0,0	0.25	25%	25%	0%	0%	.250 1-4, 0 HR, 0 RBI, 0 BB, 0 SO	Burnes	R	.286 2-7, 1 HR, 1 RBI, 1 BB, 4 SO	-800
Josh Bell	'+500	1B	S	4	.242	ARI	v	PHI	4th	6th	hr	0.5	2,0,0,0,2,0,0,0	0.5	25%	25%	0%	0%	.143 1-7, 0 HR, 0 RBI, 1 BB, 2 SO	Nola	R	.179 5-28, 1 HR, 4 RBI, 1 BB, 4 SO	-900
Gunnar Henderson	'+600	SS	L	3	.280	BAL	@	TB	26th	4th	hr	0.5	0,0,0,0,0,1,0,0,0,0	0.25	24%	10%	17%	33%	.293 24-82, 7 HR, 12 RBI, 10 BB, 28 SO	Alexander	L		-1100
Kyle Higashioka	'+700	C	R	9	.230	SD	@	MIA	15th	12th	hr	0.5	1,0,0,0,0,0,1,1,0,0	0.26	24%	30%	12%	0%	.444 4-9, 0 HR, 2 RBI, 2 BB, 4 SO	Munoz	R		-1400
Ketel Marte	'+450	2B	S	2	.299	ARI	v	PHI	4th	6th	hr	0.5	0,0,2,0,1,1,0,1,0,0	0.26	24%	40%	10%	12%	.314 11-35, 1 HR, 5 RBI, 3 BB, 7 SO	Nola	R	.167 1-6, 1 HR, 3 RBI, 0 BB, 2 SO	-750
Michael Toglia	'+500	1B	S	7	.206	COL	v	ATL	2nd	13th	hr	0.5	0,0,1,0,0,0,0,0,0,0	0.27	24%	10%	8%	14%	.143 2-14, 0 HR, 0 RBI, 1 BB, 3 SO	Fried	L	.000 0-2, 0 HR, 0 RBI, 0 BB, 0 SO	-900
Rafael Devers	'+270	3B	L	4	.301	BOS	v	HOU	22nd	22nd	hr	0.5	0,1,0,1,0,0,0,0,0,0	0.25	23%	20%	19%	9%	.143 5-35, 0 HR, 5 RBI, 3 BB, 9 SO	Arrighetti	R		-400
Bryce Harper	'+475	1B	L	3	.276	PHI	@	ARI	9th	19th	hr	0.5	0,0,0,0,1,0,0,0,0,1	0.26	23%	20%	19%	12%	.396 19-48, 2 HR, 9 RBI, 8 BB, 9 SO	Gallen	R	.333 4-12, 0 HR, 0 RBI, 1 BB, 3 SO	-750
Mark Vientos	'+450	3B	R	6	.277	NYM	@	SEA	3rd	10th	hr	0.5	0,0,1,1,0,0,0,0,1,0	0.25	23%	30%	11%	50%	.429 3-7, 1 HR, 1 RBI, 1 BB, 0 SO	Gilbert	R		-750
Corey Seager	'+310	SS	L	2	.274	TEX	@	NYY	19th	17th	hr	0.5	0,0,0,0,2,0,1,1,1,0	0.24	22%	40%	17%	0%	.231 3-13, 0 HR, 1 RBI, 1 BB, 2 SO	Rodon	L	.667 4-6, 1 HR, 2 RBI, 0 BB, 0 SO	-475
Josh Naylor	'+475	1B	L	4	.243	CLE	@	MIN	18th	16th	hr	0.5	1,0,0,0,1,0,0,1,1,0	0.24	22%	40%	11%	12%	.185 10-54, 1 HR, 6 RBI, 2 BB, 11 SO	Richardson	R	.000 0-1, 0 HR, 0 RBI, 0 BB, 0 SO	-800
Ty France	'+500	1B	R	7	.267	CIN	@	MIL	27th	20th	hr	0.5	0,0,0,0,1,1,0,0,0	0.22	22%	22%	0%	0%	.500 2-4, 0 HR, 0 RBI, 0 BB, 0 SO	Myers	R		-900
Rhys Hoskins	'+285	1B	R	7	.227	MIL	v	CIN	16th	28th	hr	0.5	0,1,0,0,0,1,0,0,0,0	0.21	21%	20%	20%	21%	.221 25-113, 9 HR, 26 RBI, 11 BB, 35 SO	Martinez	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	-425
Brandon Lowe	'+550	2B	L	2	.262	TB	v	BAL	7th	5th	hr	0.5	0,0,0,0,0,0,1,0,1,0	0.21	21%	20%	19%	20%	.136 8-59, 2 HR, 6 RBI, 8 BB, 18 SO	Burnes	R	.000 0-2, 0 HR, 0 RBI, 1 BB, 1 SO	-1000
Juan Soto	'+295	RF	L	2	.305	NYY	v	TEX	25th	15th	hr	0.5	0,0,0,0,0,0,1,0,0,0	0.25	21%	10%	18%	0%	.455 5-11, 0 HR, 2 RBI, 2 BB, 4 SO	Eovaldi	R	.500 1-2, 0 HR, 0 RBI, 2 BB, 1 SO	-450
Jackson Holliday	'+950	2B	L	8	.167	BAL	@	TB	26th	4th	hr	0.5	0,1,0,0,0,1,1,1,0,0	0.21	21%	40%	0%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	Alexander	L		-2000
