NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Nick Sogard	-155	3B	S	7	.318	BOS	v	HOU	6th	14th	tb	0.5	1,1,2,1,0,3	1.33	83%	83%	0%	100%	.667 2-3, 0 HR, 0 RBI, 1 BB, 1 SO	Arrighetti	R		'+110
Dylan Carlson	-125	RF		-	.278	TB	v	BAL	9th	21st	tb	0.5	0,4,2,1,1,4	2.0	83%	83%	0%	100%	.250 1-4, 1 HR, 1 RBI, 0 BB, 1 SO	Burnes	R	.133 2-15, 1 HR, 2 RBI, 1 BB, 6 SO	-110
Jazz Chisholm	-155	3B	L	6	.262	NYY	v	TEX	13th	19th	tb	0.5	1,8,9,1,0,1,1,2,0,4	2.7	80%	80%	0%	0%		Eovaldi	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	'+110
Anthony Volpe	-205	SS	R	7	.257	NYY	v	TEX	13th	19th	tb	0.5	1,5,3,1,7,5,1,0,2,0	1.67	73%	80%	56%	43%	.150 3-20, 0 HR, 1 RBI, 2 BB, 8 SO	Eovaldi	R	.000 0-6, 0 HR, 0 RBI, 0 BB, 3 SO	'+145
James Wood	-175	CF	L	5	.262	WSH	v	LAA	16th	8th	tb	0.5	0,2,1,1,4,1,7,0,1,1	1.5	71%	80%	0%	100%	.250 1-4, 0 HR, 0 RBI, 0 BB, 1 SO	Canning	R		'+125
Bryan De La Cruz	-190	LF	R	6	.133	PIT	@	LAD	14th	18th	tb	0.5	2,1,0,1,0,1,1	0.86	71%	71%	0%	100%	.000 0-3, 0 HR, 0 RBI, 1 BB, 2 SO	Ryan	R		'+135
Teoscar Hernandez	-185	CF	R	2	.269	LAD	v	PIT	20th	11th	tb	0.5	5,0,0,5,3,1,4,5,1,1	1.76	70%	80%	64%	69%	.214 6-28, 1 HR, 3 RBI, 2 BB, 7 SO	Skenes	R	.000 0-2, 0 HR, 0 RBI, 1 BB, 0 SO	'+130
Connor Wong	-195	C	R	5	.293	BOS	v	HOU	6th	14th	tb	0.5	4,3,0,4,1,2,3,1,0,0	1.56	70%	70%	50%	67%	.280 7-25, 1 HR, 4 RBI, 2 BB, 7 SO	Arrighetti	R		'+140
Mark Vientos	-155	3B	R	6	.277	NYM	@	SEA	1st	25th	tb	0.5	2,2,4,4,1,2,0,0,4,2	1.97	70%	80%	49%	100%	.429 3-7, 1 HR, 1 RBI, 1 BB, 0 SO	Gilbert	R		'+110
Jd Martinez	-165	DH	R	3	.256	NYM	@	SEA	1st	25th	tb	0.5	1,3,0,1,5,0,0,0,2,2	1.61	68%	60%	0%	100%	.333 1-3, 0 HR, 0 RBI, 1 BB, 1 SO	Gilbert	R	.200 1-5, 0 HR, 0 RBI, 1 BB, 2 SO	'+115
Gleyber Torres	-210	2B	R	5	.235	NYY	v	TEX	13th	19th	tb	0.5	2,1,1,0,0,1,1,2,1,1	1.3	67%	80%	66%	60%	.115 3-26, 1 HR, 1 RBI, 1 BB, 2 SO	Eovaldi	R	.205 8-39, 0 HR, 1 RBI, 2 BB, 8 SO	'+145
Curtis Mead	-145	2B	R	-	.248	TB	v	BAL	9th	21st	tb	0.5	2,4,0,1,1,2,0,1,0,1	0.97	66%	70%	67%	100%	.250 1-4, 0 HR, 0 RBI, 0 BB, 2 SO	Burnes	R		'+105
Geraldo Perdomo	-140	SS	S	9	.281	ARI	v	PHI	3rd	27th	tb	0.5	4,1,2,5,1,0,0,4,2,1	1.26	66%	80%	47%	65%	.353 12-34, 0 HR, 3 RBI, 3 BB, 5 SO	Nola	R	.333 1-3, 0 HR, 1 RBI, 1 BB, 0 SO	'+100
Andy Pages	-130	CF	R	8	.244	LAD	v	PIT	20th	11th	tb	0.5	0,0,1,0,0,1,2,3,1,0	1.37	66%	50%	0%	50%	.300 3-10, 1 HR, 1 RBI, 3 BB, 4 SO	Skenes	R	.000 2-2, 1 HR, 1 RBI, 0 BB, 0 SO	-110
Kyle Schwarber	-175	DH	L	1	.261	PHI	@	ARI	29th	10th	tb	0.5	0,1,1,1,7,1,5,14,3,0	1.89	64%	80%	56%	62%	.217 10-46, 2 HR, 4 RBI, 10 BB, 12 SO	Gallen	R	.143 1-7, 1 HR, 3 RBI, 1 BB, 3 SO	'+120
Ryan Ohearn	-165	1B	L	4	.271	BAL	@	TB	21st	28th	tb	0.5	1,0,0,0,2,2,0,0,2,2	1.45	64%	50%	49%	61%	.318 21-66, 4 HR, 12 RBI, 2 BB, 17 SO	Alexander	L		'+120
