NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Nick Sogard	'+170	3B	S	7	.318	BOS	v	HOU	28th	19th	bb	0.5	1,1,0,0,1,1	0.67	67%	67%	0%	100%	.667 2-3, 0 HR, 0 RBI, 1 BB, 1 SO	Arrighetti	R		-235
Juan Soto	-105	RF	L	2	.305	NYY	v	TEX	25th	10th	bb	0.5	2,0,2,1,1,0,2,0,1,0	0.83	59%	60%	57%	50%	.455 5-11, 0 HR, 2 RBI, 2 BB, 4 SO	Eovaldi	R	.500 1-2, 0 HR, 0 RBI, 2 BB, 1 SO	-130
Aaron Judge	-205	CF	R	3	.323	NYY	v	TEX	25th	10th	bb	0.5	2,0,2,0,1,2,3,1,2,0	0.83	58%	70%	50%	32%	.000 0-2, 0 HR, 0 RBI, 0 BB, 2 SO	Eovaldi	R	.357 10-28, 2 HR, 3 RBI, 2 BB, 6 SO	'+150
Randy Arozarena	'+150	LF	R	2	.279	SEA	v	NYM	29th	26th	bb	0.5	0,0,1,2,0,0,1,1,0,2	0.75	58%	50%	0%	100%	.000 0-2, 0 HR, 0 RBI, 2 BB, 0 SO	Manaea	L	.333 2-6, 0 HR, 0 RBI, 1 BB, 1 SO	-205
Kyle Schwarber	-145	DH	L	1	.261	PHI	@	ARI	11th	16th	bb	0.5	2,2,0,2,0,1,0,1,1,0	0.79	55%	60%	44%	45%	.217 10-46, 2 HR, 4 RBI, 10 BB, 12 SO	Gallen	R	.143 1-7, 1 HR, 3 RBI, 1 BB, 3 SO	'+105
Christopher Morel	'+200	3B	R	3	.138	TB	v	BAL	13th	8th	bb	0.5	0,0,1,2,0,1,1,0	0.62	50%	50%	0%	0%	.250 1-4, 0 HR, 0 RBI, 0 BB, 0 SO	Burnes	R	.286 2-7, 1 HR, 1 RBI, 1 BB, 4 SO	-285
Jorge Soler	'+130	DH	R	1	.207	ATL	@	COL	24th	24th	bb	0.5	1,1,0,1,0,0,1,0	0.5	50%	50%	0%	0%	.400 2-5, 1 HR, 2 RBI, 0 BB, 1 SO	Hudson	R	.250 3-12, 0 HR, 1 RBI, 4 BB, 4 SO	-180
Ian Happ	-115	LF	S	1	.226	CHC	@	CHW	30th	29th	bb	0.5	0,1,1,0,0,1,1,0,0,0	0.52	48%	40%	36%	31%	.367 11-30, 3 HR, 8 RBI, 1 BB, 8 SO	Flexen	R	.286 2-7, 0 HR, 1 RBI, 3 BB, 1 SO	-115
Brandon Nimmo	'+175	LF	L	2	.233	NYM	@	SEA	1st	2nd	bb	0.5	1,1,0,0,1,1,0,0,0,1	0.57	47%	50%	40%	38%	.357 5-14, 1 HR, 1 RBI, 3 BB, 4 SO	Gilbert	R	.333 1-3, 1 HR, 1 RBI, 0 BB, 1 SO	-240
Xavier Edwards	'+205	SS	S	1	.364	MIA	v	SD	9th	21st	bb	0.5	0,1,0,2,0,0,0,0,0,0	0.5	47%	20%	11%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 0 SO	Waldron	R		-285
