NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Royce Lewis	'+135	3B	R	4	.267	MIN	v	CLE	3rd	21st	rbi	0.5	0,0,1,4,0,3,1,2,0,1	0.86	54%	60%	47%	40%	.244 11-45, 4 HR, 14 RBI, 5 BB, 11 SO	Williams	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-195
Jose Ramirez	'+140	3B	S	3	.279	CLE	@	MIN	17th	27th	rbi	0.5	2,3,1,2,0,1,1,1,0,0	0.85	51%	70%	35%	31%	.200 16-80, 2 HR, 8 RBI, 4 BB, 7 SO	Richardson	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-200
Dylan Carlson	'+250	RF		-	.278	TB	v	BAL	13th	24th	rbi	0.5	0,2,0,0,2,1	0.83	50%	50%	0%	100%	.250 1-4, 1 HR, 1 RBI, 0 BB, 1 SO	Burnes	R	.133 2-15, 1 HR, 2 RBI, 1 BB, 6 SO	-370
Shohei Ohtani	'+155	DH	L	1	.304	LAD	v	PIT	16th	9th	rbi	0.5	0,0,0,3,0,0,2,0,0,2	0.73	48%	30%	37%	40%	.222 6-27, 3 HR, 5 RBI, 4 BB, 14 SO	Skenes	R	.667 2-3, 1 HR, 2 RBI, 0 BB, 1 SO	-220
Vinnie Pasquantino	'+130	1B	L	3	.264	KC	v	STL	21st	6th	rbi	0.5	2,3,4,2,1,0,1,2,2,0	0.74	47%	80%	27%	60%	.318 7-22, 0 HR, 4 RBI, 0 BB, 2 SO	Pallante	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-185
Aaron Judge	'+140	CF	R	3	.323	NYY	v	TEX	18th	17th	rbi	0.5	1,3,0,0,2,2,0,0,1,0	0.91	45%	50%	40%	39%	.000 0-2, 0 HR, 0 RBI, 0 BB, 2 SO	Eovaldi	R	.357 10-28, 2 HR, 3 RBI, 2 BB, 6 SO	-200
Ketel Marte	'+170	2B	S	2	.299	ARI	v	PHI	3rd	23rd	rbi	0.5	1,0,2,1,2,1,0,2,0,0	0.71	45%	60%	30%	27%	.314 11-35, 1 HR, 5 RBI, 3 BB, 7 SO	Nola	R	.167 1-6, 1 HR, 3 RBI, 0 BB, 2 SO	-240
Mark Vientos	'+230	3B	R	6	.277	NYM	@	SEA	1st	28th	rbi	0.5	0,1,1,2,0,0,0,0,2,0	0.64	45%	40%	25%	50%	.429 3-7, 1 HR, 1 RBI, 1 BB, 0 SO	Gilbert	R		-340
Josh Naylor	'+130	1B	L	4	.243	CLE	@	MIN	17th	27th	rbi	0.5	1,1,2,0,3,1,0,1,3,0	0.79	44%	70%	33%	27%	.185 10-54, 1 HR, 6 RBI, 2 BB, 11 SO	Richardson	R	.000 0-1, 0 HR, 0 RBI, 0 BB, 0 SO	-180
Harold Ramirez	'+205	RF	R	-	.243	WSH	v	LAA	26th	7th	rbi	0.5	0,2,0,1,0,0,0,0,0,0	0.64	44%	20%	0%	0%	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	Canning	R	.000 0-2, 0 HR, 1 RBI, 0 BB, 1 SO	-295
Will Smith	'+190	C	R	4	.247	LAD	v	PIT	16th	9th	rbi	0.5	0,0,0,0,0,0,1,0,1,2	0.64	43%	30%	40%	23%	.300 6-20, 0 HR, 4 RBI, 4 BB, 4 SO	Skenes	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 1 SO	-275
Marcell Ozuna	-120	DH	R	3	.298	ATL	@	COL	30th	1st	rbi	0.5	1,0,0,1,1,0,0,0,2,1	0.77	43%	50%	36%	46%	.276 8-29, 3 HR, 6 RBI, 5 BB, 5 SO	Hudson	R	.600 3-5, 0 HR, 1 RBI, 0 BB, 1 SO	-120
Bobby Witt	'+135	SS	R	2	.344	KC	v	STL	21st	6th	rbi	0.5	1,0,2,0,1,0,1,0,4,0	0.72	42%	50%	37%	45%	.276 8-29, 2 HR, 6 RBI, 1 BB, 6 SO	Pallante	R	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	-195
Alejandro Kirk	'+150	C	R	5	.249	TOR	v	OAK	23rd	2nd	rbi	0.5	1,0,0,1,2,1,3,0,1,1	0.52	42%	70%	27%	31%	.154 2-13, 0 HR, 1 RBI, 4 BB, 2 SO	Bido	R		-215
Jackson Holliday	'+280	2B	L	8	.167	BAL	@	TB	14th	29th	rbi	0.5	0,4,0,1,1,1,1,2,1,0	0.63	42%	70%	0%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	Alexander	L		-425
Rafael Devers	'+110	3B	L	4	.301	BOS	v	HOU	11th	19th	rbi	0.5	0,4,1,1,0,0,0,0,0,1	0.7	41%	40%	39%	29%	.143 5-35, 0 HR, 5 RBI, 3 BB, 9 SO	Arrighetti	R		-160
Alec Bohm	'+145	3B	R	4	.298	PHI	@	ARI	25th	11th	rbi	0.5	1,1,0,3,1,1,0,0,0,0	0.68	41%	50%	35%	40%	.326 15-46, 1 HR, 9 RBI, 1 BB, 2 SO	Gallen	R	.000 0-5, 0 HR, 0 RBI, 1 BB, 0 SO	-205
Anthony Santander	'+185	RF	S	2	.245	BAL	@	TB	14th	29th	rbi	0.5	2,1,1,1,0,0,0,3,0,0	0.69	41%	50%	34%	28%	.188 16-85, 4 HR, 8 RBI, 5 BB, 31 SO	Alexander	L		-265
Brent Rooker	'+120	LF	R	4	.288	OAK	@	TOR	27th	25th	rbi	0.5	3,2,0,2,0,2,0,0,0,0	0.79	41%	40%	28%	15%	.185 5-27, 1 HR, 1 RBI, 1 BB, 14 SO	Rodriguez	R		-170
Juan Soto	'+165	RF	L	2	.305	NYY	v	TEX	18th	17th	rbi	0.5	0,3,0,0,0,0,1,0,0,1	0.71	40%	30%	37%	33%	.455 5-11, 0 HR, 2 RBI, 2 BB, 4 SO	Eovaldi	R	.500 1-2, 0 HR, 0 RBI, 2 BB, 1 SO	-240
Kyle Schwarber	'+155	DH	L	1	.261	PHI	@	ARI	25th	11th	rbi	0.5	0,0,0,0,1,0,2,7,0,0	0.7	40%	30%	33%	30%	.217 10-46, 2 HR, 4 RBI, 10 BB, 12 SO	Gallen	R	.143 1-7, 1 HR, 3 RBI, 1 BB, 3 SO	-220
Freddie Freeman	'+190	1B	L	3	.292	LAD	v	PIT	16th	9th	rbi	0.5	1,0,0,1,0,0,0,0,3,1	0.65	39%	40%	38%	31%	.378 17-45, 4 HR, 9 RBI, 2 BB, 10 SO	Skenes	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-275
Rhys Hoskins	'+135	1B	R	7	.227	MIL	v	CIN	10th	8th	rbi	0.5	1,2,0,0,1,1,0,0,0,1	0.64	39%	50%	36%	41%	.221 25-113, 9 HR, 26 RBI, 11 BB, 35 SO	Martinez	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	-195
Cody Bellinger	'+125	CF	L	4	.279	CHC	@	CHW	29th	5th	rbi	0.5	0,2,2,1,0,0,1,0,0,2	0.51	39%	50%	36%	43%	.240 6-25, 2 HR, 6 RBI, 3 BB, 6 SO	Flexen	R	.300 3-10, 0 HR, 0 RBI, 0 BB, 2 SO	-175
Brandon Lowe	'+205	2B	L	2	.262	TB	v	BAL	13th	24th	rbi	0.5	0,1,0,0,2,1,2,1,2,0	0.64	39%	60%	35%	39%	.136 8-59, 2 HR, 6 RBI, 8 BB, 18 SO	Burnes	R	.000 0-2, 0 HR, 0 RBI, 1 BB, 1 SO	-295
