NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Josh Smith	-150	3B	L	1	.272	TEX	@	NYY	3rd	4th	h	0.5	1,2,0,1,0,3,0,1,0,0	0.92	64%	50%	40%	29%	.000 0-5, 0 HR, 0 RBI, 0 BB, 2 SO	Rodon	L		'+105
Willy Adames	-235	SS	R	5	.252	MIL	v	CIN	11th	25th	h	0.5	3,1,0,2,0,0,4,0,2,1	0.97	63%	60%	62%	71%	.185 12-65, 5 HR, 13 RBI, 5 BB, 19 SO	Martinez	R	.000 0-3, 0 HR, 0 RBI, 2 BB, 0 SO	'+165
Jake Burger	-205	3B	R	2	.240	MIA	v	SD	14th	3rd	h	0.5	1,2,1,2,0,1,0,2,1,2	0.93	63%	80%	60%	71%	.321 9-28, 1 HR, 2 RBI, 1 BB, 9 SO	Waldron	R	.667 2-3, 0 HR, 0 RBI, 0 BB, 1 SO	'+145
Ryan Mcmahon	-195	3B	L	4	.253	COL	v	ATL	15th	15th	h	0.5	0,1,1,0,0,0,0,0,0,2	0.93	63%	30%	57%	57%	.417 10-24, 3 HR, 6 RBI, 4 BB, 6 SO	Fried	L	.000 0-5, 0 HR, 0 RBI, 1 BB, 2 SO	'+140
Byron Buxton	-175	CF	R	3	.276	MIN	v	CLE	6th	17th	h	0.5	2,0,2,0,1,1,0,1,0,1	0.93	63%	60%	56%	38%	.077 2-26, 0 HR, 1 RBI, 3 BB, 10 SO	Williams	R		'+125
Spencer Horwitz	-215	2B	L	4	.282	TOR	v	OAK	24th	27th	h	0.5	2,1,0,2,1,0,2,0,0,3	0.96	63%	60%	53%	50%	.294 5-17, 1 HR, 2 RBI, 2 BB, 2 SO	Bido	R		'+150
Brenton Doyle	-270	CF	R	3	.261	COL	v	ATL	15th	15th	h	0.5	0,1,0,1,0,1,1,0,0,2	0.96	63%	50%	52%	43%	.167 4-24, 1 HR, 3 RBI, 2 BB, 10 SO	Fried	L		'+185
Abraham Toro	-195	3B	S	6	.247	OAK	@	TOR	25th	10th	h	0.5	0,0,1,1,0,1,1,0,1,0	0.92	63%	50%	49%	53%	.238 5-21, 1 HR, 4 RBI, 0 BB, 7 SO	Rodriguez	R		'+135
Jackson Chourio	-270	RF	R	2	.271	MIL	v	CIN	11th	25th	h	0.5	2,0,2,1,2,2,2,3,3,0	0.93	63%	80%	0%	50%	.211 4-19, 0 HR, 4 RBI, 5 BB, 7 SO	Martinez	R	.000 0-2, 0 HR, 0 RBI, 0 BB, 1 SO	'+190
Kebryan Hayes	-200	3B	R	7	.246	PIT	@	LAD	5th	5th	h	0.5	1,0,1,1,2,0,1,2,2,1	0.93	62%	80%	71%	70%	.320 8-25, 0 HR, 3 RBI, 5 BB, 5 SO	Ryan	R		'+140
Nathaniel Lowe	-145	1B	L	6	.260	TEX	@	NYY	3rd	4th	h	0.5	0,2,2,1,0,1,0,0,0,2	0.9	62%	50%	69%	44%	.273 6-22, 1 HR, 2 RBI, 6 BB, 7 SO	Rodon	L		'+100
Nick Castellanos	-230	RF	R	7	.244	PHI	@	ARI	29th	19th	h	0.5	0,2,1,0,0,2,2,2,1,0	0.93	62%	60%	69%	65%	.283 13-46, 2 HR, 11 RBI, 6 BB, 12 SO	Gallen	R	.250 1-4, 0 HR, 0 RBI, 1 BB, 1 SO	'+160
Jorge Polanco	-150	2B	S	5	.207	SEA	v	NYM	2nd	18th	h	0.5	3,1,0,2,0,2,0,1,0,0	0.73	62%	50%	67%	67%	.250 2-8, 0 HR, 0 RBI, 1 BB, 4 SO	Manaea	L	.000 0-6, 0 HR, 0 RBI, 1 BB, 0 SO	'+105
Alex Verdugo	-230	LF	L	1	.236	NYY	v	TEX	12th	14th	h	0.5	3,2,1,1,1,0,0,1,2,1	0.9	62%	80%	64%	56%	.100 2-20, 0 HR, 1 RBI, 2 BB, 1 SO	Eovaldi	R	.200 1-5, 0 HR, 0 RBI, 1 BB, 0 SO	'+160
Dansby Swanson	-220	SS	R	7	.230	CHC	@	CHW	26th	20th	h	0.5	1,1,2,1,0,1,1,3,1,1	0.8	62%	90%	63%	60%	.280 7-25, 2 HR, 5 RBI, 3 BB, 9 SO	Flexen	R	.615 8-13, 0 HR, 1 RBI, 0 BB, 3 SO	'+155
Trevor Larnach	-190	LF	L	2	.250	MIN	v	CLE	6th	17th	h	0.5	0,1,0,0,1,1,1,2,0,2	0.8	62%	60%	53%	27%	.121 4-33, 0 HR, 2 RBI, 7 BB, 8 SO	Williams	R		'+135
Jonah Bride	-170	3B	R	4	.270	MIA	v	SD	14th	3rd	h	0.5	2,1,1,0,1,2,0,2,1,1	0.77	62%	80%	42%	100%	.333 1-3, 1 HR, 1 RBI, 1 BB, 0 SO	Waldron	R		'+120
Wyatt Langford	-200	LF	R	5	.242	TEX	@	NYY	3rd	4th	h	0.5	1,1,1,3,1,0,0,0,0,1	0.9	62%	60%	0%	0%		Rodon	L		'+140
Josh Bell	-205	1B	S	4	.242	ARI	v	PHI	4th	8th	h	0.5	2,0,0,2,2,1,0,1	1.0	62%	62%	0%	50%	.143 1-7, 0 HR, 0 RBI, 1 BB, 2 SO	Nola	R	.179 5-28, 1 HR, 4 RBI, 1 BB, 4 SO	'+145
Jesse Winker	-165	LF	L	5	.292	NYM	@	SEA	1st	7th	h	0.5	0,1,1,0,1,0,3,1	0.88	62%	62%	0%	100%	.250 1-4, 0 HR, 0 RBI, 0 BB, 0 SO	Gilbert	R	.200 1-5, 0 HR, 0 RBI, 0 BB, 1 SO	'+115
Andrew Mccutchen	-175	RF	R	1	.231	PIT	@	LAD	5th	5th	h	0.5	1,0,1,1,1,2,1,0,1,2	0.87	61%	80%	67%	62%	.118 4-34, 1 HR, 4 RBI, 4 BB, 10 SO	Ryan	R		'+125
Oneil Cruz	-190	SS	L	3	.262	PIT	@	LAD	5th	5th	h	0.5	1,1,0,0,5,1,0,0,3,3	0.99	61%	60%	65%	67%	.357 5-14, 2 HR, 5 RBI, 0 BB, 6 SO	Ryan	R		'+135
Spencer Steer	-215	LF	R	3	.232	CIN	@	MIL	16th	1st	h	0.5	1,1,0,0,1,0,0,0,2,2	0.86	61%	50%	64%	46%	.188 12-64, 2 HR, 7 RBI, 7 BB, 16 SO	Myers	R		'+150
Adolis Garcia	-160	RF	R	7	.208	TEX	@	NYY	3rd	4th	h	0.5	1,1,0,1,0,1,0,1,0,1	0.78	61%	60%	63%	67%	.222 6-27, 2 HR, 3 RBI, 3 BB, 8 SO	Rodon	L		'+115
Pete Alonso	-170	1B	R	4	.244	NYM	@	SEA	1st	7th	h	0.5	0,0,1,1,0,1,1,1,3,0	0.93	61%	60%	62%	71%	.294 5-17, 2 HR, 4 RBI, 0 BB, 6 SO	Gilbert	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 1 SO	'+120
Josh Naylor	-275	1B	L	4	.243	CLE	@	MIN	8th	6th	h	0.5	1,2,3,1,1,0,0,1,1,0	0.9	61%	70%	60%	59%	.185 10-54, 1 HR, 6 RBI, 2 BB, 11 SO	Richardson	R	.000 0-1, 0 HR, 0 RBI, 0 BB, 0 SO	'+190
Brandon Nimmo	-195	LF	L	2	.233	NYM	@	SEA	1st	7th	h	0.5	1,1,0,3,1,0,0,2,0,1	0.88	61%	60%	60%	88%	.357 5-14, 1 HR, 1 RBI, 3 BB, 4 SO	Gilbert	R	.333 1-3, 1 HR, 1 RBI, 0 BB, 1 SO	'+140
Willi Castro	-220	2B	S	1	.260	MIN	v	CLE	6th	17th	h	0.5	0,0,2,1,3,0,0,0,2,1	0.94	61%	50%	57%	54%	.260 13-50, 1 HR, 3 RBI, 3 BB, 18 SO	Williams	R	.000 0-1, 0 HR, 0 RBI, 1 BB, 0 SO	'+155
Garrett Mitchell	-185	CF	L	3	.278	MIL	v	CIN	11th	25th	h	0.5	1,1,0,1,1,2,0,0,2,0	0.79	61%	60%	56%	33%	.200 2-10, 0 HR, 0 RBI, 2 BB, 3 SO	Martinez	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	'+130
Ceddanne Rafaela	-215	CF	R	9	.257	BOS	v	HOU	7th	9th	h	0.5	2,1,1,2,2,0,2,0,1,1	0.93	61%	80%	50%	100%	.429 3-7, 0 HR, 1 RBI, 2 BB, 3 SO	Arrighetti	R		'+150
Francisco Alvarez	-145	C	R	7	.267	NYM	@	SEA	1st	7th	h	0.5	0,1,0,0,1,1,2,1,2,0	0.88	61%	60%	48%	50%	.154 2-13, 0 HR, 1 RBI, 0 BB, 4 SO	Gilbert	R	.333 1-3, 0 HR, 0 RBI, 0 BB, 1 SO	'+105
Corbin Carroll	-220	CF	L	1	.215	ARI	v	PHI	4th	8th	h	0.5	1,1,1,0,2,0,1,1,0,1	0.8	60%	70%	67%	50%	.222 8-36, 1 HR, 3 RBI, 3 BB, 8 SO	Nola	R	.167 1-6, 0 HR, 1 RBI, 0 BB, 1 SO	'+155
Bryson Stott	-205	2B	L	8	.237	PHI	@	ARI	29th	19th	h	0.5	0,2,1,2,0,0,1,1,0,0	0.8	60%	50%	63%	75%	.333 13-39, 3 HR, 6 RBI, 2 BB, 8 SO	Gallen	R	.333 2-6, 0 HR, 0 RBI, 0 BB, 1 SO	'+145
Elly De La Cruz	-235	SS	S	2	.267	CIN	@	MIL	16th	1st	h	0.5	1,1,0,0,0,4,4,0,3,0	1.02	60%	50%	58%	62%	.258 16-62, 5 HR, 9 RBI, 5 BB, 19 SO	Myers	R		'+165
