NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Bryce Harper	+0	1B	L	3	.293	PHI	@	MIN	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.200 3-15, 1 HR, 2 RBI, 1 BB, 5 SO	Festa	R		'+3500
Kyle Schwarber	+0	DH	L	1	.238	PHI	@	MIN	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.111 2-18, 0 HR, 1 RBI, 3 BB, 6 SO	Festa	R		'+2800
Matt Wallner	+0	RF	L	6	.222	MIN	v	PHI	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.231 3-13, 1 HR, 2 RBI, 0 BB, 3 SO	Nola	R		'+4000
Rafael Devers	+0	3B	L	4	.286	BOS	@	COL	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.250 4-16, 2 HR, 6 RBI, 2 BB, 2 SO	Quantrill	R	.375 3-8, 1 HR, 1 RBI, 1 BB, 3 SO	'+2800
Wilyer Abreu	+0	RF	L	2	.262	BOS	@	COL	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.000 1-1, 0 HR, 1 RBI, 0 BB, 0 SO	Quantrill	R		'+3500
Jose Altuve	+0	2B	R	1	.304	HOU	@	OAK	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.319 22-69, 1 HR, 5 RBI, 8 BB, 15 SO	Sears	L	.231 3-13, 0 HR, 0 RBI, 0 BB, 2 SO	'+4500
Yordan Alvarez	+0	LF	L	3	.304	HOU	@	OAK	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.281 18-64, 4 HR, 8 RBI, 9 BB, 18 SO	Sears	L	.182 2-11, 0 HR, 1 RBI, 1 BB, 5 SO	'+3000
Cal Raleigh	+0	C	S	3	.209	SEA	v	LAA	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.230 17-74, 5 HR, 16 RBI, 8 BB, 26 SO	Canning	R	.200 1-5, 0 HR, 0 RBI, 0 BB, 3 SO	'+2800
Mitch Haniger	+0	RF	R	5	.206	SEA	v	LAA	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.284 78-275, 16 HR, 46 RBI, 25 BB, 76 SO	Canning	R	.200 1-5, 0 HR, 1 RBI, 0 BB, 1 SO	'+2000
Cj Abrams	+0	SS	L	1	.264	WSH	v	SD	-	-	home_runs_milestones	0		0.0	0%	0%	0%	0%	.333 12-36, 1 HR, 4 RBI, 3 BB, 6 SO	Waldron	R	.400 2-5, 0 HR, 0 RBI, 0 BB, 0 SO	'+2800
