NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Jackson Holliday	-200	2B	L	8	.167	BAL	@	TB	24th	17th	so	0.5	2,1,1,1,1,1,1,1,1,1	1.42	100%	100%	0%	100%	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	Alexander	L		'+145
Jorge Soler	-195	DH	R	1	.207	ATL	@	COL	29th	27th	so	0.5	1,2,1,2,1,1,3,1	1.5	100%	100%	0%	100%	.400 2-5, 1 HR, 2 RBI, 0 BB, 1 SO	Hudson	R	.250 3-12, 0 HR, 1 RBI, 4 BB, 4 SO	'+145
Justin Turner	-190	1B	R	4	.200	SEA	v	NYM	13th	9th	so	0.5	1,1,1,1,1,1,2,1	1.12	100%	100%	0%	100%	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	Manaea	L	.385 5-13, 1 HR, 3 RBI, 0 BB, 3 SO	'+140
Bryan De La Cruz	-275	LF	R	6	.133	PIT	@	LAD	16th	10th	so	0.5	2,0,1,3,2,2,2	1.71	86%	86%	0%	100%	.000 0-3, 0 HR, 0 RBI, 1 BB, 2 SO	Ryan	R		'+195
Nick Sogard	-255	3B	S	7	.318	BOS	v	HOU	3rd	2nd	so	0.5	2,1,1,0,1,1	1.0	83%	83%	0%	100%	.667 2-3, 0 HR, 0 RBI, 1 BB, 1 SO	Arrighetti	R		'+180
Bligh Madris	+0	RF	L	5	.312	DET	@	SF	18th	23rd	so	0.5	1,1,1,1,1,0,2,3,1,1	1.13	80%	90%	0%	100%	.000 0-1, 0 HR, 0 RBI, 0 BB, 1 SO	Webb	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	'+205
Dillon Dingler	-240	C		-	.188	DET	@	SF	18th	23rd	so	0.5	1,2,0,1,1	1.0	80%	80%	0%	0%		Webb	R		'+175
Jorge Polanco	-265	2B	S	5	.207	SEA	v	NYM	13th	9th	so	0.5	1,1,1,1,2,1,2,3,0,1	1.23	79%	90%	56%	67%	.250 2-8, 0 HR, 0 RBI, 1 BB, 4 SO	Manaea	L	.000 0-6, 0 HR, 0 RBI, 1 BB, 0 SO	'+190
Kris Bryant	-235	1B	R	6	.227	COL	v	ATL	25th	5th	so	0.5	3,2,1,1,1,1,0,0,2,0	1.25	78%	70%	66%	52%	.268 40-149, 9 HR, 25 RBI, 25 BB, 36 SO	Fried	L	.111 1-9, 0 HR, 0 RBI, 2 BB, 2 SO	'+170
Paul Goldschmidt	-240	1B	R	4	.231	STL	@	KC	2nd	14th	so	0.5	1,1,0,1,2,2,1,1,0,1	1.23	78%	80%	65%	64%	.259 7-27, 1 HR, 2 RBI, 3 BB, 9 SO	Wacha	R	.211 4-19, 0 HR, 2 RBI, 3 BB, 8 SO	'+175
