NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Nick Sogard	'+140	3B	S	7	.318	BOS	v	HOU	2nd	5th	1b	0.5	1,1,2,1,0,1	1.0	83%	83%	0%	100%	.667 2-3, 0 HR, 0 RBI, 1 BB, 1 SO	Arrighetti	R		-190
Xavier Edwards	-170	SS	S	1	.364	MIA	v	SD	1st	25th	1b	0.5	1,1,2,1,2,2,1,0,2,0	1.11	75%	80%	54%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 0 SO	Waldron	R		'+125
Luis Arraez	-230	1B	L	1	.303	SD	@	MIA	6th	1st	1b	0.5	1,2,0,1,0,1,1,0,1,1	1.08	70%	70%	0%	100%	.250 4-16, 0 HR, 0 RBI, 0 BB, 2 SO	Munoz	R		'+165
Steven Kwan	-200	LF	L	1	.327	CLE	@	MIN	21st	28th	1b	0.5	0,2,1,0,2,1,0,1,1,0	1.0	68%	60%	56%	51%	.247 18-73, 2 HR, 5 RBI, 3 BB, 7 SO	Richardson	R		'+145
Trea Turner	-130	SS	R	2	.302	PHI	@	ARI	7th	12th	1b	0.5	0,1,0,1,0,0,1,2,1,0	0.91	66%	50%	56%	63%	.235 12-51, 2 HR, 9 RBI, 6 BB, 8 SO	Gallen	R	.222 4-18, 1 HR, 1 RBI, 2 BB, 6 SO	-105
Jose Altuve	-195	2B	R	1	.302	HOU	@	BOS	8th	8th	1b	0.5	2,1,0,0,1,0,1,2,1,0	0.92	65%	60%	60%	63%	.229 8-35, 2 HR, 6 RBI, 3 BB, 8 SO	Keller	R		'+140
Juan Yepez	-140	1B	R	2	.325	WSH	v	LAA	17th	22nd	1b	0.5	0,0,1,0,1,0,2,1,1,1	0.77	63%	60%	0%	100%	.333 1-3, 0 HR, 1 RBI, 0 BB, 1 SO	Canning	R		'+100
James Wood	'+120	CF	L	5	.262	WSH	v	LAA	17th	22nd	1b	0.5	0,2,1,1,1,1,0,0,1,1	0.71	62%	70%	0%	100%	.250 1-4, 0 HR, 0 RBI, 0 BB, 1 SO	Canning	R		-165
Jesse Winker	'+110	LF	L	5	.292	NYM	@	SEA	30th	24th	1b	0.5	0,1,1,0,1,0,3,1	0.88	62%	62%	0%	100%	.250 1-4, 0 HR, 0 RBI, 0 BB, 0 SO	Gilbert	R	.200 1-5, 0 HR, 0 RBI, 0 BB, 1 SO	-150
Connor Wong	'+100	C	R	5	.293	BOS	v	HOU	2nd	5th	1b	0.5	0,1,0,4,1,0,1,1,0,0	0.8	61%	50%	29%	50%	.280 7-25, 1 HR, 4 RBI, 2 BB, 7 SO	Arrighetti	R		-135
Miguel Andujar	-180	LF	R	2	.291	OAK	@	TOR	20th	4th	1b	0.5	0,1,2,2,1,2,0,2,0,0	0.9	60%	60%	46%	43%	.130 3-23, 0 HR, 0 RBI, 1 BB, 4 SO	Rodriguez	R		'+130
Bobby Witt	-205	SS	R	2	.344	KC	v	STL	5th	10th	1b	0.5	1,2,0,1,0,1,1,1,0,0	0.82	59%	60%	49%	55%	.276 8-29, 2 HR, 6 RBI, 1 BB, 6 SO	Pallante	R	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	'+150
Cody Bellinger	-115	CF	L	4	.279	CHC	@	CHW	28th	18th	1b	0.5	2,1,3,0,1,0,0,1,1,2	0.77	59%	70%	40%	43%	.240 6-25, 2 HR, 6 RBI, 3 BB, 6 SO	Flexen	R	.300 3-10, 0 HR, 0 RBI, 0 BB, 2 SO	-120
Nico Hoerner	-145	2B	R	6	.254	CHC	@	CHW	28th	18th	1b	0.5	1,1,2,1,2,1,0,2,0,1	0.72	58%	80%	58%	41%	.375 9-24, 2 HR, 5 RBI, 3 BB, 5 SO	Flexen	R	.375 3-8, 0 HR, 1 RBI, 1 BB, 0 SO	'+100
Vladimir Guerrero	-175	1B	R	3	.323	TOR	v	OAK	27th	29th	1b	0.5	2,1,0,1,1,0,1,1,0,2	0.77	58%	70%	51%	58%	.350 14-40, 2 HR, 7 RBI, 5 BB, 5 SO	Bido	R		'+130
Bryan Reynolds	'+100	LF	S	2	.289	PIT	@	LAD	18th	21st	1b	0.5	1,1,0,1,0,1,0,2,1,1	0.76	58%	70%	50%	50%	.250 11-44, 1 HR, 6 RBI, 2 BB, 11 SO	Ryan	R		-135
Luis Garcia	-140	2B	L	3	.293	WSH	v	LAA	17th	22nd	1b	0.5	1,1,3,1,1,1,1,0,1,2	0.82	58%	90%	47%	50%	.286 2-7, 0 HR, 1 RBI, 1 BB, 0 SO	Canning	R	.000 0-2, 0 HR, 1 RBI, 0 BB, 0 SO	'+100
Curtis Mead	'+110	2B	R	-	.248	TB	v	BAL	16th	13th	1b	0.5	0,2,0,1,1,2,0,1,0,1	0.69	57%	60%	54%	100%	.250 1-4, 0 HR, 0 RBI, 0 BB, 2 SO	Burnes	R		-155
