NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Mitch Keller	+0	SP	R	-	.253	PIT	@	TOR	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Kikuchi	L		'+1000
Yusei Kikuchi	+0	SP	L	-	.253	TOR	v	PIT	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	6.1 IP 3 K, 4 H, 2 BB	Keller	R		'+650
Kyle Bradish	+0	SP	R	-	.176	BAL	v	TB	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	18.0 IP 18 K, 17 H, 3 BB	Bradley	R		'+900
Taj Bradley	+0	SP	R	-	.183	TB	@	BAL	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	11.0 IP 14 K, 8 H, 1 BB	Bradish	R		'+1200
Aaron Brooks	+0	SP	R	-	.314	OAK	@	ATL	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Sale	L		'+1300
Chris Sale	+0	SP	L	-	.193	ATL	v	OAK	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	79.4 IP 87 K, 58 H, 19 BB	Brooks	R		'+1000
Garrett Crochet	+0	SP	L	-	.192	CHW	@	MIL	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Gasser	L		'+800
Robert Gasser	+0	SP	L	-	.250	MIL	v	CHW	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Crochet	L		'+600
Cooper Criswell	+0	SP	R	-	.255	BOS	v	DET	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Olson	R		'+1000
Reese Olson	+0	SP	R	-	.197	DET	@	BOS	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Criswell	R		'+950
Ben Lively	+0	SP	R	-	.234	CLE	v	WSH	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	8.0 IP 7 K, 6 H, 1 BB	Parker	L		'+700
Mitchell Parker	+0	SP	L	-	.246	WSH	@	CLE	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Lively	R		'+950
Alec Marsh	+0	SP	R	-	.210	KC	v	SD	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Musgrove	R		'+500
Joe Musgrove	+0	SP	R	-	.305	SD	@	KC	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	9.2 IP 6 K, 16 H, 1 BB	Marsh	R		'+1200
Framber Valdez	+0	SP	L	-	.277	HOU	v	MIN	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	29.4 IP 27 K, 21 H, 15 BB	Ryan	R		'+1100
Joe Ryan	+0	SP	R	-	.214	MIN	@	HOU	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	10.0 IP 16 K, 7 H, 4 BB	Valdez	L		'+750
Sean Manaea	+0	SP	L	-	.230	NYM	v	ARI	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	1.4 IP 2 K, 1 H, 1 BB	Cecconi	R		'+1100
Michael Lorenzen	+0	SP	R	-	.200	TEX	@	MIA	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Weathers	L		'+1000
Ryan Weathers	+0	SP	L	-	.206	MIA	v	TEX	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	3.2 IP 5 K, 6 H, 4 BB	Lorenzen	R		'+700
Ranger Suarez	+0	SP	L	-	.171	PHI	v	STL	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	6.0 IP 5 K, 4 H, 4 BB	Gray	R		'+550
Sonny Gray	+0	SP	R	-	.209	STL	@	PHI	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	11.0 IP 12 K, 2 H, 3 BB	Suarez	L		'+1300
Bryce Miller	+0	SP	R	-	.196	SEA	v	LAA	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	5.0 IP 10 K, 5 H, 0 BB	Detmers	L		'+500
Reid Detmers	+0	SP	L	-	.270	LAA	@	SEA	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	15.2 IP 18 K, 18 H, 5 BB	Miller	R		'+850
Logan Webb	+0	SP	R	-	.259	SF	v	NYY	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	6.0 IP 12 K, 4 H, 2 BB	Poteet	R		'+550
Cal Quantrill	+0	SP	R	-	.233	COL	@	LAD	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%	17.1 IP 11 K, 26 H, 4 BB	Yamamoto	R		'+850
Yoshinobu Yamamoto	+0	SP	R	-	.229	LAD	v	COL	-	-	x+_walks_allowed	0		0.0	0%	0%	0%	0%		Quantrill	R		'+550
