NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Alec Bohm	+0	3B	R	4	.293	PHI	@	MIN	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.111 2-18, 0 HR, 1 RBI, 2 BB, 2 SO	Festa	R		'+650
Brandon Marsh	+0	LF	L	5	.251	PHI	@	MIN	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.105 2-19, 0 HR, 2 RBI, 1 BB, 6 SO	Festa	R		'+340
Brooks Lee	+0	3B	S	8	.246	MIN	v	PHI	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.125 1-8, 0 HR, 0 RBI, 1 BB, 2 SO	Nola	R		'+400
Bryce Harper	+0	1B	L	3	.293	PHI	@	MIN	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.200 3-15, 1 HR, 2 RBI, 1 BB, 5 SO	Festa	R		'+850
Bryson Stott	+0	2B	L	7	.236	PHI	@	MIN	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.222 4-18, 1 HR, 3 RBI, 1 BB, 2 SO	Festa	R		'+1100
Byron Buxton	+0	CF	R	3	.277	MIN	v	PHI	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.143 3-21, 0 HR, 1 RBI, 3 BB, 5 SO	Nola	R		'+1200
Carlos Santana	+0	1B	S	5	.242	MIN	v	PHI	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.333 6-18, 1 HR, 3 RBI, 4 BB, 6 SO	Nola	R	.500 1-2, 1 HR, 2 RBI, 1 BB, 0 SO	'+400
Edouard Julien	+0	2B	L	9	.203	MIN	v	PHI	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.091 1-11, 0 HR, 0 RBI, 4 BB, 5 SO	Nola	R		'+750
Garrett Stubbs	+0	C	L	8	.193	PHI	@	MIN	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.200 1-5, 0 HR, 0 RBI, 0 BB, 2 SO	Festa	R		'+425
Kyle Schwarber	+0	DH	L	1	.238	PHI	@	MIN	-	-	hits_milestones	0		0.0	0%	0%	0%	0%	.111 2-18, 0 HR, 1 RBI, 3 BB, 6 SO	Festa	R		'+310
