NAME	OVER	POS	R/L	Batting #	B. AVG	TEAM	A/H	OPP	OPP RANK	OPP RANK LYR	PROP	LINE	LAST (old ➡️ new)	AVG	% OVER	L10 % OVER	CAREER % OVER	% OVER VS TEAM	VS TEAM	PITCHER	THROWS	VS PITCHER	UNDER
Dillon Dingler	'+425	C		-	.188	DET	@	SF	10th	24th	2b	0.5	1,0,0,1,0	0.4	40%	40%	0%	0%		Webb	R		-750
Juan Yepez	'+340	1B	R	2	.325	WSH	v	LAA	24th	26th	2b	0.5	0,1,1,0,0,0,0,0,0,0	0.4	40%	20%	0%	0%	.333 1-3, 0 HR, 1 RBI, 0 BB, 1 SO	Canning	R		-550
Alec Bohm	'+290	3B	R	4	.298	PHI	@	ARI	11th	16th	2b	0.5	1,1,1,0,0,0,0,1,1,1	0.37	33%	60%	17%	0%	.326 15-46, 1 HR, 9 RBI, 1 BB, 2 SO	Gallen	R	.000 0-5, 0 HR, 0 RBI, 1 BB, 0 SO	-450
Bryan De La Cruz	'+400	LF	R	6	.133	PIT	@	LAD	4th	5th	2b	0.5	0,1,0,0,0,0,1	0.29	29%	29%	0%	0%	.000 0-3, 0 HR, 0 RBI, 1 BB, 2 SO	Ryan	R		-700
Bobby Witt	'+270	SS	R	2	.344	KC	v	STL	23rd	20th	2b	0.5	0,0,1,0,0,0,0,1,1,0	0.28	27%	30%	18%	0%	.276 8-29, 2 HR, 6 RBI, 1 BB, 6 SO	Pallante	R	.000 0-4, 0 HR, 0 RBI, 0 BB, 1 SO	-400
Jarren Duran	'+235	LF	L	1	.293	BOS	v	HOU	12th	14th	2b	0.5	2,0,0,0,0,1,1,0,0,1	0.32	27%	40%	0%	0%	.250 4-16, 1 HR, 3 RBI, 1 BB, 4 SO	Arrighetti	R		-340
Wilyer Abreu	'+300	RF	L	2	.269	BOS	v	HOU	12th	14th	2b	0.5	1,1,0,0,0,0,0,0,0,0	0.27	26%	20%	21%	0%	.400 6-15, 1 HR, 5 RBI, 2 BB, 4 SO	Arrighetti	R		-475
William Contreras	'+350	C	R	4	.288	MIL	v	CIN	9th	18th	2b	0.5	0,0,0,0,1,0,2,0,1,0	0.27	25%	30%	19%	0%	.325 25-77, 3 HR, 7 RBI, 7 BB, 13 SO	Martinez	R	.400 2-5, 0 HR, 1 RBI, 0 BB, 1 SO	-575
Josh Jung	'+350	3B	R	4	.283	TEX	@	NYY	19th	30th	2b	0.5	0,0,0,0,0,0,1,1,0,0	0.25	25%	20%	18%	0%	.217 5-23, 1 HR, 5 RBI, 2 BB, 9 SO	Rodon	L		-575
Dominic Smith	'+340	1B	L	6	.235	BOS	v	HOU	12th	14th	2b	0.5	1,0,1,2,1,1,1,0,1,0	0.26	25%	70%	0%	0%	.000 0-4, 0 HR, 0 RBI, 0 BB, 2 SO	Arrighetti	R		-550
Rafael Devers	'+285	3B	L	4	.301	BOS	v	HOU	12th	14th	2b	0.5	1,1,2,1,1,0,0,0,1,0	0.28	25%	60%	0%	0%	.143 5-35, 0 HR, 5 RBI, 3 BB, 9 SO	Arrighetti	R		-425
Ezequiel Tovar	'+310	SS	R	2	.279	COL	v	ATL	7th	9th	2b	0.5	0,0,0,0,0,0,0,0,0,0	0.27	25%	0%	0%	0%	.242 8-33, 1 HR, 4 RBI, 0 BB, 13 SO	Fried	L		-475
Randy Arozarena	'+360	LF	R	2	.279	SEA	v	NYM	3rd	29th	2b	0.5	1,0,0,0,2,0,0,1,0,0	0.33	25%	30%	0%	0%	.000 0-2, 0 HR, 0 RBI, 2 BB, 0 SO	Manaea	L	.333 2-6, 0 HR, 0 RBI, 1 BB, 1 SO	-600
Byron Buxton	'+340	CF	R	3	.276	MIN	v	CLE	17th	7th	2b	0.5	1,0,0,0,0,0,0,1,0,1	0.26	24%	30%	17%	0%	.077 2-26, 0 HR, 1 RBI, 3 BB, 10 SO	Williams	R		-550
Enrique Hernandez	'+450	3B	R	6	.209	LAD	v	PIT	26th	10th	2b	0.5	0,0,0,0,1,1,0,1,1,0	0.25	24%	40%	16%	0%	.118 2-17, 1 HR, 3 RBI, 2 BB, 7 SO	Skenes	R		-800
Jj Bleday	'+320	CF	L	3	.241	OAK	@	TOR	5th	8th	2b	0.5	0,0,0,1,0,0,1,0,0,1	0.29	24%	30%	14%	0%	.167 4-24, 2 HR, 5 RBI, 3 BB, 5 SO	Rodriguez	R		-500
Freddie Freeman	'+390	1B	L	3	.292	LAD	v	PIT	26th	10th	2b	0.5	0,0,0,1,0,0,0,1,0,1	0.26	23%	30%	22%	0%	.378 17-45, 4 HR, 9 RBI, 2 BB, 10 SO	Skenes	R	.000 0-3, 0 HR, 0 RBI, 0 BB, 1 SO	-650
Vladimir Guerrero	'+320	1B	R	3	.323	TOR	v	OAK	27th	28th	2b	0.5	0,0,1,1,1,1,0,0,1,0	0.26	23%	50%	19%	0%	.350 14-40, 2 HR, 7 RBI, 5 BB, 5 SO	Bido	R		-500
