Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Gabe Davis	5.5	-	-	5.5	-	-	-	5.5	-
Tank Dell	5.4	4.5	-	5.5	4.5	-	-	7.0	-
Michael Pittman	5.3	5.5	5.5	5.5	5.5	4.5	5.5	5.1	-
Jaylen Waddle	5.1	5.5	5.5	4.5	5.5	4.5	4.5	5.7	-
Malik Nabers	5.1	5.5	4.5	4.5	5.5	4.5	-	5.9	-
Calvin Ridley	5.1	4.5	-	4.5	4.5	4.5	5.5	7.0	-
Jayden Reed	5.0	4.5	4.5	5.5	4.5	4.5	5.5	5.9	-
Mike Williams	5.0	4.5	-	5.5	-	-	-	4.9	-
Brandin Cooks	5.0	-	-	4.5	-	-	-	5.6	-
George Pickens	4.9	4.5	4.5	5.5	4.5	-	4.5	6.0	-
Xavier Worthy	4.9	4.5	-	4.5	4.5	-	-	6.0	-
Romeo Doubs	4.9	-	-	4.5	4.5	-	-	5.6	-
Diontae Johnson	4.8	4.5	-	4.5	-	4.5	-	5.8	-
Dontayvion Wicks	4.8	-	-	-	-	-	-	4.8	-
Keenan Allen	4.7	4.5	4.5	4.5	4.5	4.5	4.5	5.6	-
Ladd Mcconkey	4.7	4.5	-	4.5	-	-	-	5.1	-
Joshua Palmer	4.7	-	-	-	-	-	-	4.7	-
Dj Chark	4.7	-	-	-	-	-	-	4.7	-
Chris Godwin	4.6	4.5	4.5	4.5	4.5	4.5	4.5	5.3	-
Christian Kirk	4.6	4.5	4.5	4.5	4.5	4.5	-	5.4	-
Rome Odunze	4.6	4.5	4.5	4.5	4.5	4.5	4.5	5.4	-
Jaxon Smith Njigba	4.6	4.5	4.5	4.5	4.5	4.5	4.5	5.3	-
Tyler Lockett	4.6	4.5	4.5	-	4.5	4.5	4.5	5.2	-
Curtis Samuel	4.6	-	-	-	-	-	-	4.6	-
Jakobi Meyers	4.6	-	-	-	-	-	-	4.6	-
Keon Coleman	4.6	4.5	4.5	4.5	4.5	-	4.5	5.0	-
Terry Mclaurin	4.5	4.5	4.5	4.5	4.5	4.5	-	4.6	-
Khalil Shakir	4.5	-	-	-	-	-	-	4.5	-
Brian Thomas	4.4	4.5	-	4.5	4.5	3.5	-	5.0	-
Demarcus Robinson	4.4	-	-	-	-	-	-	4.4	-
Darnell Mooney	4.1	-	-	-	-	-	-	4.1	-
Adam Thielen	4.0	3.5	-	-	-	-	-	4.5	-
Jameson Williams	3.8	-	3.5	3.5	3.5	3.5	-	4.8	-
Adonai Mitchell	3.8	-	-	-	-	-	-	3.8	-
Jerry Jeudy	3.7	3.5	-	3.5	3.5	-	3.5	4.3	-
Rashid Shaheed	3.7	-	3.5	3.5	-	3.5	-	4.2	-
Michael Wilson	3.7	-	-	-	-	-	-	3.7	-
Josh Reynolds	3.6	-	-	-	-	-	-	3.6	-
Jahan Dotson	3.5	-	-	-	-	-	-	3.5	-
Xavier Legette	3.4	3.5	-	3.5	-	3.5	-	3.0	-
Josh Downs	3.3	-	-	-	-	-	-	3.3	-
Jalen Mcmillan	3.3	-	-	-	-	-	-	3.3	-
Demario Douglas	3.2	-	-	-	-	-	-	3.2	-
Jalynn Polk	3.2	-	-	-	-	-	-	3.2	-
Darius Slayton	3.2	-	-	-	-	-	-	3.2	-
Quentin Johnston	3.2	-	-	-	-	-	-	3.2	-
Andrei Iosivas	3.2	-	-	-	-	-	-	3.2	-
Kendrick Bourne	3.1	-	-	-	-	-	-	3.1	-
Rashod Bateman	3.0	-	-	2.5	-	-	-	3.5	-
Tim Patrick	3.0	-	-	-	-	-	-	3.0	-
Jalen Tolbert	3.0	-	-	-	-	-	-	3.0	-
Ricky Pearsall	3.0	-	-	-	-	-	-	3.0	-
Jermaine Burton	2.9	-	-	-	-	-	-	2.9	-
Wandale Robinson	2.8	-	-	-	-	-	-	2.8	-
Roman Wilson	2.8	-	-	-	-	-	-	2.8	-
Ray Ray Mccloud	2.8	-	-	-	-	-	-	2.8	-
Cedrick Wilson	2.7	-	-	-	-	-	-	2.7	-
Marvin Mims	2.6	-	-	-	-	-	-	2.6	-
Odell Beckham	2.6	-	-	-	-	-	-	2.6	-
Kavontae Turpin	2.6	-	-	-	-	-	-	2.6	-
Jalin Hyatt	2.5	-	-	-	-	-	-	2.5	-
Tyler Boyd	2.5	-	-	-	-	-	-	2.5	-
Greg Dortch	2.5	-	-	-	-	-	-	2.5	-
Troy Franklin	2.5	-	-	-	-	-	-	2.5	-
Elijah Moore	2.5	-	-	-	-	-	-	2.5	-
Malachi Corley	2.5	-	-	-	-	-	-	2.5	-
Tre Tucker	2.4	-	-	-	-	-	-	2.4	-
Dyami Brown	2.4	-	-	-	-	-	-	2.4	-
At Perry	2.4	-	-	-	-	-	-	2.4	-
Trey Palmer	2.3	-	-	-	-	-	-	2.3	-
Noah Brown	2.1	-	-	-	-	-	-	2.1	-
Luke Mccaffrey	2.1	-	-	-	-	-	-	2.1	-
Jonathan Mingo	2.1	-	-	-	-	-	-	2.1	-
Nelson Agholor	2.1	-	-	-	-	-	-	2.1	-
Alec Pierce	2.0	-	-	-	-	-	-	2.0	-
Jauan Jennings	2.0	-	-	-	-	-	-	2.0	-
Cedric Tillman	2.0	-	-	-	-	-	-	2.0	-
Devontez Walker	2.0	-	-	-	-	-	-	2.0	-
Kalif Raymond	1.9	-	-	-	-	-	-	1.9	-
Van Jefferson	1.9	-	-	-	-	-	-	1.9	-
Zay Jones	1.9	-	-	-	-	-	-	1.9	-
Treylon Burks	1.8	-	-	-	-	-	-	1.8	-
Allen Lazard	1.8	-	-	-	-	-	-	1.8	-
Jalen Nailor	1.7	-	-	-	-	-	-	1.7	-
Kj Osborn	1.7	-	-	-	-	-	-	1.7	-
Khadarel Hodge	1.7	-	-	-	-	-	-	1.7	-
Calvin Austin	1.6	-	-	-	-	-	-	1.6	-
Olamide Zaccheaus	1.6	-	-	-	-	-	-	1.6	-
Xavier Gipson	1.6	-	-	-	-	-	-	1.6	-
Juju Smith Schuster	1.6	-	-	-	-	-	-	1.6	-
Parker Washington	1.6	-	-	-	-	-	-	1.6	-
John Metchie	1.5	-	-	-	-	-	-	1.5	-
Trenton Irwin	1.5	-	-	-	-	-	-	1.5	-
David Bell	1.5	-	-	-	-	-	-	1.5	-
Javon Baker	1.4	-	-	-	-	-	-	1.4	-
Mack Hollins	1.3	-	-	-	-	-	-	1.3	-
Jake Bobo	1.3	-	-	-	-	-	-	1.3	-
Tutu Atwell	1.2	-	-	-	-	-	-	1.2	-
Justin Watson	1.2	-	-	-	-	-	-	1.2	-
Marquez Valdes Scantling	1.2	-	-	-	-	-	-	1.2	-
Isaiah Williams	1.1	-	-	-	-	-	-	1.1	-
Bub Means	1.1	-	-	-	-	-	-	1.1	-
Ryan Flournoy	1.1	-	-	-	-	-	-	1.1	-
Tyquan Thornton	1.0	-	-	-	-	-	-	1.0	-
Dj Montgomery	1.0	-	-	-	-	-	-	1.0	-
Isaiah Hodgins	1.0	-	-	-	-	-	-	1.0	-
Rakim Jarrett	1.0	-	-	-	-	-	-	1.0	-
Donovan Peoples Jones	1.0	-	-	-	-	-	-	1.0	-
Malik Washington	1.0	-	-	-	-	-	-	1.0	-
Trent Sherfield Sr	1.0	-	-	-	-	-	-	1.0	-
Parris Campbell	1.0	-	-	-	-	-	-	1.0	-
Ainias Smith	1.0	-	-	-	-	-	-	1.0	-
Jamari Thrash	1.0	-	-	-	-	-	-	1.0	-
Jacob Cowing	1.0	-	-	-	-	-	-	1.0	-
Marcus Rosemy Jacksaint	1.0	-	-	-	-	-	-	1.0	-
Tahj Washington	1.0	-	-	-	-	-	-	1.0	-
Brandon Johnson	1.0	-	-	-	-	-	-	1.0	-
Nikko Remigio	1.0	-	-	-	-	-	-	1.0	-
Kj Hamler	1.0	-	-	-	-	-	-	1.0	-
Quez Watkins	1.0	-	-	-	-	-	-	1.0	-
Michael Woods	1.0	-	-	-	-	-	-	1.0	-
Tejhaun Palmer	1.0	-	-	-	-	-	-	1.0	-
Allen Robinson	1.0	-	-	-	-	-	-	1.0	-
Ben Skowronek	1.0	-	-	-	-	-	-	1.0	-
Justyn Ross	1.0	-	-	-	-	-	-	1.0	-
Equanimeous St Brown	1.0	-	-	-	-	-	-	1.0	-
Brandon Powell	0.9	-	-	-	-	-	-	0.9	-
Braxton Berrios	0.9	-	-	-	-	-	-	0.9	-
Johnny Wilson	0.9	-	-	-	-	-	-	0.9	-
Devaughn Vele	0.9	-	-	-	-	-	-	0.9	-
Jordan Whittington	0.9	-	-	-	-	-	-	0.9	-
Nick Westbrook Ikhine	0.8	-	-	-	-	-	-	0.8	-
Tyler Scott	0.8	-	-	-	-	-	-	0.8	-
Casey Washington	0.8	-	-	-	-	-	-	0.8	-
Jalen Brooks	0.8	-	-	-	-	-	-	0.8	-
Skyy Moore	0.8	-	-	-	-	-	-	0.8	-
Jamison Crowder	0.7	-	-	-	-	-	-	0.7	-
David Moore	0.7	-	-	-	-	-	-	0.7	-
Jalen Reagor	0.7	-	-	-	-	-	-	0.7	-
Zach Pascal	0.7	-	-	-	-	-	-	0.7	-
Robbie Chosen	0.7	-	-	-	-	-	-	0.7	-
Derius Davis	0.6	-	-	-	-	-	-	0.6	-
Robert Woods	0.6	-	-	-	-	-	-	0.6	-
Brenden Rice	0.6	-	-	-	-	-	-	0.6	-
Mason Tipton	0.6	-	-	-	-	-	-	0.6	-
Kayshon Boutte	0.6	-	-	-	-	-	-	0.6	-
Xavier Hutchinson	0.6	-	-	-	-	-	-	0.6	-
Mecole Hardman	0.6	-	-	-	-	-	-	0.6	-
Anthony Gould	0.6	-	-	-	-	-	-	0.6	-
Deonte Harty	0.6	-	-	-	-	-	-	0.6	-
Jalen Guyton	0.6	-	-	-	-	-	-	0.6	-
Ronnie Bell	0.6	-	-	-	-	-	-	0.6	-
Ashton Dulin	0.6	-	-	-	-	-	-	0.6	-
Jason Brownlee	0.6	-	-	-	-	-	-	0.6	-
Chris Conley	0.6	-	-	-	-	-	-	0.6	-
Tim Jones	0.6	-	-	-	-	-	-	0.6	-
John Stephens	0.5	-	-	-	-	-	-	0.5	-
Chris Moore	0.5	-	-	-	-	-	-	0.5	-
Charlie Jones	0.5	-	-	-	-	-	-	0.5	-
Bo Melton	0.5	-	-	-	-	-	-	0.5	-
Malik Heath	0.5	-	-	-	-	-	-	0.5	-
Devin Duvernay	0.4	-	-	-	-	-	-	0.4	-
Bryce Ford Wheaton	0.4	-	-	-	-	-	-	0.4	-
Dareke Young	0.4	-	-	-	-	-	-	0.4	-
River Cracraft	0.3	-	-	-	-	-	-	0.3	-
Scotty Miller	0.3	-	-	-	-	-	-	0.3	-
Britain Covey	0.3	-	-	-	-	-	-	0.3	-
Laviska Shenault	0.2	-	-	-	-	-	-	0.2	-
Gunner Olszewski	0.2	-	-	-	-	-	-	0.2	-
Dj Turner	0.2	-	-	-	-	-	-	0.2	-
Irvin Charles	0.2	-	-	-	-	-	-	0.2	-
Tyler Johnson	0.2	-	-	-	-	-	-	0.2	-
Montrell Washington	0.2	-	-	-	-	-	-	0.2	-
Simi Fehoko	0.2	-	-	-	-	-	-	0.2	-
Cody White	0.2	-	-	-	-	-	-	0.2	-
Trishton Jackson	0.2	-	-	-	-	-	-	0.2	-
Kristian Wilkerson	0.2	-	-	-	-	-	-	0.2	-
Tylan Wallace	0.1	-	-	-	-	-	-	0.1	-
Velus Jones	0.1	-	-	-	-	-	-	0.1	-
Kyle Philips	0.1	-	-	-	-	-	-	0.1	-
David Sills V	0.1	-	-	-	-	-	-	0.1	-
Byron Pringle	0.1	-	-	-	-	-	-	0.1	-
Trequan Smith	0.0	-	-	-	-	-	-	0.0	-
Terrace Marshall	0.0	-	-	-	-	-	-	0.0	-
Dee Eskridge	0.0	-	-	-	-	-	-	0.0	-
Jhaquan Jackson	0.0	-	-	-	-	-	-	0.0	-
Deandre Carter	0.0	-	-	-	-	-	-	0.0	-
