Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Patrick Mahomes	33.2	34.5	32.5	33.5	33.5	32.5	33.5	32.7	-
Dak Prescott	29.5	30.5	28.5	29.5	29.5	29.5	28.5	30.5	-
Joe Burrow	28.0	28.5	27.5	27.5	27.5	27.5	27.5	30.1	-
Brock Purdy	27.9	28.5	28.5	26.5	28.5	27.5	26.5	29.6	-
Cj Stroud	27.8	28.5	27.5	26.5	27.5	26.5	28.5	29.5	-
Jordan Love	27.6	27.5	27.5	26.5	27.5	27.5	27.5	29.4	-
Josh Allen	27.4	27.5	27.5	26.5	27.5	-	27.5	27.7	-
Kirk Cousins	27.0	27.5	26.5	26.5	27.5	26.5	27.5	27.1	-
Jared Goff	26.6	25.5	26.5	25.5	26.5	27.5	-	28.0	-
Aaron Rodgers	26.2	26.5	25.5	27.5	25.5	25.5	26.5	26.2	-
Tua Tagovailoa	25.3	25.5	25.5	23.5	25.5	24.5	25.5	27.3	-
Baker Mayfield	23.5	23.5	22.5	23.5	23.5	22.5	23.5	25.8	-
Matthew Stafford	23.4	22.5	23.5	22.5	23.5	22.5	22.5	26.9	-
Caleb Williams	23.2	23.5	22.5	21.5	23.5	22.5	23.5	25.3	-
Lamar Jackson	22.9	22.5	22.5	22.5	22.5	22.5	22.5	25.0	-
Justin Herbert	22.5	22.5	21.5	-	21.5	-	-	24.5	-
Jalen Hurts	22.1	22.5	21.5	21.5	21.5	21.5	21.5	24.4	-
Trevor Lawrence	21.9	22.5	21.5	21.5	21.5	20.5	21.5	24.4	-
Derek Carr	21.9	21.5	21.5	22.5	21.5	20.5	21.5	24.5	-
Geno Smith	21.4	-	20.5	21.5	20.5	20.5	-	24.1	-
Kyler Murray	20.6	21.5	20.5	20.5	20.5	18.5	20.5	22.0	-
Sam Darnold	19.8	19.5	19.5	18.5	19.5	-	-	21.9	-
Will Levis	19.5	20.5	18.5	17.5	18.5	19.5	19.5	22.2	-
Deshaun Watson	19.4	19.5	18.5	18.5	18.5	-	18.5	23.0	-
Bo Nix	18.7	18.5	-	-	18.5	-	-	19.0	-
Bryce Young	18.3	18.5	17.5	18.5	18.5	17.5	18.5	19.3	-
Anthony Richardson	17.9	18.5	17.5	17.5	17.5	16.5	17.5	20.0	-
Jayden Daniels	17.9	18.5	16.5	17.5	16.5	17.5	18.5	20.1	-
Gardner Minshew	17.7	18.5	-	-	18.5	-	-	16.1	-
Daniel Jones	16.0	16.5	14.5	-	16.5	-	-	16.6	-
Russell Wilson	15.7	-	-	14.5	14.5	-	-	18.2	-
Drake Maye	12.2	-	-	-	-	-	-	12.2	-
Jacoby Brissett	7.4	-	-	-	-	-	-	7.4	-
Aidan Oconnell	6.5	-	-	-	-	-	-	6.5	-
Justin Fields	4.1	-	-	-	-	-	-	4.1	-
Drew Lock	3.3	-	-	-	-	-	-	3.3	-
Sam Howell	3.1	-	-	-	-	-	-	3.1	-
Nick Mullens	3.0	-	-	-	-	-	-	3.0	-
Jameis Winston	2.5	-	-	-	-	-	-	2.5	-
Michael Penix	2.5	-	-	-	-	-	-	2.5	-
Jarrett Stidham	2.4	-	-	-	-	-	-	2.4	-
Jake Browning	2.4	-	-	-	-	-	-	2.4	-
Spencer Rattler	2.4	-	-	-	-	-	-	2.4	-
Jimmy Garoppolo	2.1	-	-	-	-	-	-	2.1	-
Carson Wentz	2.1	-	-	-	-	-	-	2.1	-
Mitchell Trubisky	2.0	-	-	-	-	-	-	2.0	-
Cooper Rush	2.0	-	-	-	-	-	-	2.0	-
Hendon Hooker	1.9	-	-	-	-	-	-	1.9	-
Josh Johnson	1.9	-	-	-	-	-	-	1.9	-
Tyrod Taylor	1.9	-	-	-	-	-	-	1.9	-
Davis Mills	1.9	-	-	-	-	-	-	1.9	-
Malik Willis	1.9	-	-	-	-	-	-	1.9	-
Joshua Dobbs	1.8	-	-	-	-	-	-	1.8	-
Joe Flacco	1.8	-	-	-	-	-	-	1.8	-
Skylar Thompson	1.7	-	-	-	-	-	-	1.7	-
Tyson Bagent	1.7	-	-	-	-	-	-	1.7	-
Taylor Heinicke	1.7	-	-	-	-	-	-	1.7	-
Mac Jones	1.7	-	-	-	-	-	-	1.7	-
Kyle Trask	1.7	-	-	-	-	-	-	1.7	-
Mason Rudolph	1.7	-	-	-	-	-	-	1.7	-
Clayton Tune	1.6	-	-	-	-	-	-	1.6	-
Kenny Pickett	1.6	-	-	-	-	-	-	1.6	-
