Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Tucker Kraft	341.3	-	-	-	-	-	-	341.3	-
Kylen Granson	333.6	-	-	-	-	-	-	333.6	-
Tyler Higbee	323.9	-	-	-	-	-	-	323.9	-
Michael Mayer	313.0	-	-	-	-	-	-	313.0	-
Jatavion Sanders	311.0	-	-	-	-	-	-	311.0	-
Gerald Everett	302.0	-	-	-	-	-	-	302.0	-
Dawson Knox	297.5	-	-	-	-	-	-	297.5	-
Daniel Bellinger	297.5	-	-	-	-	-	-	297.5	-
Colby Parkinson	293.6	-	-	-	-	-	-	293.6	-
Tommy Tremble	261.6	-	-	-	-	-	-	261.6	-
Will Dissly	238.7	-	-	-	-	-	-	238.7	-
Noah Gray	237.7	-	-	-	-	-	-	237.7	-
Mo Alie Cox	194.1	-	-	-	-	-	-	194.1	-
Durham Smythe	191.4	-	-	-	-	-	-	191.4	-
Josh Oliver	190.5	-	-	-	-	-	-	190.5	-
Austin Hooper	184.4	-	-	-	-	-	-	184.4	-
Brevin Jordan	183.8	-	-	-	-	-	-	183.8	-
Elijah Higgins	177.6	-	-	-	-	-	-	177.6	-
Johnny Mundt	174.0	-	-	-	-	-	-	174.0	-
Jaheim Bell	172.0	-	-	-	-	-	-	172.0	-
Tanner Hudson	171.1	-	-	-	-	-	-	171.1	-
Adam Trautman	168.4	-	-	-	-	-	-	168.4	-
Jeremy Ruckert	165.9	-	-	-	-	-	-	165.9	-
Brock Wright	163.2	-	-	-	-	-	-	163.2	-
Robert Tonyan	153.0	-	-	-	-	-	-	153.0	-
Darnell Washington	151.7	-	-	-	-	-	-	151.7	-
Donald Parham	150.5	-	-	-	-	-	-	150.5	-
Connor Heyward	130.7	-	-	-	-	-	-	130.7	-
Ian Thomas	129.5	-	-	-	-	-	-	129.5	-
Davis Allen	129.2	-	-	-	-	-	-	129.2	-
Foster Moreau	128.5	-	-	-	-	-	-	128.5	-
Josh Whyle	127.7	-	-	-	-	-	-	127.7	-
Will Mallory	126.9	-	-	-	-	-	-	126.9	-
Pharaoh Brown	126.4	-	-	-	-	-	-	126.4	-
Jordan Akins	124.7	-	-	-	-	-	-	124.7	-
Devin Culp	124.0	-	-	-	-	-	-	124.0	-
Luke Schoonmaker	123.8	-	-	-	-	-	-	123.8	-
Tanner Mclachlan	122.5	-	-	-	-	-	-	122.5	-
Aj Barner	118.3	-	-	-	-	-	-	118.3	-
Stone Smartt	117.9	-	-	-	-	-	-	117.9	-
Drew Ogletree	114.5	-	-	-	-	-	-	114.5	-
Jared Wiley	112.6	-	-	-	-	-	-	112.6	-
Cade Stover	105.8	-	-	-	-	-	-	105.8	-
Lucas Krull	103.5	-	-	-	-	-	-	103.5	-
Erick All	103.0	-	-	-	-	-	-	103.0	-
Travis Vokolek	102.0	-	-	-	-	-	-	102.0	-
Tip Reiman	99.1	-	-	-	-	-	-	99.1	-
Payne Durham	96.8	-	-	-	-	-	-	96.8	-
Dallin Holker	95.4	-	-	-	-	-	-	95.4	-
Jack Stoll	95.0	-	-	-	-	-	-	95.0	-
Drew Sample	94.2	-	-	-	-	-	-	94.2	-
Brenton Strange	92.1	-	-	-	-	-	-	92.1	-
Cameron Latu	88.0	-	-	-	-	-	-	88.0	-
Luke Farrell	87.9	-	-	-	-	-	-	87.9	-
Grant Calcaterra	85.7	-	-	-	-	-	-	85.7	-
Messiah Swinson	85.0	-	-	-	-	-	-	85.0	-
Ross Dwelley	83.6	-	-	-	-	-	-	83.6	-
Albert Okwuegbunam	82.0	-	-	-	-	-	-	82.0	-
John Bates	80.6	-	-	-	-	-	-	80.6	-
Peyton Hendershot	77.3	-	-	-	-	-	-	77.3	-
Harrison Bryant	73.9	-	-	-	-	-	-	73.9	-
Brenden Bates	71.0	-	-	-	-	-	-	71.0	-
Mycole Pruitt	67.4	-	-	-	-	-	-	67.4	-
Quintin Morris	65.5	-	-	-	-	-	-	65.5	-
Hunter Long	64.7	-	-	-	-	-	-	64.7	-
Julian Hill	63.9	-	-	-	-	-	-	63.9	-
Charlie Kolar	63.5	-	-	-	-	-	-	63.5	-
Charlie Woerner	62.4	-	-	-	-	-	-	62.4	-
Marcedes Lewis	59.2	-	-	-	-	-	-	59.2	-
Eric Saubert	57.2	-	-	-	-	-	-	57.2	-
Josiah Deguara	51.0	-	-	-	-	-	-	51.0	-
Ben Sims	49.5	-	-	-	-	-	-	49.5	-
Brady Russell	48.5	-	-	-	-	-	-	48.5	-
Nate Adkins	47.6	-	-	-	-	-	-	47.6	-
Chris Manhertz	46.8	-	-	-	-	-	-	46.8	-
Ko Kieft	46.1	-	-	-	-	-	-	46.1	-
Anthony Firkser	41.4	-	-	-	-	-	-	41.4	-
Parker Hesse	36.8	-	-	-	-	-	-	36.8	-
Nick Muse	35.7	-	-	-	-	-	-	35.7	-
Kenny Yeboah	28.6	-	-	-	-	-	-	28.6	-
Mitchell Wilcox	24.5	-	-	-	-	-	-	24.5	-
Teagan Quitoriano	22.3	-	-	-	-	-	-	22.3	-
Stephen Carlson	19.3	-	-	-	-	-	-	19.3	-
Tommy Hudson	19.3	-	-	-	-	-	-	19.3	-
Jake Tonges	17.3	-	-	-	-	-	-	17.3	-
