Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Patrick Mahomes	4287.1	4350.5	4225.5	4300.5	4300.5	4200.5	4240.5	4391.7	-
Cj Stroud	4193.9	4150.5	4175.5	4175.5	4175.5	4150.5	-	4336.0	-
Dak Prescott	4101.3	4100.5	4075.5	4050.5	4150.5	4100.5	4050.5	4181.0	-
Tua Tagovailoa	4078.1	4100.5	4000.5	4000.5	4075.5	4050.5	4050.5	4268.9	-
Jared Goff	4058.5	4050.5	4025.5	4000.5	4000.5	4100.5	4000.5	4231.8	-
Joe Burrow	4039.5	-	4000.5	4000.5	4000.5	4050.5	3945.5	4239.3	-
Brock Purdy	3896.9	3900.5	3850.5	3825.5	3925.5	3800.5	3900.5	4075.2	-
Matthew Stafford	3885.1	3900.5	3825.5	3825.5	3875.5	3800.5	3840.5	4127.5	-
Jordan Love	3870.1	3900.5	3825.5	3825.5	3850.5	3850.5	3850.5	3987.6	-
Kirk Cousins	3859.5	3800.5	3800.5	3875.5	3850.5	3800.5	3850.5	4038.8	-
Josh Allen	3823.3	3750.5	3800.5	3825.5	3750.5	-	3750.5	4062.4	-
Trevor Lawrence	3809.1	3800.5	3775.5	3725.5	3800.5	3800.5	3775.5	3985.7	-
Aaron Rodgers	3677.8	3650.5	3600.5	3675.5	3650.5	3650.5	3675.5	3841.6	-
Justin Herbert	3656.8	3600.5	3575.5	-	3600.5	-	-	3850.6	-
Jalen Hurts	3611.9	3600.5	3525.5	3525.5	3625.5	3600.5	3595.5	3810.6	-
Baker Mayfield	3610.8	3550.5	3500.5	3575.5	3500.5	3550.5	3650.5	3947.7	-
Caleb Williams	3537.4	3500.5	3500.5	3550.5	3450.5	3500.5	3475.5	3783.9	-
Sam Darnold	3518.2	3500.5	3475.5	3375.5	-	-	-	3721.5	-
Kyler Murray	3505.6	3550.5	3525.5	3450.5	3450.5	3400.5	3450.5	3711.3	-
Geno Smith	3494.5	-	3425.5	3400.5	3450.5	3450.5	-	3745.7	-
Derek Carr	3456.5	3350.5	3325.5	3425.5	3400.5	3400.5	3450.5	3842.4	-
Will Levis	3442.4	3400.5	3375.5	3325.5	3400.5	3400.5	3465.5	3728.6	-
Deshaun Watson	3354.1	3300.5	3200.5	3225.5	3300.5	-	3350.5	3747.3	-
Lamar Jackson	3324.4	3250.5	3275.5	3325.5	3250.5	3350.5	3250.5	3567.9	-
Bryce Young	3239.8	3200.5	3200.5	3225.5	3200.5	3200.5	3200.5	3450.9	-
Anthony Richardson	3183.5	3200.5	3075.5	3075.5	3075.5	3100.5	3250.5	3506.3	-
Jayden Daniels	3162.3	3150.5	3025.5	3050.5	3075.5	3150.5	3100.5	3583.0	-
Bo Nix	3094.2	3100.5	3015.5	-	3050.5	-	-	3210.5	-
Gardner Minshew	2872.9	2925.5	-	-	2900.5	-	-	2792.8	-
Daniel Jones	2796.6	2800.5	2625.5	2700.5	2750.5	-	2675.5	3227.2	-
Russell Wilson	2675.9	-	-	2400.5	-	-	-	2951.4	-
Drake Maye	2452.3	-	-	-	-	-	-	2452.3	-
Jacoby Brissett	1300.9	-	-	-	-	-	-	1300.9	-
Aidan Oconnell	1242.7	-	-	-	-	-	-	1242.7	-
Justin Fields	761.3	-	-	-	-	-	-	761.3	-
Nick Mullens	562.0	-	-	-	-	-	-	562.0	-
Drew Lock	505.0	-	-	-	-	-	-	505.0	-
Sam Howell	494.1	-	-	-	-	-	-	494.1	-
Jarrett Stidham	439.7	-	-	-	-	-	-	439.7	-
Jameis Winston	423.9	-	-	-	-	-	-	423.9	-
Skylar Thompson	340.6	-	-	-	-	-	-	340.6	-
Hendon Hooker	338.4	-	-	-	-	-	-	338.4	-
Spencer Rattler	336.7	-	-	-	-	-	-	336.7	-
Michael Penix	334.1	-	-	-	-	-	-	334.1	-
Jake Browning	328.0	-	-	-	-	-	-	328.0	-
Joe Flacco	317.6	-	-	-	-	-	-	317.6	-
Jimmy Garoppolo	317.4	-	-	-	-	-	-	317.4	-
Clayton Tune	305.6	-	-	-	-	-	-	305.6	-
Cooper Rush	298.8	-	-	-	-	-	-	298.8	-
Mac Jones	293.7	-	-	-	-	-	-	293.7	-
Josh Johnson	293.5	-	-	-	-	-	-	293.5	-
Tyson Bagent	291.0	-	-	-	-	-	-	291.0	-
Davis Mills	290.2	-	-	-	-	-	-	290.2	-
Carson Wentz	285.7	-	-	-	-	-	-	285.7	-
Kenny Pickett	283.3	-	-	-	-	-	-	283.3	-
Mason Rudolph	281.0	-	-	-	-	-	-	281.0	-
Mitchell Trubisky	275.0	-	-	-	-	-	-	275.0	-
Taylor Heinicke	274.8	-	-	-	-	-	-	274.8	-
Tyrod Taylor	273.1	-	-	-	-	-	-	273.1	-
Marcus Mariota	272.2	-	-	-	-	-	-	272.2	-
Andy Dalton	270.3	-	-	-	-	-	-	270.3	-
Joshua Dobbs	267.2	-	-	-	-	-	-	267.2	-
Kyle Trask	265.5	-	-	-	-	-	-	265.5	-
Malik Willis	256.0	-	-	-	-	-	-	256.0	-
Easton Stick	215.0	-	-	-	-	-	-	215.0	-
Case Keenum	205.0	-	-	-	-	-	-	205.0	-
Tyler Huntley	202.0	-	-	-	-	-	-	202.0	-
Zach Wilson	200.0	-	-	-	-	-	-	200.0	-
Tommy Devito	190.0	-	-	-	-	-	-	190.0	-
Michael Pratt	190.0	-	-	-	-	-	-	190.0	-
Joe Milton	190.0	-	-	-	-	-	-	190.0	-
