Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Jordan Travis	188.0	-	-	-	-	-	-	188.0	-
Trey Lance	177.0	-	-	-	-	-	-	177.0	-
Jaren Hall	174.0	-	-	-	-	-	-	174.0	-
Mike White	155.0	-	-	-	-	-	-	155.0	-
Sean Clifford	154.0	-	-	-	-	-	-	154.0	-
Kyle Allen	149.0	-	-	-	-	-	-	149.0	-
Bailey Zappe	140.0	-	-	-	-	-	-	140.0	-
Dorian Thompson Robinson	121.5	-	-	-	-	-	-	121.5	-
Jake Haener	119.0	-	-	-	-	-	-	119.0	-
Sam Hartman	100.0	-	-	-	-	-	-	100.0	-
Stetson Bennett	92.0	-	-	-	-	-	-	92.0	-
Tanner Mckee	80.0	-	-	-	-	-	-	80.0	-
Sam Ehlinger	76.0	-	-	-	-	-	-	76.0	-
Devin Leary	65.0	-	-	-	-	-	-	65.0	-
Taysom Hill	38.0	-	-	-	-	-	-	38.0	-
