Player	Prop	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
	rec_yd	102.2	-	-	-	-	-	-	102.2	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Tyrone Tracy
71.39 FPTS	rush_att	102.4	-	-	-	-	-	-	102.4	-
17.10 ADP	rush_yd	396.4	-	-	-	-	-	-	396.4	-
	rush_td	2.5	-	-	-	-	-	-	2.5	-
	rec	16.3	-	-	-	-	-	-	16.3	-
	rec_yd	119.5	-	-	-	-	-	-	119.5	-
	rec_td	0.8	-	-	-	-	-	-	0.8	-

Braelon Allen
69.95 FPTS	rush_att	103.9	-	-	-	-	-	-	103.9	-
17.08 ADP	rush_yd	393.4	-	-	-	-	-	-	393.4	-
	rush_td	2.7	-	-	-	-	-	-	2.7	-
	rec	12.6	-	-	-	-	-	-	12.6	-
	rec_yd	96.1	-	-	-	-	-	-	96.1	-
	rec_td	0.8	-	-	-	-	-	-	0.8	-

Tank Bigsby
63.99 FPTS	rush_att	101.5	-	-	-	-	-	-	101.5	-
19.07 ADP	rush_yd	343.1	-	-	-	-	-	-	343.1	-
	rush_td	3.6	-	-	-	-	-	-	3.6	-
	rec	9.2	-	-	-	-	-	-	9.2	-
	rec_yd	62.8	-	-	-	-	-	-	62.8	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Miles Sanders
57.54 FPTS	rush_att	96.9	-	-	-	-	-	-	96.9	-
23.01 ADP	rush_yd	349.6	-	-	-	-	-	-	349.6	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	16.2	-	-	-	-	-	-	16.2	-
	rec_yd	99.8	-	-	-	-	-	-	99.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Kenneth Gainwell
	rush_att	72.2	-	-	-	-	-	-	72.2	-
	rush_yd	277.3	-	-	-	-	-	-	277.3	-
	rush_td	2.1	-	-	-	-	-	-	2.1	-
	rec	17.8	-	-	-	-	-	-	17.8	-
	rec_yd	124.1	-	-	-	-	-	-	124.1	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Jaylen Wright
54.88 FPTS	rush_att	57.8	-	-	-	-	-	-	57.8	-
12.09 ADP	rush_yd	270.4	-	-	-	-	-	-	270.4	-
	rush_td	2.2	-	-	-	-	-	-	2.2	-
	rec	12.8	-	-	-	-	-	-	12.8	-
	rec_yd	104.4	-	-	-	-	-	-	104.4	-
	rec_td	0.7	-	-	-	-	-	-	0.7	-

Dameon Pierce
	rush_att	72.8	-	-	-	-	-	-	72.8	-
	rush_yd	306.2	-	-	-	-	-	-	306.2	-
	rush_td	2.2	-	-	-	-	-	-	2.2	-
	rec	10.5	-	-	-	-	-	-	10.5	-
	rec_yd	76.8	-	-	-	-	-	-	76.8	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Roschon Johnson
52.57 FPTS	rush_att	66.9	-	-	-	-	-	-	66.9	-
19.10 ADP	rush_yd	263.2	-	-	-	-	-	-	263.2	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	17.9	-	-	-	-	-	-	17.9	-
	rec_yd	118.5	-	-	-	-	-	-	118.5	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Audric Estime
	rush_att	68.2	-	-	-	-	-	-	68.2	-
	rush_yd	275.6	-	-	-	-	-	-	275.6	-
	rush_td	1.9	-	-	-	-	-	-	1.9	-
	rec	12.9	-	-	-	-	-	-	12.9	-
	rec_yd	96.9	-	-	-	-	-	-	96.9	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Clyde Edwards Helaire
50.63 FPTS	rush_att	58.3	-	-	-	-	-	-	58.3	-
19.12 ADP	rush_yd	225.3	-	-	-	-	-	-	225.3	-
	rush_td	1.5	-	-	-	-	-	-	1.5	-
	rec	14.2	-	-	-	-	-	-	14.2	-
	rec_yd	119.0	-	-	-	-	-	-	119.0	-
	rec_td	1.2	-	-	-	-	-	-	1.2	-

Donta Foreman
	rush_att	64.3	-	-	-	-	-	-	64.3	-
	rush_yd	280.4	-	-	-	-	-	-	280.4	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	10.6	-	-	-	-	-	-	10.6	-
	rec_yd	78.0	-	-	-	-	-	-	78.0	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Samaje Perine
	rush_att	46.9	-	-	-	-	-	-	46.9	-
	rush_yd	199.6	-	-	-	-	-	-	199.6	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	22.0	-	-	-	-	-	-	22.0	-
	rec_yd	172.8	-	-	-	-	-	-	172.8	-
	rec_td	0.8	-	-	-	-	-	-	0.8	-

Justice Hill
	rush_att	57.8	-	-	-	-	-	-	57.8	-
	rush_yd	231.1	-	-	-	-	-	-	231.1	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	13.8	-	-	-	-	-	-	13.8	-
	rec_yd	102.4	-	-	-	-	-	-	102.4	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Kendre Miller
	rush_att	54.2	-	-	-	-	-	-	54.2	-
	rush_yd	221.8	-	-	-	-	-	-	221.8	-
	rush_td	1.7	-	-	-	-	-	-	1.7	-
	rec	11.9	-	-	-	-	-	-	11.9	-
	rec_yd	100.5	-	-	-	-	-	-	100.5	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Keaton Mitchell
	rush_att	52.5	-	-	-	-	-	-	52.5	-
	rush_yd	255.0	-	-	-	-	-	-	255.0	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	8.6	-	-	-	-	-	-	8.6	-
	rec_yd	69.4	-	-	-	-	-	-	69.4	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Kimani Vidal
	rush_att	47.0	-	-	-	-	-	-	47.0	-
	rush_yd	231.8	-	-	-	-	-	-	231.8	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	10.8	-	-	-	-	-	-	10.8	-
	rec_yd	76.5	-	-	-	-	-	-	76.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Chris Rodriguez
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	235.0	-	-	-	-	-	-	235.0	-
	rush_td	2.0	-	-	-	-	-	-	2.0	-
	rec	7.0	-	-	-	-	-	-	7.0	-
	rec_yd	51.0	-	-	-	-	-	-	51.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Trey Sermon
	rush_att	52.8	-	-	-	-	-	-	52.8	-
	rush_yd	254.5	-	-	-	-	-	-	254.5	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	7.9	-	-	-	-	-	-	7.9	-
	rec_yd	54.5	-	-	-	-	-	-	54.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Dalvin Cook
	rush_att	49.3	-	-	-	-	-	-	49.3	-
	rush_yd	229.6	-	-	-	-	-	-	229.6	-
	rush_td	1.6	-	-	-	-	-	-	1.6	-
	rec	8.4	-	-	-	-	-	-	8.4	-
	rec_yd	60.8	-	-	-	-	-	-	60.8	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Isaac Guerendo
	rush_att	39.2	-	-	-	-	-	-	39.2	-
	rush_yd	226.5	-	-	-	-	-	-	226.5	-
	rush_td	1.9	-	-	-	-	-	-	1.9	-
	rec	6.5	-	-	-	-	-	-	6.5	-
	rec_yd	52.9	-	-	-	-	-	-	52.9	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Eric Gray
	rush_att	39.5	-	-	-	-	-	-	39.5	-
	rush_yd	206.5	-	-	-	-	-	-	206.5	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	10.8	-	-	-	-	-	-	10.8	-
	rec_yd	73.4	-	-	-	-	-	-	73.4	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Ty Johnson
	rush_att	39.7	-	-	-	-	-	-	39.7	-
	rush_yd	165.3	-	-	-	-	-	-	165.3	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	13.1	-	-	-	-	-	-	13.1	-
	rec_yd	111.2	-	-	-	-	-	-	111.2	-
	rec_td	0.7	-	-	-	-	-	-	0.7	-

Emanuel Wilson
	rush_att	40.8	-	-	-	-	-	-	40.8	-
	rush_yd	194.9	-	-	-	-	-	-	194.9	-
	rush_td	1.3	-	-	-	-	-	-	1.3	-
	rec	10.0	-	-	-	-	-	-	10.0	-
	rec_yd	72.7	-	-	-	-	-	-	72.7	-
	rec_td	0.5	-	-	-	-	-	-	0.5	-

Pierre Strong
	rush_att	51.1	-	-	-	-	-	-	51.1	-
	rush_yd	226.6	-	-	-	-	-	-	226.6	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	5.5	-	-	-	-	-	-	5.5	-
	rec_yd	42.3	-	-	-	-	-	-	42.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Cam Akers
	rush_att	41.3	-	-	-	-	-	-	41.3	-
	rush_yd	192.5	-	-	-	-	-	-	192.5	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	5.7	-	-	-	-	-	-	5.7	-
	rec_yd	43.6	-	-	-	-	-	-	43.6	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Emari Demercado
	rush_att	34.2	-	-	-	-	-	-	34.2	-
	rush_yd	149.1	-	-	-	-	-	-	149.1	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	13.4	-	-	-	-	-	-	13.4	-
	rec_yd	88.4	-	-	-	-	-	-	88.4	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Cordarrelle Patterson
	rush_att	36.0	-	-	-	-	-	-	36.0	-
	rush_yd	155.5	-	-	-	-	-	-	155.5	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	10.4	-	-	-	-	-	-	10.4	-
	rec_yd	79.0	-	-	-	-	-	-	79.0	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Evan Hull
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	134.0	-	-	-	-	-	-	134.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	8.0	-	-	-	-	-	-	8.0	-
	rec_yd	59.0	-	-	-	-	-	-	59.0	-
	rec_td	1.0	-	-	-	-	-	-	1.0	-

Will Shipley
	rush_att	30.0	-	-	-	-	-	-	30.0	-
	rush_yd	167.6	-	-	-	-	-	-	167.6	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	5.2	-	-	-	-	-	-	5.2	-
	rec_yd	40.6	-	-	-	-	-	-	40.6	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Deuce Vaughn
	rush_att	40.0	-	-	-	-	-	-	40.0	-
	rush_yd	148.0	-	-	-	-	-	-	148.0	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	9.1	-	-	-	-	-	-	9.1	-
	rec_yd	68.5	-	-	-	-	-	-	68.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Isaiah Davis
	rush_att	45.7	-	-	-	-	-	-	45.7	-
	rush_yd	168.4	-	-	-	-	-	-	168.4	-
	rush_td	1.3	-	-	-	-	-	-	1.3	-
	rec	5.6	-	-	-	-	-	-	5.6	-
	rec_yd	41.0	-	-	-	-	-	-	41.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Dylan Laube
	rush_att	27.0	-	-	-	-	-	-	27.0	-
	rush_yd	145.4	-	-	-	-	-	-	145.4	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	7.7	-	-	-	-	-	-	7.7	-
	rec_yd	57.2	-	-	-	-	-	-	57.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Tyler Goodson
	rush_att	25.1	-	-	-	-	-	-	25.1	-
	rush_yd	130.9	-	-	-	-	-	-	130.9	-
	rush_td	0.9	-	-	-	-	-	-	0.9	-
	rec	7.5	-	-	-	-	-	-	7.5	-
	rec_yd	54.4	-	-	-	-	-	-	54.4	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Rasheen Ali
	rush_att	26.4	-	-	-	-	-	-	26.4	-
	rush_yd	149.1	-	-	-	-	-	-	149.1	-
	rush_td	1.2	-	-	-	-	-	-	1.2	-
	rec	3.9	-	-	-	-	-	-	3.9	-
	rec_yd	31.0	-	-	-	-	-	-	31.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jase Mcclellan
	rush_att	31.2	-	-	-	-	-	-	31.2	-
	rush_yd	129.1	-	-	-	-	-	-	129.1	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	5.4	-	-	-	-	-	-	5.4	-
	rec_yd	43.7	-	-	-	-	-	-	43.7	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Michael Carter
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	111.0	-	-	-	-	-	-	111.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	10.0	-	-	-	-	-	-	10.0	-
	rec_yd	69.0	-	-	-	-	-	-	69.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Kevin Harris
	rush_att	4.5	-	-	-	-	-	-	4.5	-
	rush_yd	134.1	-	-	-	-	-	-	134.1	-
	rush_td	1.1	-	-	-	-	-	-	1.1	-
	rec	5.0	-	-	-	-	-	-	5.0	-
	rec_yd	36.6	-	-	-	-	-	-	36.6	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Kyle Juszczyk
	rush_att	5.6	-	-	-	-	-	-	5.6	-
	rush_yd	20.2	-	-	-	-	-	-	20.2	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	15.0	-	-	-	-	-	-	15.0	-
	rec_yd	143.7	-	-	-	-	-	-	143.7	-
	rec_td	1.1	-	-	-	-	-	-	1.1	-

Chase Edmonds
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	88.0	-	-	-	-	-	-	88.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	11.0	-	-	-	-	-	-	11.0	-
	rec_yd	83.0	-	-	-	-	-	-	83.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Jamycal Hasty
	rush_att	24.0	-	-	-	-	-	-	24.0	-
	rush_yd	105.2	-	-	-	-	-	-	105.2	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	9.6	-	-	-	-	-	-	9.6	-
	rec_yd	64.5	-	-	-	-	-	-	64.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jawhar Jordan
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	121.0	-	-	-	-	-	-	121.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	27.0	-	-	-	-	-	-	27.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Ronnie Rivers
	rush_att	29.7	-	-	-	-	-	-	29.7	-
	rush_yd	116.7	-	-	-	-	-	-	116.7	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	4.6	-	-	-	-	-	-	4.6	-
	rec_yd	33.3	-	-	-	-	-	-	33.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Deneric Prince
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	113.0	-	-	-	-	-	-	113.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	29.0	-	-	-	-	-	-	29.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Carson Steele
	rush_att	16.5	-	-	-	-	-	-	16.5	-
	rush_yd	106.8	-	-	-	-	-	-	106.8	-
	rush_td	0.9	-	-	-	-	-	-	0.9	-
	rec	4.6	-	-	-	-	-	-	4.6	-
	rec_yd	35.2	-	-	-	-	-	-	35.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Trayveon Williams
	rush_att	41.6	-	-	-	-	-	-	41.6	-
	rush_yd	111.4	-	-	-	-	-	-	111.4	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	6.1	-	-	-	-	-	-	6.1	-
	rec_yd	39.8	-	-	-	-	-	-	39.8	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Ameer Abdullah
	rush_att	26.8	-	-	-	-	-	-	26.8	-
	rush_yd	102.5	-	-	-	-	-	-	102.5	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	10.7	-	-	-	-	-	-	10.7	-
	rec_yd	78.4	-	-	-	-	-	-	78.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Craig Reynolds
	rush_att	21.6	-	-	-	-	-	-	21.6	-
	rush_yd	102.6	-	-	-	-	-	-	102.6	-
	rush_td	0.8	-	-	-	-	-	-	0.8	-
	rec	4.1	-	-	-	-	-	-	4.1	-
	rec_yd	33.3	-	-	-	-	-	-	33.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Dernest Johnson
	rush_att	31.8	-	-	-	-	-	-	31.8	-
	rush_yd	114.0	-	-	-	-	-	-	114.0	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	5.5	-	-	-	-	-	-	5.5	-
	rec_yd	39.2	-	-	-	-	-	-	39.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jeremy Mcnichols
	rush_att	18.4	-	-	-	-	-	-	18.4	-
	rush_yd	72.5	-	-	-	-	-	-	72.5	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	9.2	-	-	-	-	-	-	9.2	-
	rec_yd	69.5	-	-	-	-	-	-	69.5	-
	rec_td	0.4	-	-	-	-	-	-	0.4	-

Kenny Mcintosh
	rush_att	26.9	-	-	-	-	-	-	26.9	-
	rush_yd	89.4	-	-	-	-	-	-	89.4	-
	rush_td	0.6	-	-	-	-	-	-	0.6	-
	rec	4.1	-	-	-	-	-	-	4.1	-
	rec_yd	32.2	-	-	-	-	-	-	32.2	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Blake Watson
	rush_att	14.6	-	-	-	-	-	-	14.6	-
	rush_yd	84.1	-	-	-	-	-	-	84.1	-
	rush_td	0.7	-	-	-	-	-	-	0.7	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	28.6	-	-	-	-	-	-	28.6	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Hunter Luepke
	rush_att	7.4	-	-	-	-	-	-	7.4	-
	rush_yd	26.3	-	-	-	-	-	-	26.3	-
	rush_td	1.4	-	-	-	-	-	-	1.4	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	27.1	-	-	-	-	-	-	27.1	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Jeff Wilson
	rush_att	15.0	-	-	-	-	-	-	15.0	-
	rush_yd	80.2	-	-	-	-	-	-	80.2	-
	rush_td	0.6	-	-	-	-	-	-	0.6	-
	rec	3.2	-	-	-	-	-	-	3.2	-
	rec_yd	23.6	-	-	-	-	-	-	23.6	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Sean Tucker
	rush_att	25.5	-	-	-	-	-	-	25.5	-
	rush_yd	80.6	-	-	-	-	-	-	80.6	-
	rush_td	0.6	-	-	-	-	-	-	0.6	-
	rec	2.8	-	-	-	-	-	-	2.8	-
	rec_yd	21.4	-	-	-	-	-	-	21.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Dare Ogunbowale
	rush_att	16.7	-	-	-	-	-	-	16.7	-
	rush_yd	56.9	-	-	-	-	-	-	56.9	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	7.3	-	-	-	-	-	-	7.3	-
	rec_yd	54.7	-	-	-	-	-	-	54.7	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Julius Chestnut
	rush_att	20.7	-	-	-	-	-	-	20.7	-
	rush_yd	74.0	-	-	-	-	-	-	74.0	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	3.9	-	-	-	-	-	-	3.9	-
	rec_yd	31.4	-	-	-	-	-	-	31.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Jordan Mims
	rush_att	14.6	-	-	-	-	-	-	14.6	-
	rush_yd	60.8	-	-	-	-	-	-	60.8	-
	rush_td	0.6	-	-	-	-	-	-	0.6	-
	rec	3.5	-	-	-	-	-	-	3.5	-
	rec_yd	25.3	-	-	-	-	-	-	25.3	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Cody Schrader
	rush_att	31.0	-	-	-	-	-	-	31.0	-
	rush_yd	77.0	-	-	-	-	-	-	77.0	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	14.0	-	-	-	-	-	-	14.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Carlos Washington
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	37.0	-	-	-	-	-	-	37.0	-
	rush_td	1.0	-	-	-	-	-	-	1.0	-
	rec	4.0	-	-	-	-	-	-	4.0	-
	rec_yd	22.0	-	-	-	-	-	-	22.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Boston Scott
	rush_att	2.6	-	-	-	-	-	-	2.6	-
	rush_yd	54.8	-	-	-	-	-	-	54.8	-
	rush_td	0.5	-	-	-	-	-	-	0.5	-
	rec	2.4	-	-	-	-	-	-	2.4	-
	rec_yd	17.5	-	-	-	-	-	-	17.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Israel Abanikanda
	rush_att	14.9	-	-	-	-	-	-	14.9	-
	rush_yd	57.4	-	-	-	-	-	-	57.4	-
	rush_td	0.3	-	-	-	-	-	-	0.3	-
	rec	2.7	-	-	-	-	-	-	2.7	-
	rec_yd	19.0	-	-	-	-	-	-	19.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Sione Vaki
	rush_att	12.6	-	-	-	-	-	-	12.6	-
	rush_yd	60.0	-	-	-	-	-	-	60.0	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	2.5	-	-	-	-	-	-	2.5	-
	rec_yd	18.7	-	-	-	-	-	-	18.7	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Avery Williams
	rush_att	7.6	-	-	-	-	-	-	7.6	-
	rush_yd	35.0	-	-	-	-	-	-	35.0	-
	rush_td	0.4	-	-	-	-	-	-	0.4	-
	rec	3.9	-	-	-	-	-	-	3.9	-
	rec_yd	23.1	-	-	-	-	-	-	23.1	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Raheem Blackshear
	rush_att	7.2	-	-	-	-	-	-	7.2	-
	rush_yd	38.6	-	-	-	-	-	-	38.6	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	4.7	-	-	-	-	-	-	4.7	-
	rec_yd	34.6	-	-	-	-	-	-	34.6	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Malik Davis
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	55.0	-	-	-	-	-	-	55.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.0	-	-	-	-	-	-	3.0	-
	rec_yd	23.0	-	-	-	-	-	-	23.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Alec Ingold
	rush_att	1.1	-	-	-	-	-	-	1.1	-
	rush_yd	4.4	-	-	-	-	-	-	4.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	7.6	-	-	-	-	-	-	7.6	-
	rec_yd	55.5	-	-	-	-	-	-	55.5	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Hassan Haskins
	rush_att	9.5	-	-	-	-	-	-	9.5	-
	rush_yd	42.1	-	-	-	-	-	-	42.1	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	2.7	-	-	-	-	-	-	2.7	-
	rec_yd	17.4	-	-	-	-	-	-	17.4	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Emani Bailey
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	47.0	-	-	-	-	-	-	47.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	18.0	-	-	-	-	-	-	18.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Travis Homer
	rush_att	2.3	-	-	-	-	-	-	2.3	-
	rush_yd	32.3	-	-	-	-	-	-	32.3	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.1	-	-	-	-	-	-	3.1	-
	rec_yd	22.1	-	-	-	-	-	-	22.1	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Patrick Taylor
	rush_att	7.9	-	-	-	-	-	-	7.9	-
	rush_yd	28.0	-	-	-	-	-	-	28.0	-
	rush_td	0.2	-	-	-	-	-	-	0.2	-
	rec	1.9	-	-	-	-	-	-	1.9	-
	rec_yd	13.5	-	-	-	-	-	-	13.5	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Deejay Dallas
	rush_att	2.5	-	-	-	-	-	-	2.5	-
	rush_yd	28.0	-	-	-	-	-	-	28.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.5	-	-	-	-	-	-	3.5	-
	rec_yd	24.0	-	-	-	-	-	-	24.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Reggie Gilliam
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	0.0	-	-	-	-	-	-	0.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	4.4	-	-	-	-	-	-	4.4	-
	rec_yd	33.2	-	-	-	-	-	-	33.2	-
	rec_td	0.3	-	-	-	-	-	-	0.3	-

Nyheim Hines
	rush_att	1.3	-	-	-	-	-	-	1.3	-
	rush_yd	17.1	-	-	-	-	-	-	17.1	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	4.5	-	-	-	-	-	-	4.5	-
	rec_yd	32.3	-	-	-	-	-	-	32.3	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Patrick Ricard
	rush_att	2.7	-	-	-	-	-	-	2.7	-
	rush_yd	10.9	-	-	-	-	-	-	10.9	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.7	-	-	-	-	-	-	3.7	-
	rec_yd	26.2	-	-	-	-	-	-	26.2	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Adam Prentice
	rush_att	3.3	-	-	-	-	-	-	3.3	-
	rush_yd	14.0	-	-	-	-	-	-	14.0	-
	rush_td	0.1	-	-	-	-	-	-	0.1	-
	rec	3.3	-	-	-	-	-	-	3.3	-
	rec_yd	23.0	-	-	-	-	-	-	23.0	-
	rec_td	0.1	-	-	-	-	-	-	0.1	-

Keilan Robinson
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	33.0	-	-	-	-	-	-	33.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	2.0	-	-	-	-	-	-	2.0	-
	rec_yd	15.0	-	-	-	-	-	-	15.0	-
	rec_td	0.0	-	-	-	-	-	-	0.0	-

Michael Burton
	rush_att	2.4	-	-	-	-	-	-	2.4	-
	rush_yd	9.4	-	-	-	-	-	-	9.4	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
	rec	3.7	-	-	-	-	-	-	3.7	-
	rec_yd	24.5	-	-	-	-	-	-	24.5	-
	rec_td	0.2	-	-	-	-	-	-	0.2	-

Keaontay Ingram
	rush_att	0.0	-	-	-	-	-	-	0.0	-
	rush_yd	30.0	-	-	-	-	-	-	30.0	-
	rush_td	0.0	-	-	-	-	-	-	0.0	-
