Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Khalil Herbert	597.2	-	-	-	-	-	-	597.2	-
Tyjae Spears	585.6	-	-	550.5	-	-	-	620.7	-
Jk Dobbins	570.4	-	-	550.5	-	-	-	590.3	-
Ezekiel Elliott	563.2	575.5	-	475.5	575.5	525.5	-	663.8	-
Tyler Allgeier	549.2	-	-	-	-	-	-	549.2	-
Rico Dowdle	545.3	-	-	-	-	-	-	545.3	-
Blake Corum	544.5	-	-	-	500.5	-	-	588.5	-
Trey Benson	527.0	-	-	-	475.5	-	-	578.5	-
Jaleel Mclaughlin	498.4	-	-	-	-	-	-	498.4	-
Zach Charbonnet	486.4	-	-	-	-	-	-	486.4	-
Austin Ekeler	479.7	-	-	435.5	-	-	-	523.9	-
Antonio Gibson	461.3	-	-	-	-	-	-	461.3	-
Jordan Mason	442.0	-	-	-	-	-	-	442.0	-
Bucky Irving	436.6	-	-	-	-	-	-	436.6	-
Alexander Mattison	425.0	-	-	-	-	-	-	425.0	-
Jamaal Williams	420.4	-	-	-	-	-	-	420.4	-
Marshawn Lloyd	414.5	-	-	-	-	-	-	414.5	-
Tyrone Tracy	396.4	-	-	-	-	-	-	396.4	-
Braelon Allen	393.4	-	-	-	-	-	-	393.4	-
Ray Davis	390.5	-	-	-	-	-	-	390.5	-
Miles Sanders	349.6	-	-	-	-	-	-	349.6	-
Tank Bigsby	343.1	-	-	-	-	-	-	343.1	-
Dameon Pierce	306.2	-	-	-	-	-	-	306.2	-
Donta Foreman	280.4	-	-	-	-	-	-	280.4	-
Kenneth Gainwell	277.3	-	-	-	-	-	-	277.3	-
Audric Estime	275.6	-	-	-	-	-	-	275.6	-
Jaylen Wright	270.4	-	-	-	-	-	-	270.4	-
Roschon Johnson	263.2	-	-	-	-	-	-	263.2	-
Keaton Mitchell	255.0	-	-	-	-	-	-	255.0	-
Trey Sermon	254.5	-	-	-	-	-	-	254.5	-
Chris Rodriguez	235.0	-	-	-	-	-	-	235.0	-
Kimani Vidal	231.8	-	-	-	-	-	-	231.8	-
Justice Hill	231.1	-	-	-	-	-	-	231.1	-
Dalvin Cook	229.6	-	-	-	-	-	-	229.6	-
Pierre Strong	226.6	-	-	-	-	-	-	226.6	-
Isaac Guerendo	226.5	-	-	-	-	-	-	226.5	-
Clyde Edwards Helaire	225.3	-	-	-	-	-	-	225.3	-
Kendre Miller	221.8	-	-	-	-	-	-	221.8	-
Eric Gray	206.5	-	-	-	-	-	-	206.5	-
Samaje Perine	199.6	-	-	-	-	-	-	199.6	-
Emanuel Wilson	194.9	-	-	-	-	-	-	194.9	-
Cam Akers	192.5	-	-	-	-	-	-	192.5	-
Isaiah Davis	168.4	-	-	-	-	-	-	168.4	-
Will Shipley	167.6	-	-	-	-	-	-	167.6	-
Ty Johnson	165.3	-	-	-	-	-	-	165.3	-
Cordarrelle Patterson	155.5	-	-	-	-	-	-	155.5	-
Emari Demercado	149.1	-	-	-	-	-	-	149.1	-
Rasheen Ali	149.1	-	-	-	-	-	-	149.1	-
Deuce Vaughn	148.0	-	-	-	-	-	-	148.0	-
Dylan Laube	145.4	-	-	-	-	-	-	145.4	-
Kevin Harris	134.1	-	-	-	-	-	-	134.1	-
Evan Hull	134.0	-	-	-	-	-	-	134.0	-
Tyler Goodson	130.9	-	-	-	-	-	-	130.9	-
Jase Mcclellan	129.1	-	-	-	-	-	-	129.1	-
Jawhar Jordan	121.0	-	-	-	-	-	-	121.0	-
Ronnie Rivers	116.7	-	-	-	-	-	-	116.7	-
Dernest Johnson	114.0	-	-	-	-	-	-	114.0	-
Deneric Prince	113.0	-	-	-	-	-	-	113.0	-
Trayveon Williams	111.4	-	-	-	-	-	-	111.4	-
Michael Carter	111.0	-	-	-	-	-	-	111.0	-
Carson Steele	106.8	-	-	-	-	-	-	106.8	-
Jamycal Hasty	105.2	-	-	-	-	-	-	105.2	-
Craig Reynolds	102.6	-	-	-	-	-	-	102.6	-
Ameer Abdullah	102.5	-	-	-	-	-	-	102.5	-
Kenny Mcintosh	89.4	-	-	-	-	-	-	89.4	-
Chase Edmonds	88.0	-	-	-	-	-	-	88.0	-
Blake Watson	84.1	-	-	-	-	-	-	84.1	-
Sean Tucker	80.6	-	-	-	-	-	-	80.6	-
Jeff Wilson	80.2	-	-	-	-	-	-	80.2	-
Cody Schrader	77.0	-	-	-	-	-	-	77.0	-
Julius Chestnut	74.0	-	-	-	-	-	-	74.0	-
Jeremy Mcnichols	72.5	-	-	-	-	-	-	72.5	-
Jordan Mims	60.8	-	-	-	-	-	-	60.8	-
Sione Vaki	60.0	-	-	-	-	-	-	60.0	-
Israel Abanikanda	57.4	-	-	-	-	-	-	57.4	-
Dare Ogunbowale	56.9	-	-	-	-	-	-	56.9	-
Malik Davis	55.0	-	-	-	-	-	-	55.0	-
Boston Scott	54.8	-	-	-	-	-	-	54.8	-
Emani Bailey	47.0	-	-	-	-	-	-	47.0	-
Hassan Haskins	42.1	-	-	-	-	-	-	42.1	-
Raheem Blackshear	38.6	-	-	-	-	-	-	38.6	-
Carlos Washington	37.0	-	-	-	-	-	-	37.0	-
Avery Williams	35.0	-	-	-	-	-	-	35.0	-
Keilan Robinson	33.0	-	-	-	-	-	-	33.0	-
Travis Homer	32.3	-	-	-	-	-	-	32.3	-
Keaontay Ingram	30.0	-	-	-	-	-	-	30.0	-
Patrick Taylor	28.0	-	-	-	-	-	-	28.0	-
Deejay Dallas	28.0	-	-	-	-	-	-	28.0	-
Hunter Luepke	26.3	-	-	-	-	-	-	26.3	-
Myles Gaskin	26.0	-	-	-	-	-	-	26.0	-
Lamical Perine	25.0	-	-	-	-	-	-	25.0	-
Kyle Juszczyk	20.2	-	-	-	-	-	-	20.2	-
Nyheim Hines	17.1	-	-	-	-	-	-	17.1	-
Tyrion Davis Price	17.0	-	-	-	-	-	-	17.0	-
Adam Prentice	14.0	-	-	-	-	-	-	14.0	-
Patrick Ricard	10.9	-	-	-	-	-	-	10.9	-
Michael Burton	9.4	-	-	-	-	-	-	9.4	-
Cj Ham	8.3	-	-	-	-	-	-	8.3	-
Alec Ingold	4.4	-	-	-	-	-	-	4.4	-
Reggie Gilliam	0.0	-	-	-	-	-	-	0.0	-
