Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Christian Mccaffrey	1156.0	1150.5	1100.5	1150.5	1125.5	1150.5	1125.5	1289.3	-
Jonathan Taylor	1082.0	1075.5	1050.5	1050.5	1025.5	1075.5	1025.5	1270.7	-
Breece Hall	1040.3	1050.5	1050.5	1050.5	1025.5	975.5	1000.5	1129.4	-
Saquon Barkley	1030.9	1000.5	1000.5	-	1025.5	1025.5	1005.5	1127.6	-
Bijan Robinson	1013.4	1000.5	1025.5	1020.5	1000.5	950.5	975.5	1120.9	-
Derrick Henry	993.7	975.5	950.5	950.5	975.5	950.5	950.5	1203.1	-
Kyren Williams	973.5	-	925.5	925.5	950.5	950.5	-	1115.5	-
Josh Jacobs	952.6	950.5	950.5	950.5	925.5	900.5	925.5	1065.4	-
Travis Etienne	934.8	925.5	925.5	900.5	900.5	950.5	915.5	1025.4	-
Isiah Pacheco	931.0	900.5	925.5	900.5	925.5	900.5	900.5	1064.0	-
James Cook	930.9	925.5	900.5	875.5	950.5	900.5	-	1033.2	-
Kenneth Walker	921.5	-	900.5	925.5	875.5	900.5	-	1005.7	-
Jahmyr Gibbs	883.7	-	825.5	-	-	-	-	941.9	-
Najee Harris	856.4	-	800.5	-	850.5	-	825.5	949.0	-
Joe Mixon	852.1	850.5	825.5	800.5	850.5	825.5	850.5	961.8	-
David Montgomery	833.9	-	825.5	800.5	825.5	-	815.5	902.4	-
Rachaad White	823.8	825.5	800.5	775.5	825.5	800.5	825.5	913.9	-
Zamir White	823.8	800.5	800.5	800.5	825.5	800.5	750.5	988.6	-
Rhamondre Stevenson	794.7	-	775.5	775.5	775.5	775.5	-	871.3	-
Devon Achane	783.6	750.5	775.5	775.5	775.5	750.5	750.5	907.1	-
James Conner	782.0	-	775.5	725.5	775.5	750.5	-	882.9	-
Tony Pollard	753.4	775.5	700.5	700.5	750.5	725.5	775.5	846.1	-
Aaron Jones	749.6	750.5	725.5	700.5	750.5	700.5	750.5	869.1	-
Devin Singletary	742.9	725.5	750.5	700.5	750.5	700.5	725.5	847.3	-
Javonte Williams	742.4	-	-	-	-	650.5	-	834.3	-
Nick Chubb	726.7	-	-	-	-	-	-	726.7	-
Brian Robinson	725.8	-	-	-	-	675.5	-	776.1	-
Zack Moss	723.4	700.5	775.5	-	700.5	725.5	700.5	737.6	-
Dandre Swift	719.8	725.5	675.5	700.5	750.5	675.5	700.5	810.5	-
Raheem Mostert	692.8	675.5	650.5	675.5	675.5	-	675.5	804.1	-
Gus Edwards	677.4	-	-	625.5	-	625.5	-	781.1	-
Alvin Kamara	668.6	625.5	650.5	650.5	650.5	650.5	650.5	802.4	-
Jonathon Brooks	664.3	-	-	-	-	-	-	664.3	-
Jerome Ford	663.0	-	-	-	-	-	-	663.0	-
Jaylen Warren	656.1	-	615.5	675.5	-	-	-	677.4	-
Chuba Hubbard	636.2	-	-	-	650.5	-	-	622.0	-
Chase Brown	618.2	-	-	-	-	-	-	618.2	-
Ty Chandler	598.6	-	-	-	-	-	-	598.6	-
