Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Xavier Worthy	55.2	-	-	-	-	53.5	-	57.0	-
Josh Downs	54.9	-	-	-	-	-	-	54.9	-
Romeo Doubs	54.2	-	-	-	-	52.5	-	55.9	-
Brandin Cooks	54.0	-	-	-	-	51.5	-	56.5	-
Jameson Williams	51.9	-	48.5	-	-	-	-	55.2	-
Christian Watson	51.1	-	-	-	-	48.5	-	53.7	-
Darnell Mooney	50.9	-	-	-	-	-	-	50.9	-
Gabe Davis	50.0	-	-	-	-	-	-	50.0	-
Michael Wilson	49.8	-	-	-	-	-	-	49.8	-
Adonai Mitchell	48.6	-	-	-	-	-	-	48.6	-
Rashid Shaheed	48.5	-	-	-	-	45.5	-	51.4	-
Tyler Boyd	47.4	-	-	-	-	-	-	47.4	-
Rashod Bateman	46.2	-	-	-	-	-	-	46.2	-
Dontayvion Wicks	46.1	-	-	-	-	-	-	46.1	-
Demarcus Robinson	45.8	-	-	-	-	-	-	45.8	-
Xavier Legette	45.6	-	-	-	-	-	-	45.6	-
Jalen Mcmillan	43.9	-	-	-	-	-	-	43.9	-
Darius Slayton	43.4	-	-	-	-	-	-	43.4	-
Jalin Hyatt	43.2	-	-	-	-	-	-	43.2	-
Marvin Mims	41.2	-	-	-	-	-	-	41.2	-
Josh Reynolds	41.0	-	-	-	-	-	-	41.0	-
Greg Dortch	40.9	-	-	-	-	-	-	40.9	-
Quentin Johnston	40.6	-	-	-	-	-	-	40.6	-
Dj Chark	39.1	-	-	-	-	-	-	39.1	-
Kendrick Bourne	39.1	-	-	-	-	-	-	39.1	-
Tim Patrick	38.0	-	-	-	-	-	-	38.0	-
Jalen Tolbert	37.5	-	-	-	-	-	-	37.5	-
Elijah Moore	37.2	-	-	-	-	-	-	37.2	-
Roman Wilson	37.0	-	-	-	-	-	-	37.0	-
Ray Ray Mccloud	36.5	-	-	-	-	-	-	36.5	-
Andrei Iosivas	36.3	-	-	-	-	-	-	36.3	-
Jonathan Mingo	36.0	-	-	-	-	-	-	36.0	-
Luke Mccaffrey	35.9	-	-	-	-	-	-	35.9	-
Troy Franklin	35.6	-	-	-	-	-	-	35.6	-
Jahan Dotson	35.5	-	-	-	-	-	-	35.5	-
Malachi Corley	35.2	-	-	-	-	-	-	35.2	-
Tre Tucker	35.0	-	-	-	-	-	-	35.0	-
Jermaine Burton	34.9	-	-	-	-	-	-	34.9	-
Noah Brown	33.9	-	-	-	-	-	-	33.9	-
Ricky Pearsall	32.2	-	-	-	-	-	-	32.2	-
Dyami Brown	29.7	-	-	-	-	-	-	29.7	-
Trey Palmer	29.4	-	-	-	-	-	-	29.4	-
Kalif Raymond	28.9	-	-	-	-	-	-	28.9	-
Odell Beckham	27.9	-	-	-	-	-	-	27.9	-
Jalen Nailor	27.5	-	-	-	-	-	-	27.5	-
Treylon Burks	27.0	-	-	-	-	-	-	27.0	-
Cedrick Wilson	26.6	-	-	-	-	-	-	26.6	-
Zay Jones	25.7	-	-	-	-	-	-	25.7	-
Calvin Austin	25.4	-	-	-	-	-	-	25.4	-
Jauan Jennings	24.8	-	-	-	-	-	-	24.8	-
Kj Osborn	24.8	-	-	-	-	-	-	24.8	-
Alec Pierce	24.1	-	-	-	-	-	-	24.1	-
Van Jefferson	24.1	-	-	-	-	-	-	24.1	-
Cedric Tillman	24.1	-	-	-	-	-	-	24.1	-
Nelson Agholor	23.3	-	-	-	-	-	-	23.3	-
Javon Baker	22.4	-	-	-	-	-	-	22.4	-
Devontez Walker	22.3	-	-	-	-	-	-	22.3	-
Olamide Zaccheaus	22.1	-	-	-	-	-	-	22.1	-
At Perry	21.8	-	-	-	-	-	-	21.8	-
Juju Smith Schuster	21.2	-	-	-	-	-	-	21.2	-
Khadarel Hodge	20.6	-	-	-	-	-	-	20.6	-
Parker Washington	20.4	-	-	-	-	-	-	20.4	-
Allen Lazard	19.4	-	-	-	-	-	-	19.4	-
Xavier Gipson	19.4	-	-	-	-	-	-	19.4	-
John Metchie	19.2	-	-	-	-	-	-	19.2	-
Kavontae Turpin	18.7	-	-	-	-	-	-	18.7	-
Trenton Irwin	18.2	-	-	-	-	-	-	18.2	-
Tutu Atwell	17.4	-	-	-	-	-	-	17.4	-
Tyquan Thornton	16.0	-	-	-	-	-	-	16.0	-
Dj Montgomery	16.0	-	-	-	-	-	-	16.0	-
David Bell	15.2	-	-	-	-	-	-	15.2	-
Jake Bobo	15.0	-	-	-	-	-	-	15.0	-
Brandon Powell	14.7	-	-	-	-	-	-	14.7	-
Mack Hollins	14.4	-	-	-	-	-	-	14.4	-
Braxton Berrios	14.4	-	-	-	-	-	-	14.4	-
Isaiah Hodgins	14.0	-	-	-	-	-	-	14.0	-
Rakim Jarrett	14.0	-	-	-	-	-	-	14.0	-
Parris Campbell	14.0	-	-	-	-	-	-	14.0	-
Trent Sherfield Sr	13.9	-	-	-	-	-	-	13.9	-
Isaiah Williams	13.6	-	-	-	-	-	-	13.6	-
Bub Means	13.2	-	-	-	-	-	-	13.2	-
Donovan Peoples Jones	13.0	-	-	-	-	-	-	13.0	-
Malik Washington	12.6	-	-	-	-	-	-	12.6	-
Justin Watson	12.3	-	-	-	-	-	-	12.3	-
Jamison Crowder	12.1	-	-	-	-	-	-	12.1	-
Ryan Flournoy	12.0	-	-	-	-	-	-	12.0	-
Johnny Wilson	11.8	-	-	-	-	-	-	11.8	-
Devaughn Vele	11.8	-	-	-	-	-	-	11.8	-
Jalen Brooks	11.5	-	-	-	-	-	-	11.5	-
Ainias Smith	11.0	-	-	-	-	-	-	11.0	-
Jamari Thrash	11.0	-	-	-	-	-	-	11.0	-
Jacob Cowing	11.0	-	-	-	-	-	-	11.0	-
Tahj Washington	11.0	-	-	-	-	-	-	11.0	-
Tejhaun Palmer	11.0	-	-	-	-	-	-	11.0	-
Allen Robinson	11.0	-	-	-	-	-	-	11.0	-
Trequan Smith	11.0	-	-	-	-	-	-	11.0	-
Jordan Whittington	10.8	-	-	-	-	-	-	10.8	-
Nick Westbrook Ikhine	10.6	-	-	-	-	-	-	10.6	-
Marcus Rosemy Jacksaint	10.0	-	-	-	-	-	-	10.0	-
Brandon Johnson	10.0	-	-	-	-	-	-	10.0	-
Nikko Remigio	10.0	-	-	-	-	-	-	10.0	-
Marquez Valdes Scantling	9.9	-	-	-	-	-	-	9.9	-
River Cracraft	9.3	-	-	-	-	-	-	9.3	-
Kj Hamler	9.0	-	-	-	-	-	-	9.0	-
Quez Watkins	9.0	-	-	-	-	-	-	9.0	-
Michael Woods	9.0	-	-	-	-	-	-	9.0	-
Ben Skowronek	9.0	-	-	-	-	-	-	9.0	-
Tyler Scott	8.9	-	-	-	-	-	-	8.9	-
Devin Duvernay	8.8	-	-	-	-	-	-	8.8	-
Casey Washington	8.7	-	-	-	-	-	-	8.7	-
Skyy Moore	8.5	-	-	-	-	-	-	8.5	-
Robert Woods	8.3	-	-	-	-	-	-	8.3	-
David Moore	8.1	-	-	-	-	-	-	8.1	-
Justyn Ross	8.0	-	-	-	-	-	-	8.0	-
Chris Moore	7.7	-	-	-	-	-	-	7.7	-
Mason Tipton	7.7	-	-	-	-	-	-	7.7	-
Brenden Rice	7.2	-	-	-	-	-	-	7.2	-
Bryce Ford Wheaton	7.1	-	-	-	-	-	-	7.1	-
Derius Davis	7.0	-	-	-	-	-	-	7.0	-
Equanimeous St Brown	7.0	-	-	-	-	-	-	7.0	-
Jalen Reagor	7.0	-	-	-	-	-	-	7.0	-
Kayshon Boutte	6.9	-	-	-	-	-	-	6.9	-
Zach Pascal	6.8	-	-	-	-	-	-	6.8	-
Anthony Gould	6.8	-	-	-	-	-	-	6.8	-
Charlie Jones	6.8	-	-	-	-	-	-	6.8	-
Robbie Chosen	6.6	-	-	-	-	-	-	6.6	-
Ashton Dulin	6.5	-	-	-	-	-	-	6.5	-
Xavier Hutchinson	6.4	-	-	-	-	-	-	6.4	-
Ronnie Bell	6.4	-	-	-	-	-	-	6.4	-
Deonte Harty	6.3	-	-	-	-	-	-	6.3	-
Jason Brownlee	6.3	-	-	-	-	-	-	6.3	-
John Stephens	6.2	-	-	-	-	-	-	6.2	-
Jalen Guyton	6.0	-	-	-	-	-	-	6.0	-
Bo Melton	5.9	-	-	-	-	-	-	5.9	-
Scotty Miller	5.6	-	-	-	-	-	-	5.6	-
Chris Conley	5.4	-	-	-	-	-	-	5.4	-
Malik Heath	5.4	-	-	-	-	-	-	5.4	-
Laviska Shenault	5.2	-	-	-	-	-	-	5.2	-
Britain Covey	5.2	-	-	-	-	-	-	5.2	-
Mecole Hardman	5.1	-	-	-	-	-	-	5.1	-
Dareke Young	5.1	-	-	-	-	-	-	5.1	-
Terrace Marshall	5.0	-	-	-	-	-	-	5.0	-
Tim Jones	4.9	-	-	-	-	-	-	4.9	-
Gunner Olszewski	4.2	-	-	-	-	-	-	4.2	-
Dee Eskridge	4.0	-	-	-	-	-	-	4.0	-
Jhaquan Jackson	4.0	-	-	-	-	-	-	4.0	-
Dj Turner	3.3	-	-	-	-	-	-	3.3	-
Tylan Wallace	3.2	-	-	-	-	-	-	3.2	-
Kyle Philips	2.8	-	-	-	-	-	-	2.8	-
Irvin Charles	2.6	-	-	-	-	-	-	2.6	-
Tyler Johnson	2.1	-	-	-	-	-	-	2.1	-
Deandre Carter	2.0	-	-	-	-	-	-	2.0	-
Velus Jones	1.9	-	-	-	-	-	-	1.9	-
Byron Pringle	1.9	-	-	-	-	-	-	1.9	-
Montrell Washington	1.7	-	-	-	-	-	-	1.7	-
Simi Fehoko	1.7	-	-	-	-	-	-	1.7	-
Cody White	1.7	-	-	-	-	-	-	1.7	-
Trishton Jackson	1.7	-	-	-	-	-	-	1.7	-
Kristian Wilkerson	1.5	-	-	-	-	-	-	1.5	-
David Sills V	1.5	-	-	-	-	-	-	1.5	-
