Player	AVG	draftkings	fanduel	cz	bet365	kambi	mgm	fpros	yahoo
Ceedee Lamb	107.2	104.5	105.5	-	104.5	105.5	-	116.0	-
Amon Ra St Brown	106.6	105.5	103.5	-	105.5	107.5	-	111.0	-
Tyreek Hill	100.8	97.5	98.5	-	97.5	100.5	-	110.0	-
Jamarr Chase	99.7	98.5	94.5	-	98.5	100.5	-	106.5	-
Justin Jefferson	95.7	94.5	93.5	-	89.5	95.5	-	105.5	-
Garrett Wilson	90.8	90.5	87.5	-	90.5	90.5	-	95.2	-
Michael Pittman	89.1	85.5	83.5	-	87.5	92.5	-	96.7	-
Aj Brown	88.4	87.5	86.5	-	87.5	87.5	-	92.9	-
Puka Nacua	87.8	85.5	85.5	-	85.5	-	-	94.7	-
Davante Adams	86.8	84.5	82.5	-	84.5	89.5	-	93.0	-
Chris Olave	84.0	82.5	80.5	-	82.5	84.5	-	89.9	-
Marvin Harrison	83.1	82.5	83.5	-	82.5	78.5	-	88.4	-
Drake London	82.8	81.5	81.5	-	81.5	81.5	-	87.9	-
Chris Godwin	80.3	-	-	-	-	77.5	-	83.2	-
Cooper Kupp	79.8	79.5	77.5	-	79.5	76.5	-	85.9	-
Rashee Rice	79.6	-	-	-	78.5	-	-	80.7	-
Devonta Smith	77.6	72.5	75.5	-	77.5	77.5	-	84.8	-
Christian Kirk	77.2	-	-	-	-	73.5	-	80.9	-
Jaylen Waddle	76.6	74.5	74.5	-	-	75.5	-	81.8	-
Stefon Diggs	76.6	74.5	73.5	-	74.5	75.5	-	85.1	-
Malik Nabers	75.4	74.5	74.5	-	71.5	-	-	81.2	-
Brandon Aiyuk	75.2	-	-	-	-	-	-	75.2	-
Zay Flowers	73.3	72.5	69.5	-	72.5	72.5	-	79.4	-
Keenan Allen	73.1	71.5	69.5	-	71.5	73.5	-	79.7	-
Terry Mclaurin	72.8	-	-	-	69.5	72.5	-	76.4	-
Nico Collins	72.7	72.5	70.5	-	72.5	69.5	-	78.5	-
Dj Moore	71.8	68.5	71.5	-	68.5	74.5	-	76.1	-
Calvin Ridley	71.2	-	-	-	-	-	-	71.2	-
George Pickens	70.7	-	-	-	-	-	-	70.7	-
Diontae Johnson	70.2	71.5	70.5	-	68.5	67.5	-	72.8	-
Tank Dell	70.0	-	-	-	-	-	-	70.0	-
Mike Evans	69.9	68.5	68.5	-	68.5	68.5	-	75.6	-
Dk Metcalf	69.8	67.5	-	-	67.5	70.5	-	73.6	-
Adam Thielen	69.0	-	-	-	-	-	-	69.0	-
Tee Higgins	68.3	65.5	-	-	65.5	70.5	-	71.6	-
Amari Cooper	68.0	65.5	-	-	65.5	-	-	72.9	-
Jaxon Smith Njigba	68.0	64.5	-	-	64.5	67.5	-	75.6	-
Deebo Samuel Sr	66.9	-	-	-	-	-	-	66.9	-
Tyler Lockett	65.9	-	-	-	-	65.5	-	66.3	-
Jordan Addison	64.9	-	-	-	-	-	-	64.9	-
Deandre Hopkins	64.7	-	-	-	-	-	-	64.7	-
Jakobi Meyers	64.6	-	-	-	-	64.5	-	64.7	-
Jayden Reed	63.3	-	-	-	-	62.5	-	64.1	-
Brian Thomas	63.2	-	-	-	-	-	-	63.2	-
Courtland Sutton	62.3	60.5	-	-	60.5	-	-	65.8	-
Ladd Mcconkey	61.9	-	-	-	-	57.5	-	66.2	-
Jerry Jeudy	61.9	-	-	-	-	-	-	61.9	-
Demario Douglas	61.6	-	-	-	-	-	-	61.6	-
Khalil Shakir	61.4	62.5	-	-	62.5	-	-	59.2	-
Wandale Robinson	61.1	-	-	-	-	-	-	61.1	-
Curtis Samuel	61.0	-	-	-	-	-	-	61.0	-
Jalynn Polk	58.7	-	-	-	-	-	-	58.7	-
Rome Odunze	58.5	-	54.5	-	-	58.5	-	62.5	-
Joshua Palmer	58.3	-	-	-	-	54.5	-	62.1	-
Marquise Brown	56.7	-	-	-	-	-	-	56.7	-
Mike Williams	56.1	-	-	-	-	-	-	56.1	-
Keon Coleman	55.8	-	-	-	-	-	-	55.8	-
