NAME	TEAM	ML	A/H	PROP	LINE	SZN AVG	W-L Splits	A-H Splits	% OVER	L15 % OVER	L5 % OVER	LAST 10 GAMES ➡️	LAST YR % OVER	OVER	UNDER
Sergei Bobrovsky	FLA	-115	H	sv	27.5	27.84	70% - 43%	64% - 53%	58%	67%	60%	25,9,29,36,32,37,63,50,23,22	42%	-115	-115
Adin Hill	VGK	-105	A	sv	29.5	25.57	35% - 29%	33% - 32%	32%	47%	40%	20,29,33,23,30,34,26,33,38,32	18%	-125	-105
