taron johnson	21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andy dalton	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joe mixon	76,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giovani bernard	25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tra carson	5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a.j. green	95,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler boyd	87,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john ross	65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh malone	4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex erickson	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c.j. uzomah	65,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler eifert	40,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler kroft	31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mason schreck	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geno atkins	68,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan glasgow	49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew billings	40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlos dunlap	79,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carl lawson	51,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan willis	48,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam hubbard	9,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael johnson	56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hardy nickerson jr	0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan evans	38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preston brown	56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vincent rey	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick vigil	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jessie bates	100,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clayton fejedelem	84,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawn williams	16,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon wilson	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
william jackson iii	100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dre kirkpatrick	98,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darqueze dennard	63,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tony mcrae	1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darius phillips	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrod taylor	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drew stanton	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carlos hyde	53,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duke johnson jr	46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick chubb	4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarvis landry	91,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rashard higgins	61,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josh gordon	78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antonio callaway	17,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrick willies	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damion ratley	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david njoku	88,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darren fells	43,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orson charles	9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seth devalve	7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larry ogunjobi	94,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trevon coley	50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myles garrett	100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris smith	68,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emmanuel ogbah	32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carl davis	0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chad thomas	0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony zettel	0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genard avery	51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james burgess jr	0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanner vallejo	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joe schobert	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jamie collins sr	61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christian kirksey	73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damarious randall	99,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrick kindred	74,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jabrill peppers	42,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denzel rice	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denzel ward	100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terrance mitchell	80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
briean boddy-calhoun	74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
travis carrie	1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e.j. gaines	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
case keenum	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillip lindsay	35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
royce freeman	39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devontae booker	26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andy janovich	18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emmanuel sanders	86,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demaryius thomas	72,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courtland sutton	59,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daesean hamilton	19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim patrick	12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeff heuerman	81,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake butt	49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
domata peko sr	44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach kerr	19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derek wolfe	82,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam gotsis	37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shelby harris	26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon marshall	88,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
todd davis	65,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josey jewell	12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bradley chubb	95,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
von miller	88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shane ray	32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaquil barrett	7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin simmons	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darian stewart	100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will parks	40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dymonte thomas	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris harris jr	100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bradley roby	95,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adam jones	67,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tramaine brock	4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deshaun watson	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joe webb iii	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lamar miller	77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alfred blue	14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler ervin	9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deandre hopkins	99,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bruce ellington	88,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will fuller v	0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sammie coates jr	8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan griffin	85,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan akins	50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan thomas	19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d.j. reader	69,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angelo blackson	57,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon dunn	43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joel heath	0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j.j. watt	93,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christian covington	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benardrick mckinney	76,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach cunningham	63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brian peters	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whitney mercilus	84,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jadeveon clowney	95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dylan cole	44,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brennan scarlett	0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
duke ejiofor	0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peter kalambayi	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kareem jackson	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrann mathieu	95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin reid	32,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnathan joseph	96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin johnson	87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aaron colvin	55,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnson bademosi	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shareece wright	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew luck	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan wilkins	56,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyheim hines	45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marlon mack	0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christine michael	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t.y. hilton	98,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan grant	79,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chester rogers	57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zach pascal	12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus johnson	0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jack doyle	94,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eric ebron	45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan hewitt	0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erik swoope	6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margus hunt	76,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al woods	49,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denico autry	73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grover stewart	40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jabaal sheard	71,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
al-quadin muhammad	35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kemoko turay	40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jihad ward	0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hassan ridgeway	0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tarell basham	16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony walker	42,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
najee goode	13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luke rhodes	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darius leonard	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skai moore	47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zaire franklin	16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clayton geathers	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik hooker	73,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matthias farley	42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corey moore	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nate hairston	98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenny moore ii	98,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pierre desir	0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quincy wilson	71,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris milton	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blake bortles	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t.j. yeldon	62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corey grant	10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leonard fournette	33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tommy bohanon	19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon wilds	0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keelan cole	75,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donte moncrief	68,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dede westbrook	49,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d.j. chark jr	21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jaydon mickens	5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin seferian-jenkins	87,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james oshaughnessy	41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niles paul	27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
malik jackson	77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcell dareus	65,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abry jones	38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taven bryan	18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yannick ngakoue	79,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calais campbell	73,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dante fowler jr	0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myles jack	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blair brown	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telvin smith sr	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lerentee mccray	49,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leon jacobs	15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tashaun gipson sr	96,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barry church	97,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ronnie harrison	24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarrod wilson	7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donald payne	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cody davis	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jalen ramsey	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a.j. bouye	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d.j. hayden	61,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler patmon	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patrick mahomes ii	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kareem hunt	71,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony sherman	30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spencer ware	16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damien williams	9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sammy watkins	91,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyreek hill	71,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris conley	63,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deanthony thomas	13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demarcus robinson	9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus kemp	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
travis kelce	100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demetrius harris	0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alex ellis	18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xavier williams	37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrick nnadi	22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris jones	73,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allen bailey	67,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jarvis jenkins	22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony hitchens	95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terrance smith	45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reggie ragland	51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dorian odaniel	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ben niemann	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dee ford	89,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin houston	77,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breeland speaks	23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanoh kpassagnon	12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ron parker	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eric murray	100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
armani watts	4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan lucas	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steven nelson	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kendall fuller	100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orlando scandrick	83,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tremon smith	0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
philip rivers	100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geno smith	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melvin gordon iii	76,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
austin ekeler	27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derek watt	9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detrez newsome	0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keenan allen	88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyrell williams	76,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mike williams	54,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
travis benjamin	57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geremy davis	0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
virgil green	54,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antonio gates	40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean culkin	21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mike windt	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justin jones	43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon mebane	41,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damion square	43,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melvin ingram iii	95,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isaac rochell	91,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darius philon	63,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris landrum	21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uchenna nwosu	4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denzel perryman	73,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick dzubnar	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kyzir white	79,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jatavis brown	27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kyle emanuel	23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jahleel addae	100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derwin james	100,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adrian phillips	20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rayshawn jenkins	0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trevor williams	100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casey hayward	100,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desmond king	77,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael davis	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
craig mager	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
