EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
24.5	225 365	31%	aston villa	John Mcginn	shots	o 1.5	'+100	-	'+225	190	-	-	10%	28%	0,1,0,1,0,1,0,2,0,0	-	90,90,90,63,60
24.4	380 CZ	21%	arsenal	Mikel Merino	shots_on_target	o 1.5	'+230	-	-	380	-	-	-%	-%		-	
24.2	165 DK	38%	aston villa	Youri Tielemans	tackles	o 2.5	-	'+165	'+120/-163	-210	-	-	40%	37%	0,4,0,1,1,5,5,2,3,0	-	90,90,90,90,90
24.1	107 BR	48%	stoke	Andreas Weimann	shots_on_target	o 0.5	-180	-	-	-	107/-177	-	-%	-%		-	
24.1	-112 BR	53%	arsenal	Gabriel Martinelli	shots_on_target	o 0.5	-230	-	-	-	-112/-141	-	-%	-%		-	
23.8	360 CZ	22%	dortmund	Pascal Gross	shots	o 1.5	'+220	-	-	360	-	-	30%	12%	0,1,0,3,3,0,3,0,0,1	🟡	90,90,90,90,74
23.7	275 365	27%	dortmund	Gregor Kobel	saves	o 3.5	-	'+170	'+275	-	-	-	30%	30%	1,4,1,6,6,1,1,1,0,0	🟡	90,90,90,90,90
23.7	-150 CZ	60%	atletico madrid	Marcos Llorente	shots	o 0.5	-380	-	-	-150	-	-	-%	-%		🟡	
23.2	340 CZ	23%	arsenal	Ethan Nwaneri	shots_on_target	o 1.5	'+210	-	-	340	-	-	-%	-%		-	
23.2	-138 365	58%	psv	Walter Benitez	saves	o 2.5	-	-320	-138	-	-	-	60%	43%	3,3,4,2,5,2,3,1,1,3	-	90,120,90,90,90
22.9	-225 365	69%	aston villa	Ezri Konsa	tackles	o 0.5	-	-	-225/+162	-1000	-	-	30%	55%	0,0,2,3,0,0,0,0,1,0	-	90,90,90,90,90
22.7	-215 DK	68%	real madrid	Eduardo Camavinga	tackles	o 1.5	-	-215	-800	-	-	-	70%	60%	7,2,1,2,3,0,2,5,2,0		18,87,32,61,12
22.6	275 365	27%	arsenal	Thomas Partey	shots	o 1.5	'+185	-	'+275	160	-	-	-%	-%		-	
22.5	390 FD	20%	lille	Benjamin Andre	shots_on_target	o 0.5	'+390	-	-	240	-	-	10%	15%	0,0,0,0,0,0,0,0,0,1	🟡	90,90,90,90,90
22.2	600 DK	14%	arsenal	Leandro Trossard	tackles	o 2.5	-	'+600	'+350	-	-	-	-%	-%		-	
22.1	-155 DK	61%	atletico madrid	Marcos Llorente	tackles	o 1.5	-	-155	-250	-700	-	-	-%	-%		🟡	
22.1	110 DK	48%	aston villa	Emiliano Martinez	saves	o 2.5	-	'+110	-163	-	-	-	30%	43%	2,2,3,4,2,1,5,2,1,2	-	90,90,45,90,90
21.7	800 365	11%	atletico madrid	Clement Lenglet	shots	o 1.5	'+440	-	'+800	-	-	-	-%	-%		🟡	
21.6	162 365	38%	club brugge	Christos Tzolis	tackles	o 1.5	-	'+125	'+162/-225	-125	-	-	40%	36%	2,1,2,1,0,1,1,1,2,2	-	45,74,54,90,72
21.2	333 365	23%	lille	Ngalayel Mukau	shots	o 1.5	'+210	-	'+333	-	-	-	10%	14%	1,0,0,0,0,0,1,3,0,1	🟡	70,75,90,62,76
21.2	350 365	22%	club brugge	Gustaf Nilsson	shots	o 3.5	'+220	-	'+350	-	-	-	20%	36%	8,1,5,0,1,0,1,3,0,1	-	5,32,90,6,18
21.2	-150 CZ	60%	arsenal	Martin Odegaard	shots	o 1.5	-280	-	-450	-150	-	-	-%	-%		-	
21.0	275 365	27%	lille	Jamie Bynoe Gittens	shots	o 2.5	-	-	'+275	175	-	-	-%	-%			
20.8	700 365	12%	dortmund	Gregor Kobel	saves	o 4.5	-	'+400	'+700	-	-	-	20%	15%	1,4,1,6,6,1,1,1,0,0	🟡	90,90,90,90,90
20.8	700 365	12%	leeds	Benicio Baker Boaitey	shots	o 1.5	-	-	'+700	-	310/-770	-	-%	-%		-	
20.7	-165 BR	62%	portsmouth	Connor Ogilvie	shots	o 0.5	-	-	-400	-	-165/-104	-	-%	-%		-	
20.6	-160 CZ	62%	atletico madrid	Conor Gallagher	shots	o 0.5	-380	-	-	-160	-	-	-%	-%			
20.5	-240 DK	71%	arsenal	Mikel Merino	tackles	o 0.5	-	-240	-1000	-	-	-	-%	-%		-	
20.3	-180 DK	64%	lille	Thomas Meunier	tackles	o 1.5	-	-180	-334	-800	-	-	60%	40%	0,3,3,3,4,2,1,8,0,1	🟡	90,90,90,90,66
20.2	135 CZ	43%	atletico madrid	Robin Le Normand	shots	o 0.5	-120	-	-	135	-	-	-%	-%		🟡	
20.0	140 BR	42%	stoke	Emre Tezgel	shots_on_target	o 0.5	-115	-	-	-	140/-230	-	30%	35%	0,0,0,0,1,0,1,0,1,0	-	26,90,7,120,15
20.0	-225 DK	69%	lille	Ismaily	tackles	o 1.5	-	-225	-700	-800	-	-	60%	64%	0,3,1,5,4,0,2,0,2,3		17,75,11,76,45
19.9	225 365	31%	arsenal	Thomas Partey	tackles	o 3.5	-	-	'+225	145	-	-	-%	-%		-	
19.8	-163 365	62%	psv	Guus Til	tackles	o 0.5	-	-380	-163	-	-	-	60%	64%	0,2,0,0,0,2,1,1,2,1	-	62,49,72,90,90
19.7	750 365	12%	arsenal	Ethan Nwaneri	tackles	o 2.5	-	'+425	'+750	-	-	-	-%	-%		-	
19.6	215 DK	32%	atletico madrid	Antoine Griezmann	tackles	o 1.5	-	'+215	'+137/-188	-	-	-	-%	-%		🟡	
19.4	270 BR	27%	arsenal	Riccardo Calafiori	shots_on_target	o 0.5	'+175	-	-	-	270/-560	-	-%	-%		-	
18.9	200 365	33%	aston villa	Ollie Watkins	tackles	o 0.5	-	'+130	'+200/-275	-	-	-	10%	18%	0,0,0,0,1,0,0,0,0,0	-	77,67,81,89,90
18.6	333 365	23%	leeds v millwall	Zak Lovelace	shots	o 1.5	-	-	'+333	-	180/-345	-	-%	-%		-	
18.3	120 DK	45%	aston villa	Leon Bailey	tackles	o 0.5	-	'+120	-138/+100	-	-	-	40%	27%	0,0,1,0,1,1,0,0,1,0	-	13,45,90,63,45
18.1	-148 BR	60%	arsenal	Mikel Merino	shots	o 1.5	-450	-	-450	-165	-148/-113	-	-%	-%		-	
18.0	-125 365	56%	real madrid	Antonio Rudiger	tackles	o 0.5	-	-230	-125/-110	-	-	-	30%	59%	1,0,3,0,0,0,0,0,1,0	🟡	90,5,90,90,90
17.6	-165 DK	62%	dortmund	Emre Can	tackles	o 1.5	-	-165	-334	-380	-	-	70%	59%	3,0,3,3,1,4,0,4,2,2	🟡	90,90,90,90,90
17.5	-235 DK	70%	psv	Ismael Saibari	tackles	o 1.5	-	-235	-700	-	-	-	80%	80%	0,4,3,3,2,5,6,1,3,3	-	28,120,90,81,90
17.4	107 BR	48%	club brugge	Romeo Vermant	shots_on_target	o 0.5	-155	-	-	-	107/-175	-	40%	38%	1,0,0,0,1,0,0,1,0,1	-	21,1,63,30,2
17.4	107 BR	48%	club brugge	Romeo Vermant	shots	o 1.5	-155	-	-	-	107/-182	-	10%	25%	1,0,1,0,1,0,0,4,0,1	-	21,1,63,30,2
17.3	300 365	25%	real madrid	Luka Modric	shots	o 1.5	'+145	-	'+300	280	-	-	10%	19%	0,1,0,0,1,0,2,0,1,0		8,85,90,29,90
17.3	140 BR	42%	aston villa	Jacob Ramsey	shots_on_target	o 0.5	-110	-	-	-	140/-235	-	10%	22%	0,0,3,0,0,0,0,0,0,0	-	45,67,9,27,67
17.2	475 DK	17%	lille	Ethan Mbappe	tackles	o 2.5	-	'+475	'+300	-	-	-	11%	11%	0,1,0,0,1,3,2,0,2		27,58,45,45,70
16.8	-165 DK	62%	lille	Mitchel Bakker	tackles	o 1.5	-	-165	-350	-	-	-	10%	31%	1,1,1,1,1,0,3,1,0,0		25,90,45,14,45
16.8	200 365	33%	hull	Harry Vaughan	shots	o 1.5	-	-	'+200	-	117/-200	-	-%	-%		-	
16.8	-165 BR	62%	arsenal	Gabriel Martinelli	shots	o 1.5	-350	-	-	-	-165/-104	-	-%	-%		-	
16.7	-150 365	60%	arsenal	Jurrien Timber	tackles	o 1.5	-	-185	-150	-525	-	-	-%	-%		-	
16.5	275 365	27%	real madrid	Kylian Mbappe	shots	o 4.5	'+195	-	'+275	185	150/-265	-	50%	43%	7,3,3,5,8,7,6,0,1,4	🟡	77,90,74,90,78
16.5	700 FD	12%	real madrid	Antonio Rudiger	shots	o 1.5	'+700	-	'+450	380	-	-	20%	19%	1,1,2,0,0,0,0,0,0,2	🟡	90,5,90,90,90
16.4	300 365	25%	arsenal	William Saliba	tackles	o 2.5	-	'+200	'+300	200	-	-	-%	-%		-	
16.4	1200 FD	8%	psv	Ryan Flamingo	shots	o 1.5	'+1200	-	'+600	-	-	-	20%	20%	1,2,0,0,1,0,1,0,1,2	-	90,120,90,45,90
16.4	1200 FD	8%	arsenal	Myles Lewis Skelly	shots	o 2.5	'+1200	-	'+600	-	-	-	-%	-%		-	
16.2	-265 BR	73%	portsmouth	Matt Ritchie	shots	o 0.5	-	-	-900	-	-265/148	-	-%	-%		-	
16.1	260 FD	28%	real madrid	Vinicius Junior	shots	o 3.5	'+260	-	-	175	-	-	50%	40%	4,3,3,4,3,6,4,1,3,4	🟡	89,83,90,90,90
15.9	-155 BR	61%	hull	Mason Burstow	shots	o 1.5	-	-	-300	-	-155/-106	-	30%	29%	2,2,1,1,1,0,0,0,1,3	-	62,23,16,26,33
15.8	380 BR	21%	watford	Harry Darling	shots	o 1.5	-	-	'+250	-	380/-1115	-	-%	-%		-	
15.8	450 CZ	18%	arsenal	Martin Odegaard	shots_on_target	o 1.5	'+290	-	-	450	-	-	-%	-%		-	
15.8	380 DK	21%	arsenal	David Raya	saves	o 3.5	-	'+380	'+250	-	-	-	-%	-%		-	
15.5	-180 DK	64%	aston villa	Youri Tielemans	tackles	o 1.5	-	-180	-250	-700	-	-	50%	63%	0,4,0,1,1,5,5,2,3,0	-	90,90,90,90,90
15.4	900 365	10%	dortmund	Maximilian Beier	shots	o 3.5	'+500	-	'+900	-	-	-	10%	3%	2,1,0,1,2,0,6,3,1,0	🟡	45,90,88,25,28
15.4	900 365	10%	real madrid	David Alaba	shots	o 1.5	'+500	-	'+900	-	-	-	0%	0%	0,0,0,0,0,0,0,0,0		1,72,19,58,90
15.4	900 365	10%	club brugge	Gustaf Nilsson	shots	o 4.5	'+500	-	'+900	-	-	-	20%	25%	8,1,5,0,1,0,1,3,0,1	-	5,32,90,6,18
15.4	-150 DK	60%	psv	Luuk De Jong	tackles	o 0.5	-	-150	-163	-600	-	-	60%	64%	2,0,0,1,0,4,1,2,3,0	-	90,120,90,65,90
15.3	800 365	11%	atletico madrid	Robin Le Normand	shots	o 1.5	'+460	-	'+800	-	-	-	-%	-%		🟡	
15.3	-330 DK	77%	aston villa	Boubacar Kamara	tackles	o 0.5	-	-330	-1600	-	-	-	60%	67%	2,1,6,3,9,0,3,0,0,0	-	90,90,15,27,30
15.2	500 365	17%	club brugge	Christos Tzolis	tackles	o 2.5	-	'+400	'+500	260	-	-	0%	0%	2,1,2,1,0,1,1,1,2,2	-	45,74,54,90,72
15.1	-175 365	64%	arsenal	Ethan Nwaneri	tackles	o 0.5	-	-360	-175	-	-	-	-%	-%		-	
15.0	360 BR	22%	watford	Zan Vipotnik	shots	o 2.5	-	-	'+240	-	360/-1000	-	-%	-%		-	
15.0	335 BR	23%	watford	Yasser Larouci	shots	o 1.5	-	-	'+225	-	335/-910	-	-%	-%		-	
15.0	120 DK	45%	dortmund	Julian Ryerson	tackles	o 2.5	-	'+120	'+110	-180	-	-	40%	30%	6,2,4,3,0,2,6,2,2,1	🟡	90,90,84,82,28
15.0	360 BR	22%	hull	Mason Burstow	shots	o 3.5	-	-	'+240	-	360/-1000	-	0%	0%	2,2,1,1,1,0,0,0,1,3	-	62,23,16,26,33
14.5	250 365	29%	hull	Tyler Goodrham	shots	o 1.5	-	-	'+250	-	148/-265	-	-%	-%		-	
14.5	240 365	29%	atletico madrid	Rodrigo De Paul	shots	o 1.5	'+165	-	'+240	-	-	-	-%	-%		🟡	
14.4	235 DK	30%	aston villa	Ian Maatsen	tackles	o 2.5	-	'+235	'+162	-	-	-	10%	14%	0,1,1,0,3,0,0,0,2,1	-	45,13,90,13,82
14.4	-110 CZ	52%	aston villa	Lucas Digne	shots	o 0.5	-180	-	-	-110	-	-	20%	39%	2,0,0,0,1,0,0,0,0,0	-	77,77,8,90,90
14.2	-205 BR	67%	watford	Imran Louza	shots	o 0.5	-	-	-450	-	-205/118	-	-%	-%		-	
14.2	-320 FD	76%	melbourne	Kai Trewin	shots	o 0.5	-320	-	-1200	-	-	-	-%	-%		-	
14.1	205 DK	33%	dortmund	Nico Schlotterbeck	tackles	o 2.5	-	'+205	'+150	135	-	-	20%	25%	0,0,3,1,0,2,0,0,3,1	🟡	90,90,90,90,90
13.9	-295 DK	75%	lille	Ayyoub Bouaddi	tackles	o 1.5	-	-295	-1000	-	-	-	60%	46%	2,0,8,2,3,6,4,0,0,0	🟡	89,90,28,90,85
13.9	-286 BR	74%	leeds	Pascal Struijk	shots	o 0.5	-	-	-900	-	-286/155	-	60%	58%	1,1,0,1,0,1,0,1,0,2	-	13,1,90,4,20
13.8	108 BR	48%	stoke	Lewis Baker	shots_on_target	o 0.5	-140	-	-	-	108/-177	-	-%	-%		-	
13.8	-110 DK	52%	dortmund	Waldemar Anton	tackles	o 1.5	-	-110	-175	-	-	-	20%	38%	0,0,3,1,0,0,2,1,0,0		2,90,90,2,1
13.8	145 DK	41%	lille	Ethan Mbappe	tackles	o 1.5	-	'+145	'+100	-	-	-	33%	33%	0,1,0,0,1,3,2,0,2		27,58,45,45,70
13.8	-136 BR	58%	arsenal	Raheem Sterling	shots_on_target	o 0.5	-230	-	-	-	-136/-117	-	-%	-%		-	
13.8	145 DK	41%	arsenal	David Raya	saves	o 2.5	-	'+145	'+100	-	-	-	-%	-%		-	
13.7	440 BR	19%	stoke	Ben Wilmot	shots_on_target	o 0.5	'+290	-	-	-	440/-1250	-	10%	14%	0,0,0,0,0,0,0,0,0,1	-	90,90,120,90,89
13.6	-122 BR	55%	portsmouth	Josh Murphy	shots	o 2.5	-	-	-200	-	-122/-137	-	-%	-%		-	
13.5	-200 DK	67%	arsenal	Thomas Partey	tackles	o 1.5	-	-200	-334	-525	-	-	-%	-%		-	
13.4	-117 BR	54%	club brugge	Gustaf Nilsson	shots_on_target	o 0.5	-190	-	-	-	-117/-137	-	50%	54%	4,1,3,0,0,0,1,0,0,1	-	5,32,90,6,18
13.3	-235 BR	70%	aston villa	Ross Barkley	shots	o 0.5	-550	-	-	-	-235/132	-	50%	52%	0,1,1,1,1,0,0,0,2,0	-	1,22,8,75,22
13.2	-165 BR	62%	watford	Ryan Andrews	shots	o 0.5	-	-	-300	-	-165/-103	-	-%	-%		-	
13.2	-150 CZ	60%	dortmund	Ramy Bensebaini	shots	o 0.5	-260	-	-	-150	-	-	40%	47%	0,0,2,1,2,0,0,0,0,2	🟡	2,69,73,8,62
13.2	650 FD	13%	dortmund	Karim Adeyemi	shots	o 3.5	'+650	-	'+400	-	-	-	30%	17%	1,0,3,2,0,5,5,6,2,1	🟡	88,90,82,90,89
13.0	-175 365	64%	atletico madrid	Clement Lenglet	tackles	o 0.5	-	-330	-175/+125	-	-	-	-%	-%		🟡	
12.9	900 365	10%	hull	Tyler Goodrham	shots	o 2.5	-	-	'+900	-	380/-1115	-	-%	-%		-	
12.8	100 365	50%	arsenal	William Saliba	tackles	o 1.5	-	-150	'+100	-155	-	-	-%	-%		-	
12.8	165 BR	38%	psv	Guus Til	shots_on_target	o 0.5	-110	-	-	150	165/-286	-	50%	50%	4,0,0,1,0,3,1,0,0,2	-	62,49,72,90,90
12.7	220 FD	31%	dortmund	Karim Adeyemi	shots	o 2.5	'+220	-	'+150	160	-	-	40%	29%	1,0,3,2,0,5,5,6,2,1	🟡	88,90,82,90,89
12.7	255 DK	28%	atletico madrid	Julian Alvarez	tackles	o 1.5	-	'+255	'+175/-250	-	-	-	-%	-%		🟡	
12.6	-105 DK	51%	aston villa	Lucas Digne	tackles	o 1.5	-	-105	-150/+110	-230	-	-	50%	54%	5,0,3,1,0,0,2,1,2,4	-	77,77,8,90,90
12.5	-400 BR	80%	hull	Kyle Joseph	shots	o 0.5	-	-	-2500	-	-400/195	-	-%	-%		-	
12.5	-310 DK	76%	atletico madrid	Javi Galan	tackles	o 1.5	-	-310	-	-1000	-	-	-%	-%		🟡	
12.4	130 CZ	43%	club brugge	Chemsdine Talbi	shots	o 1.5	-110	-	-	130	-	-	80%	32%	0,2,3,2,2,2,2,4,2,1	-	53,58,71,84,62
12.3	-195 BR	66%	arsenal	Raheem Sterling	shots	o 1.5	-380	-	-	-	-195/115	-	-%	-%		-	
12.1	-305 BR	75%	watford	Florian Bianchini	shots	o 0.5	-	-	-900	-	-305/165	-	-%	-%		-	
12.1	-250 DK	71%	dortmund	Ramy Bensebaini	tackles	o 1.5	-	-250	-	-600	-	-	30%	48%	1,0,0,3,0,0,3,0,1,4	🟡	2,69,73,8,62
12.1	450 DK	18%	atletico madrid	Robin Le Normand	tackles	o 2.5	-	'+450	'+300	-	-	-	-%	-%		🟡	
12.1	-250 365	71%	real madrid	Luka Modric	tackles	o 0.5	-	-450	-250/+175	-800	-	-	70%	57%	1,0,1,0,1,1,2,3,0,4		8,85,90,29,90
11.9	750 FD	12%	melbourne	Steven Ugarkovic	shots	o 4.5	'+750	-	'+450	-	-	-	-%	-%		-	
11.9	750 365	12%	atletico madrid	Clement Lenglet	tackles	o 2.5	-	'+450	'+750	-	-	-	-%	-%		🟡	
11.9	115 FD	47%	real madrid	Antonio Rudiger	shots	o 0.5	'+115	-	-	-125	-	-	40%	56%	1,1,2,0,0,0,0,0,0,2	🟡	90,5,90,90,90
11.8	-240 DK	71%	dortmund	Pascal Gross	tackles	o 1.5	-	-240	-	-525	-	-	70%	44%	1,4,2,3,2,2,2,5,1,0	🟡	90,90,90,90,74
11.8	-190 BR	66%	arsenal	Ethan Nwaneri	shots	o 1.5	-600	-	-450	-210	-190/108	-	-%	-%		-	
11.7	175 DK	36%	arsenal	Leandro Trossard	tackles	o 1.5	-	'+175	'+125	-	-	-	-%	-%		-	
11.4	-115 CZ	53%	arsenal	Martin Odegaard	shots_on_target	o 0.5	-175	-	-	-115	-	-	-%	-%		-	
11.2	160 FD	38%	psv	Olivier Boscagli	shots	o 0.5	'+160	-	-	115	-	-	30%	53%	0,0,0,2,0,0,2,0,0,1	-	90,104,86,81,89
11.2	160 CZ	38%	psv	Noa Lang	shots	o 1.5	'+115	-	-	160	-	-	70%	56%	2,2,0,5,1,1,6,3,2,5	-	28,114,72,90,66
11.0	-235 DK	70%	lille	Hakon Arnar Haraldsson	tackles	o 0.5	-	-235	-500	-	-	-	60%	73%	0,1,0,1,1,0,1,0,3,1		67,76,45,90,75
10.9	-220 BR	69%	arsenal	Declan Rice	shots	o 0.5	-470	-	-900	-240	-220/130	-	-%	-%		-	
10.8	-300 365	75%	lille	Ethan Mbappe	shots	o 0.5	-750	-	-300	-	-	-	70%	73%	2,0,1,0,0,3,2,1,2,2		27,58,45,45,70
10.8	100 365	50%	dortmund	Gregor Kobel	saves	o 2.5	-	-145	'+100	-	-	-	30%	45%	1,4,1,6,6,1,1,1,0,0	🟡	90,90,90,90,90
10.7	-455 BR	82%	hull	Kasey Palmer	shots	o 0.5	-	-	-3300	-	-455/215	-	70%	59%	0,2,1,0,2,2,2,4,0,1	-	90,68,73,90,58
10.7	265 BR	27%	atletico madrid	Rodrigo De Paul	shots_on_target	o 0.5	'+190	-	-	-	265/-500	-	-%	-%		🟡	
10.5	235 DK	30%	psv	Olivier Boscagli	tackles	o 2.5	-	'+235	'+175	165	-	-	30%	30%	1,0,3,1,1,3,0,1,2,3	-	90,104,86,81,89
10.5	-117 BR	54%	arsenal	Mikel Merino	shots_on_target	o 0.5	-220	-	-	-140	-117/-136	-	-%	-%		-	
10.4	310 FD	24%	real madrid	Vinicius Junior	shots_on_target	o 1.5	'+310	-	-	220	-	-	30%	26%	3,1,1,1,1,1,2,1,1,2	🟡	89,83,90,90,90
10.4	-180 CZ	64%	real madrid	Luka Modric	shots	o 0.5	-310	-	-	-180	-	-	40%	40%	0,1,0,0,1,0,2,0,1,0		8,85,90,29,90
10.3	-265 BR	73%	hull	Regan Slater	shots	o 0.5	-	-	-600	-	-265/148	-	70%	69%	1,2,0,2,2,1,2,0,1,0	-	74,90,6,90,11
10.3	450 365	18%	real madrid	Aurelien Tchouameni	shots	o 1.5	'+250	-	'+450	380	-	-	20%	24%	3,1,0,0,0,2,1,0,0,0	🟡	90,90,90,90,90
10.0	340 BR	23%	portsmouth	Mustapha Bundu	shots	o 2.5	-	-	'+240	-	340/-1000	-	-%	-%		-	
9.7	-334 365	77%	real madrid	Federico Valverde	tackles	o 0.5	-	-650	-334	-1600	-	-	60%	72%	1,1,2,1,1,0,0,2,0,0	🟡	90,90,89,81,23
9.7	-334 365	77%	club brugge	Ardon Jashari	tackles	o 0.5	-	-900	-334	-	-	-	80%	80%	3,3,3,1,2,2,0,0,1,1	-	90,88,90,90,90
9.7	143 BR	41%	aston villa	Ross Barkley	shots_on_target	o 0.5	'+105	-	-	-	143/-245	-	20%	22%	0,0,0,0,1,0,0,0,1,0	-	1,22,8,75,22
9.5	-240 BR	71%	arsenal	Leandro Trossard	shots	o 1.5	-750	-	-500	-320	-240/140	-	-%	-%		-	
9.4	-112 BR	53%	dortmund	Maximilian Beier	shots	o 1.5	-160	-	-	-	-112/-148	-	40%	35%	2,1,0,1,2,0,6,3,1,0	🟡	45,90,88,25,28
9.2	275 365	27%	melbourne	Clayton Taylor	shots	o 2.5	'+200	-	'+275	-	-	-	-%	-%		-	
9.2	-340 DK	77%	aston villa	Lamare Bogarde	tackles	o 0.5	-	-340	-900	-	-	-	50%	58%	3,0,3,0,4,1,2,0,0,0	-	5,32,90,90,1
9.1	470 FD	18%	aston villa	Tyrone Mings	shots_on_target	o 0.5	'+470	-	-	320	-	-	10%	13%	0,0,0,0,0,0,0,0,0,1	-	75,90,58,90,90
9.0	175 365	36%	melbourne	Harry Politidis	shots	o 2.5	'+130	-	'+175	-	-	-	-%	-%		-	
9.0	-320 DK	76%	real madrid	Brahim Diaz	tackles	o 0.5	-	-320	-500	-1600	-	-	30%	53%	1,0,0,0,0,0,0,3,3,0	🟡	72,7,58,88,5
9.0	132 BR	43%	real madrid	Brahim Diaz	shots_on_target	o 0.5	-125	-	-	120	132/-215	-	40%	35%	1,0,1,0,0,0,0,1,1,0	🟡	72,7,58,88,5
8.8	-400 365	80%	melbourne	Medin Memeti	shots	o 1.5	-1200	-	-400	-	-	-	-%	-%		-	
8.8	-148 BR	60%	leeds	Daniel James	shots	o 2.5	-	-	-225	-	-148/-113	-	70%	50%	3,4,1,2,2,4,7,5,6,5	-	90,65,85,76,90
8.8	-400 365	80%	psv	Jerdy Schouten	tackles	o 0.5	-	-1200	-400	-	-	-	83%	83%	1,5,2,2,1,0	-	73,71,90,90,90
8.7	-120 BR	55%	dortmund	Pascal Gross	shots	o 0.5	-220	-	-	-135	-120/-143	-	50%	45%	0,1,0,3,3,0,3,0,0,1	🟡	90,90,90,90,74
8.5	225 365	31%	arsenal	Declan Rice	tackles	o 2.5	-	'+180	'+225	155	-	-	-%	-%		-	
8.4	490 FD	17%	dortmund	Julian Brandt	shots	o 2.5	'+490	-	'+333	-	-	-	20%	24%	2,1,1,3,0,4,1,0,1,1	🟡	90,68,2,82,90
8.4	-425 DK	81%	real madrid	Jude Bellingham	tackles	o 0.5	-	-425	-1400	-	-	-	80%	87%	1,1,1,5,1,3,3,0,0,8		90,38,90,90,85
8.4	205 BR	33%	arsenal	Declan Rice	shots_on_target	o 0.5	'+130	-	-	180	205/-385	-	-%	-%		-	
8.3	105 BR	49%	lille	Hakon Haraldsson	shots_on_target	o 0.5	-130	-	-	-	105/-167	-	-%	-%		🟡	
8.2	-130 DK	57%	aston villa	Ian Maatsen	tackles	o 1.5	-	-130	-188	-	-	-	20%	24%	0,1,1,0,3,0,0,0,2,1	-	45,13,90,13,82
8.1	120 365	45%	arsenal	Myles Lewis Skelly	tackles	o 2.5	-	-130	'+120	105	-	-	-%	-%		-	
8.0	430 FD	19%	dortmund	Emre Can	shots	o 1.5	'+430	-	'+300	-	-	-	0%	3%	0,0,0,1,1,0,0,0,1,0	🟡	90,90,90,90,90
8.0	-135 CZ	57%	real madrid	Aurelien Tchouameni	shots	o 0.5	-195	-	-	-135	-	-	40%	55%	3,1,0,0,0,2,1,0,0,0	🟡	90,90,90,90,90
7.9	-435 BR	81%	watford	Giorgi Chakvetadze	shots	o 0.5	-	-	-1400	-	-435/220	-	-%	-%		-	
7.8	-200 365	67%	dortmund	Julian Brandt	tackles	o 0.5	-	-330	-200	-	-	-	40%	58%	3,1,0,0,0,0,0,0,1,1	🟡	90,68,2,82,90
7.8	-200 BR	67%	aston villa	John Mcginn	shots	o 0.5	-440	-	-	-260	-200/112	-	40%	59%	0,1,0,1,0,1,0,2,0,0	-	90,90,90,63,60
7.7	-177 BR	64%	aston villa	Youri Tielemans	shots	o 0.5	-320	-	-	-240	-177/102	-	80%	60%	1,3,2,1,2,0,2,3,0,2	-	90,90,90,90,90
7.6	-350 365	78%	atletico madrid	Rodrigo De Paul	tackles	o 0.5	-	-800	-350	-	-	-	-%	-%		🟡	
7.6	215 BR	32%	real madrid	Federico Valverde	shots_on_target	o 0.5	'+175	-	-	150	215/-420	-	20%	47%	0,0,0,2,0,0,0,0,1,0	🟡	90,90,89,81,23
7.5	135 DK	43%	atletico madrid	Robin Le Normand	tackles	o 1.5	-	'+135	'+100/-138	-	-	-	-%	-%		🟡	
7.4	138 BR	42%	dortmund	Maximilian Beier	shots_on_target	o 0.5	'+105	-	-	-	138/-225	-	20%	32%	0,1,0,0,0,0,2,0,0,0	🟡	45,90,88,25,28
7.4	205 BR	33%	aston villa	Amadou Onana	shots_on_target	o 0.5	'+155	-	-	-	205/-385	-	20%	27%	1,0,0,0,0,0,1,0,0,0	-	8,68,90,36,45
7.4	2500 FD	4%	arsenal	Declan Rice	shots	o 4.5	'+2500	-	'+900	-	-	-	-%	-%		-	
7.3	-265 DK	73%	aston villa	Emiliano Martinez	saves	o 1.5	-	-265	-500	-	-	-	80%	78%	2,2,3,4,2,1,5,2,1,2	-	90,90,45,90,90
7.2	-225 BR	69%	club brugge	Chemsdine Talbi	shots	o 0.5	-470	-	-350	-360	-225/128	-	90%	68%	0,2,3,2,2,2,2,4,2,1	-	53,58,71,84,62
7.1	-115 DK	53%	club brugge	Brandon Mechele	tackles	o 1.5	-	-115	-138/+100	-320	-	-	70%	64%	1,2,2,0,3,2,2,3,1,2	-	90,90,90,90,90
7.1	360 BR	22%	club brugge	Gustaf Nilsson	shots_on_target	o 1.5	'+260	-	-	-	360/-910	-	20%	25%	4,1,3,0,0,0,1,0,0,1	-	5,32,90,6,18
7.1	-127 BR	56%	aston villa	Morgan Rogers	shots	o 1.5	-195	-	-	-165	-127/-132	-	30%	50%	6,1,3,5,1,0,1,1,0,1	-	77,90,9,90,89
7.0	-335 BR	77%	watford	Tom Ince	shots	o 0.5	-	-	-700	-	-335/170	-	-%	-%		-	
7.0	137 365	42%	psv	Ivan Perisic	tackles	o 1.5	-	'+105	'+137	-	-	-	100%	100%	2,3,2	-	90,84,18,90,90
6.8	-350 365	78%	melbourne	Benjamin Mazzeo	shots	o 1.5	-750	-	-350	-	-	-	-%	-%		-	
6.8	-105 FD	51%	lille	Benjamin Andre	shots	o 0.5	-105	-	-	-140	-	-	40%	38%	1,0,0,0,0,0,0,1,1,1	🟡	90,90,90,90,90
