EV	EV Book	Imp	Game	Player	Prop	O/U	FD	DK	Bet365	CZ	Kambi	ESPN	L10% Over	% Over	Splits		Minutes
-1.9	-113 BR	53%	psv	Luuk De Jong	shots_on_target	o 0.5	-125	-	-	-125	-113/-139	-	60%	61%	1,0,1,0,1,1,0,1,1,0	-	90,120,90,65,90
-2.0	-700 365	88%	melbourne	Harry Politidis	shots	o 0.5	-1100	-	-700	-	-	-	-%	-%		-	
-2.0	-1600 FD	94%	lille	Jonathan David	shots	o 0.5	-1600	-	-4000	-	-	-	100%	78%	2,1,1,3,4,5,1,1,2,3	🟡	90,90,28,90,67
-2.0	-530 BR	84%	real madrid	Jude Bellingham	shots	o 0.5	-800	-	-550	-800	-530/245	-	80%	86%	1,3,1,5,5,3,0,1,4,0		90,38,90,90,85
-2.1	-625 BR	86%	atletico madrid	Samuel Lino	shots	o 0.5	-1000	-	-900	-	-625/280	-	-%	-%		🟡	
-2.1	-590 BR	86%	aston villa	Morgan Rogers	shots	o 0.5	-950	-	-700	-800	-590/265	-	80%	71%	6,1,3,5,1,0,1,1,0,1	-	77,90,9,90,89
-2.1	-182 BR	65%	club brugge	Hans Vanaken	shots	o 0.5	-210	-	-	-210	-182/107	-	80%	69%	1,4,1,1,3,0,1,0,1,3	-	90,90,90,90,90
-2.3	-2000 365	95%	melbourne	Medin Memeti	shots	o 0.5	-9000	-	-2000	-	-	-	-%	-%		-	
-2.3	100 365	50%	lille	Jamie Bynoe Gittens	tackles	o 1.5	-	-110	'+100	-	-	-	-%	-%			
-2.3	-265 BR	73%	psv	Noa Lang	shots	o 0.5	-380	-	-275	-300	-265/148	-	90%	84%	2,2,0,5,1,1,6,3,2,5	-	28,114,72,90,66
-2.3	190 CZ	34%	psv	Ivan Perisic	shots	o 1.5	'+165	-	-	190	-	-	40%	27%	1,1,0,1,2,4,6,0,2,1	-	90,84,18,90,90
-2.4	-334 365	77%	club brugge	Hans Vanaken	tackles	o 0.5	-	-400	-334	-	-	-	60%	55%	0,5,2,0,3,1,0,1,1,0	-	90,90,90,90,90
-2.4	200 365	33%	aston villa	Leon Bailey	shots	o 2.5	'+150	-	'+200	200	-	-	10%	11%	3,2,0,2,2,1,1,1,2,2	-	13,45,90,63,45
-2.4	-260 FD	72%	arsenal	Thomas Partey	shots	o 0.5	-260	-	-	-300	-	-	-%	-%		-	
-2.5	290 BR	26%	stoke	Adam Forshaw	shots_on_target	o 0.5	'+240	-	-	-	290/-590	-	-%	-%		-	
-2.5	-300 365	75%	atletico madrid	Julian Alvarez	shots	o 1.5	-320	-	-300	-425	-500/240	-	-%	-%		🟡	
-2.5	-900 DK	90%	club brugge	Simon Mignolet	saves	o 1.5	-	-900	-1400	-	-	-	70%	60%	3,1,2,4,2,8,1,5,2,1	-	90,90,90,90,90
-2.6	333 365	23%	melbourne	Lachlan Bayliss	shots	o 2.5	'+270	-	'+333	-	-	-	-%	-%		-	
-2.6	-550 DK	85%	dortmund	Maximilian Beier	tackles	o 0.5	-	-550	-700	-	-	-	50%	58%	1,0,1,1,0,0,0,6,2,0	🟡	45,90,88,25,28
-2.7	-350 365	78%	atletico madrid	Alexander Sorloth	shots	o 1.5	-420	-	-350	-	-	-	-%	-%			
-2.7	-1000 DK	91%	arsenal	David Raya	saves	o 0.5	-	-1000	-1600	-	-	-	-%	-%		-	
-2.8	-220 FD	69%	real madrid	Arda Guler	shots	o 1.5	-220	-	-250	-	-	-	20%	41%	0,7,1,0,1,0,0,0,1,2		18,19,75,83,32
-2.9	-180 DK	64%	real madrid	Thibaut Courtois	saves	o 2.5	-	-180	-200	-	-	-	30%	40%	2,5,1,0,2,3,3,2,1,1	🟡	90,90,90,90,90
-3.0	260 FD	28%	atletico madrid	Julian Alvarez	shots_on_target	o 1.5	'+260	-	-	190	190/-345	-	-%	-%		🟡	
-3.0	-250 365	71%	real madrid	Brahim Diaz	shots	o 0.5	-650	-	-250	-360	-345/180	-	40%	49%	2,0,1,0,0,0,0,2,1,0	🟡	72,7,58,88,5
-3.0	-250 365	71%	arsenal	Gabriel Magalhaes	tackles	o 0.5	-	-285	-250	-	-	-	-%	-%		-	
-3.2	-2000 365	95%	melbourne	Benjamin Mazzeo	shots	o 0.5	-6000	-	-2000	-	-	-	-%	-%		-	
-3.2	200 CZ	33%	lille	Ayyoub Bouaddi	tackles	o 4.5	-	-	'+175	200	-	-	20%	11%	2,0,8,2,3,6,4,0,0,0	🟡	89,90,28,90,85
-3.2	-210 CZ	68%	dortmund	Serhou Guirassy	shots_on_target	o 0.5	-230	-	-	-210	-	-	70%	65%	3,2,0,3,1,1,4,1,0,0	🟡	68,84,88,90,90
-3.2	155 DK	39%	atletico madrid	Giuliano Simeone	tackles	o 1.5	-	'+155	'+137/-188	-	-	-	-%	-%		🟡	
-3.3	-290 DK	74%	atletico madrid	Giuliano Simeone	tackles	o 0.5	-	-290	-334	-	-	-	-%	-%		🟡	
-3.3	-385 BR	79%	real madrid	Kylian Mbappe	shots_on_target	o 0.5	-440	-	-	-475	-385/205	-	90%	87%	2,2,3,3,4,5,3,0,1,3	🟡	77,90,74,90,78
-3.3	-900 DK	90%	aston villa	Youri Tielemans	tackles	o 0.5	-	-900	-1200	-	-	-	70%	87%	0,4,0,1,1,5,5,2,3,0	-	90,90,90,90,90
-3.4	-400 365	80%	melbourne	Nathaniel Atkinson	shots	o 0.5	-480	-	-400	-	-	-	-%	-%		-	
-3.5	-225 365	69%	melbourne	Yonatan Cohen	shots	o 2.5	-250	-	-225	-	-	-	-%	-%		-	
-3.5	225 365	31%	melbourne	Callum Timmins	shots	o 1.5	'+195	-	'+225	-	-	-	-%	-%		-	
-3.5	-334 365	77%	lille	Lucas Chevalier	saves	o 1.5	-	-390	-334	-	-	-	70%	81%	5,5,2,1,4,0,2,7,0,3	🟡	90,90,90,90,90
-3.5	-180 BR	64%	aston villa	Marco Asensio	shots_on_target	o 0.5	-195	-	-	-	-180/108	-	40%	52%	0,0,0,0,1,0,2,0,2,1	-	66,90,23,81,27
-3.6	-590 BR	86%	watford	Kwadwo Baah	shots	o 0.5	-	-	-700	-	-590/265	-	-%	-%		-	
-3.6	-700 365	88%	dortmund	Marcel Sabitzer	tackles	o 0.5	-	-900	-700	-	-	-	80%	62%	0,2,1,5,1,3,4,2,2,0	🟡	88,84,90,90,16
-3.6	-390 FD	80%	dortmund	Serhou Guirassy	shots	o 1.5	-390	-	-500	-400	-	-	80%	71%	5,3,2,3,4,1,8,2,1,4	🟡	68,84,88,90,90
-3.6	-700 365	88%	club brugge	Ferran Jutgla	shots	o 0.5	-800	-	-700	-1000	-	-	90%	86%	0,3,1,2,3,2,3,3,1,4	-	85,88,90,84,90
-3.6	-700 365	88%	arsenal	Jurrien Timber	tackles	o 0.5	-	-900	-700	-	-	-	-%	-%		-	
-3.6	-700 365	88%	arsenal	Declan Rice	tackles	o 0.5	-	-800	-700	-1000	-	-	-%	-%		-	
-3.7	-150 BR	60%	lille	Jamie Bynoe Gittens	shots	o 1.5	-	-	-	-160	-150/-112	-	-%	-%			
-3.7	350 365	22%	aston villa	Marco Asensio	tackles	o 1.5	-	'+285	'+350	-	-	-	10%	5%	1,1,0,1,0,0,2,0,0,0	-	66,90,23,81,27
-3.9	-500 365	83%	atletico madrid	Samuel Lino	tackles	o 0.5	-	-575	-500	-	-	-	-%	-%		🟡	
-3.9	-136 BR	58%	club brugge	Maxim De Cuyper	shots	o 0.5	-145	-	-	-	-136/-120	-	50%	61%	1,1,0,2,1,0,0,0,1,0	-	90,90,90,90,90
-3.9	-550 FD	85%	psv	Luuk De Jong	shots	o 0.5	-550	-	-550	-800	-	-	90%	88%	6,0,4,1,4,5,2,4,2,3	-	90,120,90,65,90
-4.0	450 DK	18%	club brugge	Joel Ordonez	tackles	o 2.5	-	'+450	'+350	-	-	-	0%	0%	1,0,0,1,1,1,0,0,2,0	-	90,90,90,90,62
-4.1	-230 FD	70%	atletico madrid	Pablo Barrios	shots	o 0.5	-230	-	-250	-	-	-	-%	-%		🟡	
-4.1	-3300 365	97%	real madrid	Kylian Mbappe	shots	o 0.5	-8000	-	-3300	-	-	-	90%	93%	7,3,3,5,8,7,6,0,1,4	🟡	77,90,74,90,78
-4.1	-1200 365	92%	atletico madrid	Antoine Griezmann	shots	o 0.5	-1600	-	-1200	-	-	-	-%	-%		🟡	
-4.1	-1200 365	92%	arsenal	Myles Lewis Skelly	tackles	o 0.5	-	-	-1200	-1600	-	-	-%	-%		-	
-4.2	118 BR	46%	psv	Johan Bakayoko	shots_on_target	o 0.5	'+110	-	-	-	118/-200	-	60%	57%	1,1,1,0,0,2,0,1,0,1	-	62,36,89,25,24
-4.2	-435 BR	81%	psv	Johan Bakayoko	shots	o 0.5	-490	-	-	-	-435/215	-	90%	86%	2,1,3,1,1,3,1,2,0,2	-	62,36,89,25,24
-4.3	-700 365	88%	melbourne	Yonatan Cohen	shots	o 1.5	-800	-	-700	-	-	-	-%	-%		-	
-4.3	-115 CZ	53%	lille	Ayyoub Bouaddi	tackles	o 3.5	-	-	-120	-115	-	-	30%	21%	2,0,8,2,3,6,4,0,0,0	🟡	89,90,28,90,85
-4.3	-1000 DK	91%	atletico madrid	Nahuel Molina	tackles	o 0.5	-	-1000	-1200	-	-	-	-%	-%			
-4.3	-1000 FD	91%	real madrid	Arda Guler	shots	o 0.5	-1000	-	-1200	-	-	-	50%	59%	0,7,1,0,1,0,0,0,1,2		18,19,75,83,32
-4.3	-160 DK	62%	aston villa	John Mcginn	tackles	o 1.5	-	-160	-175/+125	-	-	-	40%	28%	0,0,1,0,2,3,4,2,0,0	-	90,90,90,63,60
-4.3	390 FD	20%	club brugge	Ardon Jashari	shots_on_target	o 0.5	'+390	-	-	-	270/-530	-	30%	26%	0,1,0,0,1,0,0,0,0,1	-	90,88,90,90,90
-4.3	-115 DK	53%	psv	Ryan Flamingo	tackles	o 1.5	-	-115	-120	-	-	-	50%	50%	2,4,1,0,1,4,0,5,4,0	-	90,120,90,45,90
-4.3	-1000 DK	91%	arsenal	Riccardo Calafiori	tackles	o 0.5	-	-1000	-1200	-	-	-	-%	-%		-	
-4.3	270 FD	27%	psv	Luuk De Jong	shots	o 2.5	'+270	-	'+240	190	190/-360	-	60%	55%	6,0,4,1,4,5,2,4,2,3	-	90,120,90,65,90
-4.4	-625 BR	86%	watford	Liam Cullen	shots	o 0.5	-	-	-700	-	-625/290	-	-%	-%		-	
-4.4	255 BR	28%	dortmund	Marcel Sabitzer	shots_on_target	o 0.5	-	-	-	220	255/-500	-	20%	30%	0,0,0,1,0,1,0,0,0,0	🟡	88,84,90,90,16
-4.4	-1250 BR	93%	leeds	Manor Solomon	shots	o 0.5	-	-	-1600	-	-1250/390	-	80%	62%	3,3,2,1,0,1,2,0,3,2	-	70,77,21,76,77
-4.4	-120 FD	55%	psv	Luuk De Jong	shots	o 1.5	-120	-	-	-155	-139/-120	-	80%	76%	6,0,4,1,4,5,2,4,2,3	-	90,120,90,65,90
-4.5	-170 FD	63%	real madrid	Vinicius Junior	shots_on_target	o 0.5	-170	-	-	-200	-205/125	-	100%	69%	3,1,1,1,1,1,2,1,1,2	🟡	89,83,90,90,90
-4.5	-175 BR	64%	real madrid	Rodrygo	shots	o 1.5	-190	-	-	-180	-175/-103	-	40%	60%	1,3,1,0,3,5,0,1,2,1	🟡	90,7,90,90,67
-4.5	135 DK	43%	real madrid	Thibaut Courtois	saves	o 3.5	-	'+135	'+125	-	-	-	10%	26%	2,5,1,0,2,3,3,2,1,1	🟡	90,90,90,90,90
-4.5	275 365	27%	aston villa	Pau Torres	tackles	o 1.5	-	'+235	'+275	-	-	-	40%	25%	2,2,0,1,2,1,0,2,0,1	-	90,90,90,90,19
-4.5	-350 365	78%	club brugge	Chemsdine Talbi	tackles	o 0.5	-	-380	-350	-	-	-	40%	40%	0,1,0,1,0,2,1,0,0,0	-	53,58,71,84,62
-4.5	-275 365	73%	arsenal	Martin Odegaard	tackles	o 0.5	-	-295	-275	-	-	-	-%	-%		-	
-4.6	-190 DK	66%	atletico madrid	Pablo Barrios	tackles	o 1.5	-	-190	-200/+150	-	-	-	-%	-%		🟡	
-4.7	250 FD	29%	lille	Thomas Meunier	shots	o 1.5	'+250	-	'+250	190	-	-	40%	28%	4,3,0,2,2,1,1,0,1,1	🟡	90,90,90,90,66
-4.7	-137 BR	58%	club brugge	Ferran Jutgla	shots_on_target	o 0.5	-145	-	-	-140	-137/-114	-	70%	54%	0,1,0,1,1,1,2,2,0,2	-	85,88,90,84,90
-4.7	-2000 365	95%	aston villa	Ollie Watkins	shots	o 0.5	-3500	-	-2000	-	-	-	80%	84%	2,5,0,4,1,4,0,5,1,4	-	77,67,81,89,90
-4.7	-1300 FD	93%	club brugge	Christos Tzolis	shots	o 0.5	-1300	-	-1600	-	-	-	100%	93%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
-4.8	-450 365	82%	lille	Jamie Bynoe Gittens	tackles	o 0.5	-	-500	-450	-	-	-	-%	-%			
-4.8	-135 CZ	57%	dortmund	Serhou Guirassy	shots	o 2.5	-140	-	-	-135	-	-	60%	47%	5,3,2,3,4,1,8,2,1,4	🟡	68,84,88,90,90
-4.8	-177 BR	64%	aston villa	Marcus Rashford	shots_on_target	o 0.5	-190	-	-	-180	-177/108	-	30%	34%	0,0,0,1,0,0,0,3,1,0	-	45,23,81,63,23
-4.8	-300 365	75%	psv	Ismael Saibari	shots	o 0.5	-800	-	-300	-	-400/195	-	100%	94%	2,3,4,1,2,4,5,3,1,2	-	28,120,90,81,90
-4.9	-1200 FD	92%	aston villa	Marcus Rashford	shots	o 0.5	-1200	-	-1200	-1600	-	-	60%	62%	1,0,0,4,1,2,0,6,1,0	-	45,23,81,63,23
-4.9	-1200 DK	92%	arsenal	Richard Ledezma	tackles	o 0.5	-	-1200	-	-1400	-	-	-%	-%		-	
-5.0	-1350 FD	93%	melbourne	Steven Ugarkovic	shots	o 0.5	-1350	-	-1600	-	-	-	-%	-%		-	
-5.0	-3300 365	97%	arsenal	Leandro Trossard	shots	o 0.5	-6000	-	-3300	-	-	-	-%	-%		-	
-5.1	460 BR	18%	stoke	Ashley Phillips	shots_on_target	o 0.5	'+360	-	-	-	460/-1430	-	10%	19%	0,0,0,0,0,1,0,0,0,0	-	90,90,90,90,90
-5.1	-5000 365	98%	melbourne	Yonatan Cohen	shots	o 0.5	-7000	-	-5000	-	-	-	-%	-%		-	
-5.1	-750 DK	88%	aston villa	John Mcginn	tackles	o 0.5	-	-750	-800	-	-	-	50%	59%	0,0,1,0,2,3,4,2,0,0	-	90,90,90,63,60
-5.2	110 365	48%	lille	Ismaily	tackles	o 3.5	-	-	'+110	105	-	-	20%	18%	0,3,1,5,4,0,2,0,2,3		17,75,11,76,45
-5.2	-330 DK	77%	club brugge	Joel Ordonez	tackles	o 0.5	-	-330	-350	-	-	-	50%	55%	1,0,0,1,1,1,0,0,2,0	-	90,90,90,90,62
-5.2	-265 DK	73%	aston villa	Jacob Ramsey	tackles	o 0.5	-	-265	-275	-	-	-	60%	46%	0,3,2,1,1,1,1,0,0,0	-	45,67,9,27,67
-5.2	-115 CZ	53%	aston villa	Morgan Rogers	shots_on_target	o 0.5	-145	-	-	-115	-127/-127	-	40%	40%	4,0,2,2,0,0,1,0,0,0	-	77,90,9,90,89
-5.2	175 365	36%	arsenal	Gabriel Magalhaes	tackles	o 1.5	-	'+160	'+175	-	-	-	-%	-%		-	
-5.3	225 365	31%	hull	Siriki Dembele	shots	o 1.5	-	-	'+225	-	170/-315	-	-%	-%		-	
-5.3	350 365	22%	club brugge	Chemsdine Talbi	shots	o 2.5	'+290	-	'+350	-	-	-	20%	6%	0,2,3,2,2,2,2,4,2,1	-	53,58,71,84,62
-5.3	-500 365	83%	psv	Ryan Flamingo	tackles	o 0.5	-	-525	-500	-	-	-	70%	70%	2,4,1,0,1,4,0,5,4,0	-	90,120,90,45,90
-5.4	-550 DK	85%	club brugge	Brandon Mechele	tackles	o 0.5	-	-550	-600	-	-	-	90%	82%	1,2,2,0,3,2,2,3,1,2	-	90,90,90,90,90
-5.5	-220 BR	69%	watford	Mamadou Doumbia	shots	o 1.5	-	-	-225	-	-220/125	-	-%	-%		-	
-5.5	-900 DK	90%	atletico madrid	Pablo Barrios	tackles	o 0.5	-	-900	-1000	-	-	-	-%	-%		🟡	
-5.5	-250 365	71%	atletico madrid	Antoine Griezmann	shots	o 1.5	-320	-	-250	-360	-335/170	-	-%	-%		🟡	
-5.5	-2000 365	95%	atletico madrid	Alexander Sorloth	shots	o 0.5	-2400	-	-2000	-	-	-	-%	-%			
-5.5	-220 DK	69%	club brugge	Maxim De Cuyper	tackles	o 1.5	-	-220	-225	-	-	-	60%	55%	1,0,3,3,3,4,1,1,4,5	-	90,90,90,90,90
-5.6	240 CZ	29%	dortmund	Marcel Sabitzer	shots	o 1.5	'+200	-	'+225	240	-	-	20%	38%	1,2,0,1,0,3,0,1,0,1	🟡	88,84,90,90,16
-5.6	-145 FD	59%	dortmund	Karim Adeyemi	shots	o 1.5	-145	-	-	-170	-175/100	-	60%	58%	1,0,3,2,0,5,5,6,2,1	🟡	88,90,82,90,89
-5.6	-195 BR	66%	leeds	Joel Piroe	shots	o 2.5	-	-	-200	-	-195/112	-	60%	40%	0,5,3,4,1,5,4,0,6,2	-	90,85,11,80,90
-5.6	-560 BR	85%	leeds	Joel Piroe	shots	o 1.5	-	-	-600	-	-560/255	-	70%	57%	0,5,3,4,1,5,4,0,6,2	-	90,85,11,80,90
-5.6	250 365	29%	hull	Sean Mcloughlin	shots	o 1.5	-	-	'+250	-	180/-360	-	20%	12%	1,1,3,0,0,1,4,1,1,0	-	90,90,90,90,90
-5.6	-160 CZ	62%	atletico madrid	Antoine Griezmann	shots_on_target	o 0.5	-175	-	-	-160	-190/115	-	-%	-%		🟡	
-5.6	150 365	40%	atletico madrid	Samuel Lino	shots	o 2.5	'+140	-	'+150	-	-	-	-%	-%		🟡	
-5.7	-2100 FD	95%	dortmund	Serhou Guirassy	shots	o 0.5	-2100	-	-2500	-	-	-	100%	94%	5,3,2,3,4,1,8,2,1,4	🟡	68,84,88,90,90
-5.7	-1000 365	91%	club brugge	Maxim De Cuyper	tackles	o 0.5	-	-1100	-1000	-	-	-	90%	91%	1,0,3,3,3,4,1,1,4,5	-	90,90,90,90,90
-5.8	-800 FD	89%	melbourne	Marco Tilio	shots	o 1.5	-800	-	-800	-	-	-	-%	-%		-	
-5.8	-195 FD	66%	atletico madrid	Julian Alvarez	shots_on_target	o 0.5	-195	-	-	-260	-225/133	-	-%	-%		🟡	
-5.9	-340 DK	77%	dortmund	Karim Adeyemi	tackles	o 0.5	-	-340	-350	-	-	-	60%	57%	2,0,0,3,0,1,1,0,3,3	🟡	88,90,82,90,89
-6.0	950 DK	10%	dortmund	Serhou Guirassy	tackles	o 1.5	-	'+950	'+600	-	-	-	0%	3%	0,0,0,1,0,0,0,0,0,0	🟡	68,84,88,90,90
-6.0	-1600 FD	94%	atletico madrid	Julian Alvarez	shots	o 0.5	-1600	-	-1600	-	-	-	-%	-%		🟡	
-6.0	-575 DK	85%	real madrid	Thibaut Courtois	saves	o 1.5	-	-575	-600	-	-	-	60%	63%	2,5,1,0,2,3,3,2,1,1	🟡	90,90,90,90,90
-6.0	-1400 365	93%	aston villa	Marco Asensio	shots	o 0.5	-1450	-	-1400	-	-	-	50%	74%	0,0,1,0,4,0,3,0,4,1	-	66,90,23,81,27
-6.1	-110 CZ	52%	real madrid	Kylian Mbappe	shots	o 3.5	-115	-	-	-110	-130/-130	-	60%	59%	7,3,3,5,8,7,6,0,1,4	🟡	77,90,74,90,78
-6.1	-550 DK	85%	atletico madrid	Jan Oblak	saves	o 1.5	-	-550	-550	-	-	-	-%	-%		🟡	
-6.1	135 DK	43%	club brugge	Joel Ordonez	tackles	o 1.5	-	'+135	'+125/-175	-	-	-	10%	9%	1,0,0,1,1,1,0,0,2,0	-	90,90,90,90,62
-6.2	-6000 FD	98%	melbourne	Marco Tilio	shots	o 0.5	-6000	-	-6600	-	-	-	-%	-%		-	
-6.2	-900 365	90%	melbourne	Lachlan Rose	shots	o 0.5	-950	-	-900	-	-	-	-%	-%		-	
-6.2	255 DK	28%	dortmund	Maximilian Beier	tackles	o 2.5	-	'+255	'+225	-	-	-	10%	12%	1,0,1,1,0,0,0,6,2,0	🟡	45,90,88,25,28
-6.2	-345 BR	78%	leeds	Largie Ramazani	shots	o 1.5	-	-	-350	-	-345/180	-	60%	52%	3,5,2,1,0,3,1,3,1,2	-	20,13,90,14,13
-6.2	-900 DK	90%	real madrid	Aurelien Tchouameni	tackles	o 0.5	-	-900	-900	-	-	-	70%	77%	1,0,2,2,0,3,0,2,2,1	🟡	90,90,90,90,90
-6.2	125 365	44%	club brugge	Chemsdine Talbi	tackles	o 1.5	-	'+120	'+125/-175	-	-	-	10%	10%	0,1,0,1,0,2,1,0,0,0	-	53,58,71,84,62
-6.3	-125 FD	56%	lille	Alexsandro Ribeiro	shots	o 0.5	-125	-	-	-125	-	-	60%	56%	0,1,3,0,1,2,0,1,1,0		90,90,90,90,90
-6.3	-175 DK	64%	atletico madrid	Jan Oblak	saves	o 2.5	-	-175	-175	-	-	-	-%	-%		🟡	
-6.4	160 DK	38%	atletico madrid	Pablo Barrios	tackles	o 2.5	-	'+160	'+150	-	-	-	-%	-%		🟡	
-6.4	190 BR	34%	arsenal	Gabriel Magalhaes	shots_on_target	o 0.5	'+185	-	-	165	190/-335	-	-%	-%		-	
-6.5	-250 FD	71%	melbourne	Marco Tilio	shots	o 2.5	-250	-	-250	-	-	-	-%	-%		-	
-6.6	-130 BR	57%	stoke v blackburn	Ali Al Hamadi	shots_on_target	o 0.5	-130	-	-	-	-130/-124	-	-%	-%		-	
-6.6	130 DK	43%	dortmund	Karim Adeyemi	tackles	o 1.5	-	'+130	'+125	-	-	-	40%	26%	2,0,0,3,0,1,1,0,3,3	🟡	88,90,82,90,89
-6.6	-600 365	86%	lille	Hakon Arnar Haraldsson	shots	o 0.5	-	-	-600	-600	-	-	80%	74%	1,0,3,4,1,1,3,0,1,3		67,76,45,90,75
-6.8	220 FD	31%	melbourne	Marco Tilio	shots	o 4.5	'+220	-	'+200	-	-	-	-%	-%		-	
-6.8	450 FD	18%	real madrid	Rodrygo	shots_on_target	o 1.5	'+450	-	-	360	-	-	10%	22%	0,1,0,0,2,0,0,0,1,0	🟡	90,7,90,90,67
-6.8	500 365	17%	psv	Noa Lang	shots	o 2.5	'+390	-	'+500	-	-	-	40%	31%	2,2,0,5,1,1,6,3,2,5	-	28,114,72,90,66
-6.9	-500 365	83%	lille	Jamie Bynoe Gittens	shots	o 0.5	-	-	-500	-800	-670/295	-	-%	-%			
-6.9	135 CZ	43%	atletico madrid	Jose Maria Gimenez	shots	o 0.5	'+130	-	-	135	-	-	-%	-%			
-7.0	-190 FD	66%	lille	Thomas Meunier	shots	o 0.5	-190	-	-	-260	-210/123	-	80%	58%	4,3,0,2,2,1,1,0,1,1	🟡	90,90,90,90,66
-7.0	-400 365	80%	dortmund	Maximilian Beier	shots	o 0.5	-700	-	-400	-	-480/240	-	70%	59%	2,1,0,1,2,0,6,3,1,0	🟡	45,90,88,25,28
-7.1	320 FD	24%	aston villa	Matty Cash	shots	o 1.5	'+320	-	'+275	-	-	-	20%	12%	0,0,0,2,0,2,1,0,1,0	-	29,24,69,27,45
-7.2	175 DK	36%	aston villa	Jacob Ramsey	tackles	o 1.5	-	'+175	'+162/-225	-	-	-	20%	18%	0,3,2,1,1,1,1,0,0,0	-	45,67,9,27,67
-7.3	-300 FD	75%	lille	Matias Fernandez Pardo	shots	o 0.5	-300	-	-	-	-375/190	-	40%	42%	2,0,0,0,1,1,0,0,0,2		12,9,14,20,15
-7.5	-350 365	78%	portsmouth	Colby Bishop	shots	o 1.5	-	-	-350	-	-435/215	-	-%	-%		-	
-7.5	160 CZ	38%	atletico madrid	Giuliano Simeone	shots_on_target	o 0.5	'+125	-	-	160	140/-230	-	-%	-%		🟡	
-7.6	650 FD	13%	real madrid	Antonio Rudiger	shots_on_target	o 0.5	'+650	-	-	475	-	-	10%	19%	0,0,1,0,0,0,0,0,0,0	🟡	90,5,90,90,90
-7.7	150 365	40%	atletico madrid	Jan Oblak	saves	o 3.5	-	'+145	'+150	-	-	-	-%	-%		🟡	
-7.7	700 FD	12%	club brugge	Christos Tzolis	shots	o 4.5	'+700	-	'+500	-	-	-	10%	12%	5,4,3,3,2,3,2,1,2,1	-	45,74,54,90,72
-7.7	162 365	38%	arsenal	Martin Odegaard	tackles	o 1.5	-	'+155	'+162	-	-	-	-%	-%		-	
-7.7	700 365	12%	arsenal	Leandro Trossard	shots	o 5.5	'+500	-	'+700	-	-	-	-%	-%		-	
-7.8	450 365	18%	portsmouth	Colby Bishop	shots	o 4.5	-	-	'+450	-	290/-670	-	-%	-%		-	
-7.8	170 FD	37%	arsenal	Mikel Merino	shots	o 3.5	'+170	-	'+162	-	-	-	-%	-%		-	
-7.9	600 365	14%	lille	Lucas Chevalier	saves	o 4.5	-	'+450	'+600	-	-	-	30%	19%	5,5,2,1,4,0,2,7,0,3	🟡	90,90,90,90,90
-8.0	100 FD	50%	dortmund	Karim Adeyemi	shots_on_target	o 0.5	'+100	-	-	-125	-103/-155	-	50%	50%	0,0,1,2,0,1,0,2,1,0	🟡	88,90,82,90,89
-8.0	115 FD	47%	aston villa	Tyrone Mings	shots	o 0.5	'+115	-	-	115	-	-	20%	33%	0,0,0,0,0,0,1,0,0,1	-	75,90,58,90,90
-8.2	155 BR	39%	psv	Noa Lang	shots_on_target	o 0.5	'+150	-	-	150	155/-265	-	40%	50%	0,0,0,3,0,0,2,1,0,2	-	28,114,72,90,66
-8.3	215 BR	32%	watford	Tom Dele Bashiru	shots	o 1.5	-	-	'+200	-	215/-435	-	-%	-%		-	
-8.3	425 DK	19%	dortmund	Karim Adeyemi	tackles	o 2.5	-	'+425	'+350	-	-	-	30%	17%	2,0,0,3,0,1,1,0,3,3	🟡	88,90,82,90,89
-8.3	-650 FD	87%	dortmund	Karim Adeyemi	shots	o 0.5	-650	-	-900	-1000	-770/330	-	80%	71%	1,0,3,2,0,5,5,6,2,1	🟡	88,90,82,90,89
-8.3	137 365	42%	club brugge	Maxim De Cuyper	tackles	o 2.5	-	'+135	'+137/-188	-	-	-	60%	55%	1,0,3,3,3,4,1,1,4,5	-	90,90,90,90,90
-8.3	350 365	22%	arsenal	Ethan Nwaneri	shots	o 4.5	'+300	-	'+350	-	-	-	-%	-%		-	
-8.4	-240 CZ	71%	dortmund	Julian Brandt	shots	o 0.5	-340	-	-400	-240	-245/140	-	80%	71%	2,1,1,3,0,4,1,0,1,1	🟡	90,68,2,82,90
-8.5	240 365	29%	melbourne	Yonatan Cohen	shots	o 4.5	'+220	-	'+240	-	-	-	-%	-%		-	
-8.5	240 365	29%	aston villa	Ian Maatsen	shots	o 1.5	'+220	-	'+240	-	-	-	10%	12%	0,1,0,0,0,2,0,0,0,1	-	45,13,90,13,82
-8.8	245 BR	29%	lille	Thomas Meunier	shots_on_target	o 0.5	'+230	-	-	220	245/-480	-	50%	33%	1,1,0,2,1,0,0,0,0,1	🟡	90,90,90,90,66
-8.8	265 BR	27%	hull	Mark Harris	shots	o 2.5	-	-	'+240	-	265/-590	-	-%	-%		-	
-8.8	650 CZ	13%	real madrid	Brahim Diaz	shots_on_target	o 1.5	'+480	-	-	650	-	-	0%	5%	1,0,1,0,0,0,0,1,1,0	🟡	72,7,58,88,5
-8.8	-290 FD	74%	real madrid	Vinicius Junior	shots	o 1.5	-290	-	-	-380	-335/170	-	90%	79%	4,3,3,4,3,6,4,1,3,4	🟡	89,83,90,90,90
